vin,vout,dvout_dvin
3.770000000000000018e-01,1.489876310000000093e+00,-1.232750000000351065e-01
3.780000000000000027e-01,1.489752509999999974e+00,-1.243249999999989086e-01
3.790000000000000036e-01,1.489627660000000020e+00,-1.253749999999627107e-01
3.800000000000000044e-01,1.489501760000000008e+00,-1.264350000000149521e-01
3.810000000000000053e-01,1.489374790000000059e+00,-1.275050000000419459e-01
3.820000000000000062e-01,1.489246749999999953e+00,-1.285800000000563159e-01
3.830000000000000071e-01,1.489117629999999970e+00,-1.296549999999569991e-01
3.840000000000000080e-01,1.488987440000000051e+00,-1.307349999998450585e-01
3.850000000000000089e-01,1.488856160000000095e+00,-1.318249999999352440e-01
3.860000000000000098e-01,1.488723790000000102e+00,-1.329150000000254295e-01
3.870000000000000107e-01,1.488590330000000073e+00,-1.340150000000903674e-01
3.880000000000000115e-01,1.488455759999999906e+00,-1.351250000000163709e-01
3.890000000000000124e-01,1.488320080000000045e+00,-1.362399999999297506e-01
3.900000000000000133e-01,1.488183280000000108e+00,-1.373550000000705040e-01
3.910000000000000142e-01,1.488045370000000034e+00,-1.384750000000849468e-01
3.920000000000000151e-01,1.487906329999999944e+00,-1.396100000000615182e-01
3.930000000000000160e-01,1.487766149999999898e+00,-1.407449999999244028e-01
3.940000000000000169e-01,1.487624840000000059e+00,-1.418799999999009742e-01
3.950000000000000178e-01,1.487482390000000043e+00,-1.430300000000670479e-01
3.960000000000000187e-01,1.487338779999999971e+00,-1.441849999999931242e-01
3.970000000000000195e-01,1.487194020000000005e+00,-1.453450000000202635e-01
3.980000000000000204e-01,1.487048090000000045e+00,-1.465100000000347791e-01
3.990000000000000213e-01,1.486901000000000028e+00,-1.476799999999229840e-01
4.000000000000000222e-01,1.486752730000000078e+00,-1.488600000000133150e-01
4.010000000000000231e-01,1.486603279999999971e+00,-1.500400000001036460e-01
4.020000000000000240e-01,1.486452649999999931e+00,-1.512299999999413558e-01
4.030000000000000249e-01,1.486300820000000078e+00,-1.524299999999811916e-01
4.040000000000000258e-01,1.486147789999999969e+00,-1.536350000000084037e-01
4.050000000000000266e-01,1.485993550000000107e+00,-1.548449999999093052e-01
4.060000000000000275e-01,1.485838100000000050e+00,-1.560599999999112697e-01
4.069999999999999729e-01,1.485681430000000081e+00,-1.572800000002416709e-01
4.079999999999999738e-01,1.485523539999999976e+00,-1.585049999999910142e-01
4.089999999999999747e-01,1.485364420000000019e+00,-1.597400000000561704e-01
4.099999999999999756e-01,1.485204060000000048e+00,-1.609850000000960790e-01
4.109999999999999765e-01,1.485042449999999903e+00,-1.622350000000096770e-01
4.119999999999999774e-01,1.484879590000000027e+00,-1.634899999999106512e-01
4.129999999999999782e-01,1.484715470000000037e+00,-1.647500000000263753e-01
4.139999999999999791e-01,1.484550089999999933e+00,-1.660150000000157888e-01
4.149999999999999800e-01,1.484383439999999998e+00,-1.672899999998662679e-01
4.159999999999999809e-01,1.484215510000000071e+00,-1.685700000000451837e-01
4.169999999999999818e-01,1.484046299999999929e+00,-1.698600000000851651e-01
4.179999999999999827e-01,1.483875789999999917e+00,-1.711599999999862121e-01
4.189999999999999836e-01,1.483703980000000033e+00,-1.724600000000009459e-01
4.199999999999999845e-01,1.483530870000000057e+00,-1.737649999998893691e-01
4.209999999999999853e-01,1.483356450000000049e+00,-1.750799999999799184e-01
4.219999999999999862e-01,1.483180710000000069e+00,-1.764050000000452201e-01
4.229999999999999871e-01,1.483003639999999956e+00,-1.777399999999715874e-01
4.239999999999999880e-01,1.482825229999999994e+00,-1.790750000001253284e-01
4.249999999999999889e-01,1.482645489999999899e+00,-1.804150000000390719e-01
4.259999999999999898e-01,1.482464400000000015e+00,-1.817699999999149441e-01
4.269999999999999907e-01,1.482281949999999959e+00,-1.831300000000055661e-01
4.279999999999999916e-01,1.482098139999999953e+00,-1.844949999999698775e-01
4.289999999999999925e-01,1.481912960000000057e+00,-1.858699999999089414e-01
4.299999999999999933e-01,1.481726400000000110e+00,-1.872500000000627551e-01
4.309999999999999942e-01,1.481538459999999890e+00,-1.886350000000902583e-01
4.319999999999999951e-01,1.481349129999999903e+00,-1.900299999999788270e-01
4.329999999999999960e-01,1.481158399999999986e+00,-1.914349999999558349e-01
4.339999999999999969e-01,1.480966259999999979e+00,-1.928500000000212822e-01
4.349999999999999978e-01,1.480772699999999942e+00,-1.942699999999604188e-01
4.359999999999999987e-01,1.480577720000000097e+00,-1.956949999998869316e-01
4.369999999999999996e-01,1.480381310000000061e+00,-1.971250000000281943e-01
4.380000000000000004e-01,1.480183470000000057e+00,-1.985700000000178989e-01
4.390000000000000013e-01,1.479984170000000043e+00,-2.000200000001086664e-01
4.400000000000000022e-01,1.479783429999999900e+00,-2.014750000000731234e-01
4.410000000000000031e-01,1.479581220000000030e+00,-2.029449999998860221e-01
4.420000000000000040e-01,1.479377539999999991e+00,-2.044199999999136708e-01
4.430000000000000049e-01,1.479172380000000064e+00,-2.059000000000423825e-01
4.440000000000000058e-01,1.478965740000000029e+00,-2.073900000000321597e-01
4.450000000000000067e-01,1.478757600000000005e+00,-2.088899999999966894e-01
4.460000000000000075e-01,1.478547959999999994e+00,-2.103949999999485954e-01
4.470000000000000084e-01,1.478336810000000057e+00,-2.119149999999763168e-01
4.480000000000000093e-01,1.478124130000000092e+00,-2.134400000001051012e-01
4.490000000000000102e-01,1.477909930000000038e+00,-2.149650000000065120e-01
4.500000000000000111e-01,1.477694199999999958e+00,-2.165099999999711144e-01
4.510000000000000120e-01,1.477476910000000032e+00,-2.180600000000367800e-01
4.520000000000000129e-01,1.477258079999999918e+00,-2.196149999999761349e-01
4.530000000000000138e-01,1.477037680000000019e+00,-2.211899999999786814e-01
4.540000000000000147e-01,1.476815699999999953e+00,-2.227649999999812280e-01
4.550000000000000155e-01,1.476592150000000103e+00,-2.243450000000848377e-01
4.560000000000000164e-01,1.476367009999999924e+00,-2.259400000000368891e-01
4.570000000000000173e-01,1.476140269999999921e+00,-2.275449999999636930e-01
4.580000000000000182e-01,1.475911919999999933e+00,-2.291549999999915599e-01
4.590000000000000191e-01,1.475681959999999959e+00,-2.307799999999815554e-01
4.600000000000000200e-01,1.475450359999999961e+00,-2.324099999999589272e-01
4.610000000000000209e-01,1.475217140000000038e+00,-2.340500000000247383e-01
4.620000000000000218e-01,1.474982259999999989e+00,-2.357000000000653017e-01
4.630000000000000226e-01,1.474745739999999916e+00,-2.373599999999669308e-01
4.640000000000000235e-01,1.474507540000000061e+00,-2.390299999999569991e-01
4.650000000000000244e-01,1.474267680000000080e+00,-2.407050000000481305e-01
4.660000000000000253e-01,1.474026129999999934e+00,-2.424000000000887667e-01
4.670000000000000262e-01,1.473782879999999906e+00,-2.440950000000157161e-01
4.680000000000000271e-01,1.473537939999999935e+00,-2.457999999999174179e-01
4.689999999999999725e-01,1.473291279999999981e+00,-2.475250000001096851e-01
4.699999999999999734e-01,1.473042890000000105e+00,-2.492549999999482679e-01
4.709999999999999742e-01,1.472792770000000084e+00,-2.509900000000016007e-01
4.719999999999999751e-01,1.472540909999999981e+00,-2.527400000001307490e-01
4.729999999999999760e-01,1.472287289999999915e+00,-2.545000000000072760e-01
4.739999999999999769e-01,1.472031910000000110e+00,-2.562699999999722422e-01
4.749999999999999778e-01,1.471774750000000020e+00,-2.580550000000130240e-01
4.759999999999999787e-01,1.471515799999999929e+00,-2.598449999999274951e-01
4.769999999999999796e-01,1.471255060000000059e+00,-2.616449999999304055e-01
4.779999999999999805e-01,1.470992510000000086e+00,-2.634650000001101944e-01
4.789999999999999813e-01,1.470728129999999911e+00,-2.652900000001636727e-01
4.799999999999999822e-01,1.470461929999999917e+00,-2.671199999999771535e-01
4.809999999999999831e-01,1.470193890000000003e+00,-2.689699999998538260e-01
4.819999999999999840e-01,1.469923990000000069e+00,-2.708300000000463115e-01
4.829999999999999849e-01,1.469652229999999893e+00,-2.727000000000998625e-01
4.839999999999999858e-01,1.469378590000000040e+00,-2.745799999999007923e-01
4.849999999999999867e-01,1.469103070000000066e+00,-2.764750000000049113e-01
4.859999999999999876e-01,1.468825639999999932e+00,-2.783799999999700958e-01
4.869999999999999885e-01,1.468546310000000021e+00,-2.802949999999100328e-01
4.879999999999999893e-01,1.468265050000000072e+00,-2.822300000000268483e-01
4.889999999999999902e-01,1.467981849999999922e+00,-2.841700000000173532e-01
4.899999999999999911e-01,1.467696710000000015e+00,-2.861249999999699867e-01
4.909999999999999920e-01,1.467409600000000092e+00,-2.880900000000110595e-01
4.919999999999999929e-01,1.467120530000000089e+00,-2.900650000000268847e-01
4.929999999999999938e-01,1.466829469999999969e+00,-2.920649999999795909e-01
4.939999999999999947e-01,1.466536400000000073e+00,-2.940700000000333603e-01
4.949999999999999956e-01,1.466241329999999898e+00,-2.960800000000745058e-01
4.959999999999999964e-01,1.465944240000000010e+00,-2.981150000000525324e-01
4.969999999999999973e-01,1.465645099999999923e+00,-3.001600000000053114e-01
4.979999999999999982e-01,1.465343920000000022e+00,-3.022149999999328429e-01
4.989999999999999991e-01,1.465040670000000045e+00,-3.042849999999361899e-01
5.000000000000000000e-01,1.464735349999999992e+00,-3.063700000000153523e-01
5.010000000000000009e-01,1.464427930000000044e+00,-3.084750000000440195e-01
5.020000000000000018e-01,1.464118400000000042e+00,-3.105849999999463762e-01
5.030000000000000027e-01,1.463806759999999985e+00,-3.127099999999245483e-01
5.040000000000000036e-01,1.463492980000000054e+00,-3.148499999999785359e-01
5.050000000000000044e-01,1.463177060000000029e+00,-3.170049999999946522e-01
5.060000000000000053e-01,1.462858970000000092e+00,-3.191750000000865839e-01
5.070000000000000062e-01,1.462538710000000020e+00,-3.213600000000269574e-01
5.080000000000000071e-01,1.462216249999999995e+00,-3.235599999999294596e-01
5.090000000000000080e-01,1.461891590000000019e+00,-3.257750000000214641e-01
5.100000000000000089e-01,1.461564700000000050e+00,-3.280100000000629734e-01
5.110000000000000098e-01,1.461235569999999928e+00,-3.302499999999781721e-01
5.120000000000000107e-01,1.460904200000000097e+00,-3.325100000000702494e-01
5.130000000000000115e-01,1.460570549999999912e+00,-3.347899999999981446e-01
5.140000000000000124e-01,1.460234620000000039e+00,-3.370849999998881685e-01
5.150000000000000133e-01,1.459896379999999994e+00,-3.393950000000813816e-01
5.160000000000000142e-01,1.459555829999999998e+00,-3.417150000000219734e-01
5.170000000000000151e-01,1.459212949999999953e+00,-3.440599999998994463e-01
5.180000000000000160e-01,1.458867710000000040e+00,-3.464199999999664215e-01
5.190000000000000169e-01,1.458520110000000036e+00,-3.487950000001092121e-01
5.200000000000000178e-01,1.458170119999999903e+00,-3.511849999999867578e-01
5.210000000000000187e-01,1.457817740000000084e+00,-3.535949999999274951e-01
5.220000000000000195e-01,1.457462929999999934e+00,-3.560300000000324872e-01
5.230000000000000204e-01,1.457105679999999959e+00,-3.584700000000111686e-01
5.240000000000000213e-01,1.456745989999999935e+00,-3.609350000000404179e-01
5.250000000000000222e-01,1.456383809999999945e+00,-3.634200000000191721e-01
5.260000000000000231e-01,1.456019149999999929e+00,-3.659149999999726788e-01
5.270000000000000240e-01,1.455651980000000068e+00,-3.684349999999767533e-01
5.280000000000000249e-01,1.455282280000000039e+00,-3.709750000000440195e-01
5.290000000000000258e-01,1.454910029999999965e+00,-3.735350000000607906e-01
5.300000000000000266e-01,1.454535209999999967e+00,-3.761099999999260035e-01
5.310000000000000275e-01,1.454157810000000106e+00,-3.787049999999680949e-01
5.320000000000000284e-01,1.453777799999999898e+00,-3.813250000000607542e-01
5.330000000000000293e-01,1.453395159999999908e+00,-3.839600000000018554e-01
5.340000000000000302e-01,1.453009879999999976e+00,-3.866149999998924613e-01
5.350000000000000311e-01,1.452621930000000061e+00,-3.892899999999599459e-01
5.360000000000000320e-01,1.452231300000000003e+00,-3.919900000000779983e-01
5.370000000000000329e-01,1.451837950000000044e+00,-3.947150000000192449e-01
5.380000000000000338e-01,1.451441870000000023e+00,-3.974549999999226202e-01
5.390000000000000346e-01,1.451043040000000062e+00,-4.002150000000028740e-01
5.400000000000000355e-01,1.450641440000000060e+00,-4.030000000001336957e-01
5.410000000000000364e-01,1.450237039999999977e+00,-4.058049999999866486e-01
5.420000000000000373e-01,1.449829830000000097e+00,-4.086349999998901694e-01
5.430000000000000382e-01,1.449419769999999996e+00,-4.114949999999453212e-01
5.440000000000000391e-01,1.449006840000000018e+00,-4.143700000000762884e-01
5.450000000000000400e-01,1.448591030000000002e+00,-4.172650000001567605e-01
5.460000000000000409e-01,1.448172309999999907e+00,-4.201900000000478030e-01
5.470000000000000417e-01,1.447750649999999917e+00,-4.231449999998631029e-01
5.480000000000000426e-01,1.447326019999999991e+00,-4.261149999999815918e-01
5.490000000000000435e-01,1.446898419999999907e+00,-4.291100000000369619e-01
5.500000000000000444e-01,1.446467799999999970e+00,-4.321399999998902786e-01
5.510000000000000453e-01,1.446034140000000079e+00,-4.351849999999330976e-01
5.520000000000000462e-01,1.445597430000000072e+00,-4.382600000000138607e-01
5.530000000000000471e-01,1.445157620000000032e+00,-4.413650000000188811e-01
5.540000000000000480e-01,1.444714700000000018e+00,-4.444900000000870932e-01
5.550000000000000488e-01,1.444268639999999992e+00,-4.476450000000795626e-01
5.560000000000000497e-01,1.443819409999999914e+00,-4.508299999999962893e-01
5.570000000000000506e-01,1.443366979999999966e+00,-4.540399999999635838e-01
5.580000000000000515e-01,1.442911330000000047e+00,-4.572799999999688225e-01
5.590000000000000524e-01,1.442452419999999957e+00,-4.605500000000120053e-01
5.600000000000000533e-01,1.441990230000000039e+00,-4.638449999999920692e-01
5.610000000000000542e-01,1.441524730000000032e+00,-4.671749999999974534e-01
5.620000000000000551e-01,1.441055879999999956e+00,-4.705350000001544686e-01
5.629999999999999449e-01,1.440583659999999933e+00,-4.739249999998946805e-01
5.639999999999999458e-01,1.440108029999999983e+00,-4.773449999999002102e-01
5.649999999999999467e-01,1.439628970000000008e+00,-4.807899999999563079e-01
5.659999999999999476e-01,1.439146449999999966e+00,-4.842750000000251021e-01
5.669999999999999485e-01,1.438660419999999940e+00,-4.877950000000055297e-01
5.679999999999999494e-01,1.438170860000000051e+00,-4.913450000000239015e-01
5.689999999999999503e-01,1.437677730000000098e+00,-4.949250000000802174e-01
5.699999999999999512e-01,1.437181009999999981e+00,-4.985400000000481668e-01
5.709999999999999520e-01,1.436680650000000004e+00,-5.021950000000288128e-01
5.719999999999999529e-01,1.436176619999999904e+00,-5.058799999999337160e-01
5.729999999999999538e-01,1.435668890000000086e+00,-5.096049999999650026e-01
5.739999999999999547e-01,1.435157409999999967e+00,-5.133649999999079228e-01
5.749999999999999556e-01,1.434642160000000111e+00,-5.171599999999898500e-01
5.759999999999999565e-01,1.434123089999999934e+00,-5.209950000000844739e-01
5.769999999999999574e-01,1.433600170000000062e+00,-5.248699999999644206e-01
5.779999999999999583e-01,1.433073349999999913e+00,-5.287799999999833744e-01
5.789999999999999591e-01,1.432542610000000050e+00,-5.327300000000150249e-01
5.799999999999999600e-01,1.432007889999999950e+00,-5.367250000000467480e-01
5.809999999999999609e-01,1.431469160000000018e+00,-5.407549999999901047e-01
5.819999999999999618e-01,1.430926380000000053e+00,-5.448249999999461579e-01
5.829999999999999627e-01,1.430379510000000076e+00,-5.489450000000033469e-01
5.839999999999999636e-01,1.429828490000000007e+00,-5.531050000000732325e-01
5.849999999999999645e-01,1.429273299999999969e+00,-5.573100000000295040e-01
5.859999999999999654e-01,1.428713869999999941e+00,-5.615599999999858483e-01
5.869999999999999662e-01,1.428150180000000047e+00,-5.658499999999548891e-01
5.879999999999999671e-01,1.427582169999999984e+00,-5.701900000000250657e-01
5.889999999999999680e-01,1.427009799999999995e+00,-5.745749999999816282e-01
5.899999999999999689e-01,1.426433019999999940e+00,-5.790150000000267028e-01
5.909999999999999698e-01,1.425851769999999963e+00,-5.834999999999581632e-01
5.919999999999999707e-01,1.425266020000000022e+00,-5.880299999998896965e-01
5.929999999999999716e-01,1.424675710000000040e+00,-5.926150000000234286e-01
5.939999999999999725e-01,1.424080790000000096e+00,-5.972500000000309228e-01
5.949999999999999734e-01,1.423481210000000052e+00,-6.019400000000132422e-01
5.959999999999999742e-01,1.422876910000000050e+00,-6.066850000000840737e-01
5.969999999999999751e-01,1.422267839999999950e+00,-6.114800000000286673e-01
5.979999999999999760e-01,1.421653950000000055e+00,-6.163349999999354623e-01
5.989999999999999769e-01,1.421035169999999903e+00,-6.212450000000444561e-01
5.999999999999999778e-01,1.420411459999999959e+00,-6.262100000000145883e-01
6.009999999999999787e-01,1.419782749999999982e+00,-6.312400000000479849e-01
6.019999999999999796e-01,1.419148979999999893e+00,-6.363249999999425199e-01
6.029999999999999805e-01,1.418510099999999996e+00,-6.414749999997866325e-01
6.039999999999999813e-01,1.417866030000000110e+00,-6.466850000000476939e-01
6.049999999999999822e-01,1.417216730000000036e+00,-6.519600000000309592e-01
6.059999999999999831e-01,1.416562110000000096e+00,-6.573050000000648652e-01
6.069999999999999840e-01,1.415902119999999931e+00,-6.627100000000609725e-01
6.079999999999999849e-01,1.415236689999999964e+00,-6.681800000000066575e-01
6.089999999999999858e-01,1.414565759999999894e+00,-6.737249999999903594e-01
6.099999999999999867e-01,1.413889240000000047e+00,-6.793450000000120781e-01
6.109999999999999876e-01,1.413207069999999899e+00,-6.850350000000844375e-01
6.119999999999999885e-01,1.412519169999999935e+00,-6.907949999998663770e-01
6.129999999999999893e-01,1.411825480000000077e+00,-6.966299999999137071e-01
6.139999999999999902e-01,1.411125909999999983e+00,-7.025500000000874934e-01
6.149999999999999911e-01,1.410420379999999918e+00,-7.085449999999582360e-01
6.159999999999999920e-01,1.409708820000000085e+00,-7.146149999998669955e-01
6.169999999999999929e-01,1.408991150000000081e+00,-7.207750000000032742e-01
6.179999999999999938e-01,1.408267270000000071e+00,-7.270200000000386353e-01
6.189999999999999947e-01,1.407537110000000036e+00,-7.333449999999857027e-01
6.199999999999999956e-01,1.406800580000000078e+00,-7.397599999999329157e-01
6.209999999999999964e-01,1.406057590000000079e+00,-7.462700000000950240e-01
6.219999999999999973e-01,1.405308039999999981e+00,-7.528700000000299042e-01
6.229999999999999982e-01,1.404551850000000046e+00,-7.595649999999523061e-01
6.239999999999999991e-01,1.403788910000000056e+00,-7.663600000000769796e-01
6.250000000000000000e-01,1.403019129999999892e+00,-7.732500000000754881e-01
6.260000000000000009e-01,1.402242409999999939e+00,-7.802400000000488944e-01
6.270000000000000018e-01,1.401458649999999917e+00,-7.873399999998582643e-01
6.280000000000000027e-01,1.400667730000000111e+00,-7.945449999999709689e-01
6.290000000000000036e-01,1.399869559999999957e+00,-8.018600000000333239e-01
6.300000000000000044e-01,1.399064010000000025e+00,-8.092849999999316424e-01
6.310000000000000053e-01,1.398250989999999971e+00,-8.168250000001080480e-01
6.320000000000000062e-01,1.397430359999999983e+00,-8.244950000000699220e-01
6.330000000000000071e-01,1.396601999999999899e+00,-8.322749999998677595e-01
6.340000000000000080e-01,1.395765810000000107e+00,-8.401750000000447471e-01
6.350000000000000089e-01,1.394921649999999902e+00,-8.482150000000956425e-01
6.360000000000000098e-01,1.394069379999999914e+00,-8.563849999999320062e-01
6.370000000000000107e-01,1.393208879999999983e+00,-8.646849999998948988e-01
6.380000000000000115e-01,1.392340010000000072e+00,-8.731250000000727596e-01
6.390000000000000124e-01,1.391462629999999923e+00,-8.817100000001119042e-01
6.400000000000000133e-01,1.390576590000000001e+00,-8.904399999998986459e-01
6.410000000000000142e-01,1.389681750000000049e+00,-8.993199999999887950e-01
6.420000000000000151e-01,1.388777949999999928e+00,-9.083600000000160435e-01
6.430000000000000160e-01,1.387865029999999944e+00,-9.175549999999930151e-01
6.440000000000000169e-01,1.386942839999999899e+00,-9.269150000000081491e-01
6.450000000000000178e-01,1.386011199999999999e+00,-9.364500000000361979e-01
6.460000000000000187e-01,1.385069939999999944e+00,-9.461549999999760985e-01
6.470000000000000195e-01,1.384118890000000102e+00,-9.560399999999162901e-01
6.480000000000000204e-01,1.383157860000000072e+00,-9.661150000000588989e-01
6.490000000000000213e-01,1.382186659999999900e+00,-9.763750000000754881e-01
6.500000000000000222e-01,1.381205110000000014e+00,-9.868349999999281863e-01
6.510000000000000231e-01,1.380212989999999973e+00,-9.975049999999328065e-01
6.520000000000000240e-01,1.379210100000000105e+00,-1.008384999999975662e+00
6.530000000000000249e-01,1.378196219999999972e+00,-1.019480000000044129e+00
6.540000000000000258e-01,1.377171139999999960e+00,-1.030795000000125583e+00
6.550000000000000266e-01,1.376134629999999914e+00,-1.042344999999954780e+00
6.560000000000000275e-01,1.375086449999999960e+00,-1.054139999999847532e+00
6.570000000000000284e-01,1.374026350000000063e+00,-1.066185000000018590e+00
6.580000000000000293e-01,1.372954079999999966e+00,-1.078480000000013206e+00
6.590000000000000302e-01,1.371869390000000077e+00,-1.091049999999995634e+00
6.600000000000000311e-01,1.370771980000000001e+00,-1.103895000000079563e+00
6.610000000000000320e-01,1.369661599999999924e+00,-1.117025000000012369e+00
6.620000000000000329e-01,1.368537930000000014e+00,-1.130459999999970933e+00
6.630000000000000338e-01,1.367400680000000035e+00,-1.144194999999967877e+00
6.640000000000000346e-01,1.366249540000000096e+00,-1.158259999999927459e+00
6.650000000000000355e-01,1.365084160000000102e+00,-1.172655000000077052e+00
6.660000000000000364e-01,1.363904229999999940e+00,-1.187395000000151413e+00
6.670000000000000373e-01,1.362709369999999920e+00,-1.202499999999986358e+00
6.680000000000000382e-01,1.361499229999999949e+00,-1.217979999999897700e+00
6.690000000000000391e-01,1.360273410000000016e+00,-1.233854999999948632e+00
6.700000000000000400e-01,1.359031520000000048e+00,-1.250135000000000218e+00
6.710000000000000409e-01,1.357773139999999934e+00,-1.266840000000001965e+00
6.720000000000000417e-01,1.356497840000000066e+00,-1.283995000000004438e+00
6.730000000000000426e-01,1.355205149999999970e+00,-1.301614999999969768e+00
6.740000000000000435e-01,1.353894609999999998e+00,-1.319720000000074833e+00
6.750000000000000444e-01,1.352565709999999921e+00,-1.338335000000029140e+00
6.760000000000000453e-01,1.351217939999999951e+00,-1.357479999999895881e+00
6.770000000000000462e-01,1.349850750000000099e+00,-1.377184999999940374e+00
6.780000000000000471e-01,1.348463570000000056e+00,-1.397475000000099499e+00
6.790000000000000480e-01,1.347055799999999914e+00,-1.418380000000070140e+00
6.800000000000000488e-01,1.345626809999999951e+00,-1.439934999999877618e+00
6.810000000000000497e-01,1.344175930000000019e+00,-1.462169999999900938e+00
6.820000000000000506e-01,1.342702470000000092e+00,-1.485115000000064356e+00
6.830000000000000515e-01,1.341205699999999945e+00,-1.508815000000026885e+00
6.840000000000000524e-01,1.339684840000000099e+00,-1.533315000000015971e+00
6.850000000000000533e-01,1.338139069999999986e+00,-1.558655000000044311e+00
6.860000000000000542e-01,1.336567529999999948e+00,-1.584879999999998290e+00
6.870000000000000551e-01,1.334969309999999965e+00,-1.612050000000181171e+00
6.879999999999999449e-01,1.333343429999999996e+00,-1.640215000000011969e+00
6.889999999999999458e-01,1.331688879999999964e+00,-1.669435000000021319e+00
6.899999999999999467e-01,1.330004559999999891e+00,-1.699779999999918800e+00
6.909999999999999476e-01,1.328289320000000107e+00,-1.731324999999969805e+00
6.919999999999999485e-01,1.326541909999999991e+00,-1.764150000000086038e+00
6.929999999999999494e-01,1.324761019999999956e+00,-1.798324999999977081e+00
6.939999999999999503e-01,1.322945260000000012e+00,-1.833954999999946267e+00
6.949999999999999512e-01,1.321093110000000070e+00,-1.871150000000056934e+00
6.959999999999999520e-01,1.319202959999999925e+00,-1.910009999999942920e+00
6.969999999999999529e-01,1.317273090000000035e+00,-1.950659999999970751e+00
6.979999999999999538e-01,1.315301639999999939e+00,-1.993240000000014334e+00
6.989999999999999547e-01,1.313286610000000021e+00,-2.037905000000023392e+00
6.999999999999999556e-01,1.311225829999999926e+00,-2.084820000000036089e+00
7.009999999999999565e-01,1.309116970000000046e+00,-2.134169999999926404e+00
7.019999999999999574e-01,1.306957490000000055e+00,-2.186159999999972570e+00
7.029999999999999583e-01,1.304744649999999950e+00,-2.241020000000048640e+00
7.039999999999999591e-01,1.302475449999999979e+00,-2.299025000000028740e+00
7.049999999999999600e-01,1.300146599999999930e+00,-2.360455000000001746e+00
7.059999999999999609e-01,1.297754539999999901e+00,-2.425640000000043983e+00
7.069999999999999618e-01,1.295295319999999917e+00,-2.494959999999878164e+00
7.079999999999999627e-01,1.292764620000000031e+00,-2.568834999999921820e+00
7.089999999999999636e-01,1.290157650000000045e+00,-2.647760000000062064e+00
7.099999999999999645e-01,1.287469100000000033e+00,-2.732280000000059772e+00
7.109999999999999654e-01,1.284693089999999982e+00,-2.823044999999979154e+00
7.119999999999999662e-01,1.281823010000000096e+00,-2.920799999999871943e+00
7.129999999999999671e-01,1.278851490000000091e+00,-3.026400000000080581e+00
7.139999999999999680e-01,1.275770209999999905e+00,-3.140865000000076179e+00
7.149999999999999689e-01,1.272569760000000105e+00,-3.265369999999848005e+00
7.159999999999999698e-01,1.269239470000000036e+00,-3.401335000000017317e+00
7.169999999999999707e-01,1.265767089999999984e+00,-3.550434999999993124e+00
7.179999999999999716e-01,1.262138600000000110e+00,-3.714674999999942884e+00
7.189999999999999725e-01,1.258337739999999982e+00,-3.896495000000072650e+00
7.199999999999999734e-01,1.254345610000000111e+00,-4.098850000000084037e+00
7.209999999999999742e-01,1.250140040000000008e+00,-4.325384999999982938e+00
7.219999999999999751e-01,1.245694840000000081e+00,-4.580629999999928259e+00
7.229999999999999760e-01,1.240978780000000059e+00,-4.870255000000042855e+00
7.239999999999999769e-01,1.235954329999999990e+00,-5.201435000000060427e+00
7.249999999999999778e-01,1.230575909999999995e+00,-5.583364999999957945e+00
7.259999999999999787e-01,1.224787599999999976e+00,-6.027964999999994689e+00
7.269999999999999796e-01,1.218519979999999947e+00,-6.550874999999905413e+00
7.279999999999999805e-01,1.211685850000000064e+00,-7.172844999999938409e+00
7.289999999999999813e-01,1.204174290000000092e+00,-7.921750000000088221e+00
7.299999999999999822e-01,1.195842349999999943e+00,-8.835349999999948523e+00
7.309999999999999831e-01,1.186503590000000052e+00,-9.965130000000044674e+00
7.319999999999999840e-01,1.175912089999999965e+00,-1.138111500000002252e+01
7.329999999999999849e-01,1.163741359999999947e+00,-1.381061999999997170e+01
7.339999999999999858e-01,1.148290849999999974e+00,-1.629107499999997799e+01
7.349999999999999867e-01,1.131159210000000082e+00,-1.880788499999994201e+01
7.359999999999999876e-01,1.110675080000000037e+00,-2.252814000000000760e+01
7.369999999999999885e-01,1.086102930000000022e+00,-2.691268499999989672e+01
7.379999999999999893e-01,1.056849710000000053e+00,-3.169968499999993128e+01
7.389999999999999902e-01,1.022703560000000067e+00,-3.643379500000003191e+01
7.399999999999999911e-01,9.839821199999999601e-01,-4.061848549999996294e+01
7.409999999999999920e-01,9.414665890000000203e-01,-4.389903199999997696e+01
7.419999999999999929e-01,8.961840559999999511e-01,-4.579498699999999189e+01
7.429999999999999938e-01,8.498766150000000019e-01,-4.724600849999995944e+01
7.439999999999999947e-01,8.016920389999999674e-01,-4.812030749999996715e+01
7.449999999999999956e-01,7.536359999999999726e-01,-4.763379299999991190e+01
7.459999999999999964e-01,7.064244530000000077e-01,-4.613484649999992371e+01
7.469999999999999973e-01,6.613663069999999866e-01,-4.437095599999997830e+01
7.479999999999999982e-01,6.176825409999999739e-01,-4.251169799999996712e+01
7.489999999999999991e-01,5.763429110000000133e-01,-3.992104349999993929e+01
7.500000000000000000e-01,5.378404540000000233e-01,-3.682795049999992898e+01
7.510000000000000009e-01,5.026870100000000452e-01,-3.324268949999995471e+01
7.520000000000000018e-01,4.713550750000000122e-01,-2.927949549999999590e+01
7.530000000000000027e-01,4.441280189999999850e-01,-2.520530899999999974e+01
7.540000000000000036e-01,4.209444569999999941e-01,-2.136719399999998359e+01
