 frequency       v(Aol_dB)       v(Aol_arg)     
 3.12643573e+08 -9.27562477e+00  8.23527057e+01 
 3.19853049e+08 -9.46953584e+00  8.21549118e+01 
 3.27228774e+08 -9.66326086e+00  8.19532827e+01 
 3.34774581e+08 -9.85679146e+00  8.17477303e+01 
 3.42494392e+08 -1.00501189e+01  8.15381657e+01 
 3.50392221e+08 -1.02432342e+01  8.13244988e+01 
 3.58472171e+08 -1.04361278e+01  8.11066391e+01 
 3.66738442e+08 -1.06287900e+01  8.08844948e+01 
 3.75195331e+08 -1.08212103e+01  8.06579738e+01 
 3.83847234e+08 -1.10133782e+01  8.04269829e+01 
 3.92698648e+08 -1.12052826e+01  8.01914284e+01 
 4.01754173e+08 -1.13969118e+01  7.99512159e+01 
 4.11018515e+08 -1.15882539e+01  7.97062505e+01 
 4.20496491e+08 -1.17792963e+01  7.94564367e+01 
 4.30193027e+08 -1.19700260e+01  7.92016788e+01 
 4.40113162e+08 -1.21604295e+01  7.89418804e+01 
 4.50262052e+08 -1.23504928e+01  7.86769452e+01 
 4.60644974e+08 -1.25402011e+01  7.84067766e+01 
 4.71267322e+08 -1.27295395e+01  7.81312777e+01 
 4.82134619e+08 -1.29184920e+01  7.78503522e+01 
 4.93252513e+08 -1.31070424e+01  7.75639034e+01 
 5.04626783e+08 -1.32951737e+01  7.72718353e+01 
 5.16263340e+08 -1.34828683e+01  7.69740521e+01 
 5.28168234e+08 -1.36701080e+01  7.66704587e+01 
 5.40347650e+08 -1.38568739e+01  7.63609607e+01 
 5.52807921e+08 -1.40431465e+01  7.60454646e+01 
 5.65555523e+08 -1.42289054e+01  7.57238780e+01 
 5.78597080e+08 -1.44141298e+01  7.53961099e+01 
 5.91939372e+08 -1.45987979e+01  7.50620704e+01 
 6.05589334e+08 -1.47828874e+01  7.47216716e+01 
 6.19554061e+08 -1.49663751e+01  7.43748274e+01 
 6.33840810e+08 -1.51492371e+01  7.40214538e+01 
 6.48457008e+08 -1.53314489e+01  7.36614693e+01 
 6.63410251e+08 -1.55129849e+01  7.32947948e+01 
 6.78708313e+08 -1.56938189e+01  7.29213542e+01 
 6.94359143e+08 -1.58739241e+01  7.25410747e+01 
 7.10370877e+08 -1.60532726e+01  7.21538867e+01 
 7.26751838e+08 -1.62318360e+01  7.17597247e+01 
 7.43510539e+08 -1.64095849e+01  7.13585268e+01 
 7.60655691e+08 -1.65864893e+01  7.09502360e+01 
 7.78196206e+08 -1.67625182e+01  7.05347997e+01 
 7.96141200e+08 -1.69376401e+01  7.01121704e+01 
 8.14500001e+08 -1.71118226e+01  6.96823061e+01 
 8.33282151e+08 -1.72850326e+01  6.92451706e+01 
 8.52497412e+08 -1.74572363e+01  6.88007337e+01 
 8.72155772e+08 -1.76283992e+01  6.83489716e+01 
 8.92267449e+08 -1.77984861e+01  6.78898678e+01 
 9.12842895e+08 -1.79674613e+01  6.74234125e+01 
 9.33892805e+08 -1.81352882e+01  6.69496039e+01 
 9.55428121e+08 -1.83019300e+01  6.64684480e+01 
 9.77460036e+08 -1.84673492e+01  6.59799593e+01 
 1.00000000e+09 -1.86315077e+01  6.54841608e+01 
 1.02305973e+09 -1.87943672e+01  6.49810848e+01 
 1.04665121e+09 -1.89558889e+01  6.44707729e+01 
 1.07078670e+09 -1.91160338e+01  6.39532764e+01 
 1.09547876e+09 -1.92747624e+01  6.34286569e+01 
 1.12074020e+09 -1.94320354e+01  6.28969861e+01 
 1.14658417e+09 -1.95878132e+01  6.23583467e+01 
 1.17302409e+09 -1.97420561e+01  6.18128319e+01 
 1.20007371e+09 -1.98947247e+01  6.12605464e+01 
 1.22774708e+09 -2.00457794e+01  6.07016061e+01 
 1.25605860e+09 -2.01951813e+01  6.01361384e+01 
 1.28502297e+09 -2.03428914e+01  5.95642824e+01 
 1.31465525e+09 -2.04888714e+01  5.89861891e+01 
 1.34497085e+09 -2.06330836e+01  5.84020209e+01 
 1.37598551e+09 -2.07754906e+01  5.78119525e+01 
 1.40771537e+09 -2.09160561e+01  5.72161700e+01 
 1.44017690e+09 -2.10547446e+01  5.66148715e+01 
 1.47338699e+09 -2.11915213e+01  5.60082665e+01 
 1.50736290e+09 -2.13263527e+01  5.53965759e+01 
 1.54212228e+09 -2.14592066e+01  5.47800317e+01 
 1.57768320e+09 -2.15900518e+01  5.41588770e+01 
 1.61406415e+09 -2.17188587e+01  5.35333653e+01 
 1.65128404e+09 -2.18455991e+01  5.29037601e+01 
 1.68936220e+09 -2.19702465e+01  5.22703347e+01 
 1.72831844e+09 -2.20927760e+01  5.16333716e+01 
 1.76817299e+09 -2.22131645e+01  5.09931620e+01 
 1.80894658e+09 -2.23313910e+01  5.03500049e+01 
 1.85066040e+09 -2.24474360e+01  4.97042069e+01 
 1.89333613e+09 -2.25612826e+01  4.90560812e+01 
 1.93699595e+09 -2.26729156e+01  4.84059470e+01 
 1.98166255e+09 -2.27823221e+01  4.77541287e+01 
 2.02735916e+09 -2.28894915e+01  4.71009552e+01 
 2.07410951e+09 -2.29944152e+01  4.64467588e+01 
 2.12193792e+09 -2.30970872e+01  4.57918746e+01 
 2.17086923e+09 -2.31975037e+01  4.51366398e+01 
 2.22092889e+09 -2.32956632e+01  4.44813922e+01 
 2.27214291e+09 -2.33915667e+01  4.38264701e+01 
 2.32453791e+09 -2.34852172e+01  4.31722109e+01 
 2.37814113e+09 -2.35766205e+01  4.25189502e+01 
 2.43298042e+09 -2.36657842e+01  4.18670214e+01 
 2.48908429e+09 -2.37527187e+01  4.12167544e+01 
 2.54648190e+09 -2.38374361e+01  4.05684748e+01 
 2.60520309e+09 -2.39199512e+01  3.99225035e+01 
 2.66527837e+09 -2.40002804e+01  3.92791554e+01 
 2.72673897e+09 -2.40784426e+01  3.86387390e+01 
 2.78961683e+09 -2.41544585e+01  3.80015557e+01 
 2.85394464e+09 -2.42283505e+01  3.73678989e+01 
 2.91975583e+09 -2.43001433e+01  3.67380536e+01 
 2.98708461e+09 -2.43698629e+01  3.61122958e+01 
 3.05596598e+09 -2.44375370e+01  3.54908919e+01 
 3.12643573e+09 -2.45031951e+01  3.48740984e+01 
 3.19853049e+09 -2.45668677e+01  3.42621614e+01 
 3.27228774e+09 -2.46285870e+01  3.36553162e+01 
 3.34774581e+09 -2.46883862e+01  3.30537869e+01 
 3.42494392e+09 -2.47462996e+01  3.24577866e+01 
 3.50392221e+09 -2.48023626e+01  3.18675167e+01 
 3.58472171e+09 -2.48566115e+01  3.12831669e+01 
 3.66738442e+09 -2.49090832e+01  3.07049154e+01 
 3.75195331e+09 -2.49598154e+01  3.01329284e+01 
 3.83847234e+09 -2.50088464e+01  2.95673604e+01 
 3.92698648e+09 -2.50562148e+01  2.90083542e+01 
 4.01754173e+09 -2.51019597e+01  2.84560409e+01 
 4.11018515e+09 -2.51461205e+01  2.79105400e+01 
 4.20496491e+09 -2.51887367e+01  2.73719599e+01 
 4.30193027e+09 -2.52298478e+01  2.68403975e+01 
 4.40113162e+09 -2.52694935e+01  2.63159391e+01 
 4.50262052e+09 -2.53077132e+01  2.57986600e+01 
 4.60644974e+09 -2.53445463e+01  2.52886252e+01 
 4.71267322e+09 -2.53800321e+01  2.47858897e+01 
 4.82134619e+09 -2.54142092e+01  2.42904986e+01 
 4.93252513e+09 -2.54471162e+01  2.38024876e+01 
 5.04626783e+09 -2.54787912e+01  2.33218830e+01 
 5.16263340e+09 -2.55092718e+01  2.28487028e+01 
 5.28168234e+09 -2.55385951e+01  2.23829562e+01 
 5.40347650e+09 -2.55667977e+01  2.19246446e+01 
 5.52807921e+09 -2.55939154e+01  2.14737615e+01 
 5.65555523e+09 -2.56199837e+01  2.10302935e+01 
 5.78597080e+09 -2.56450372e+01  2.05942199e+01 
 5.91939372e+09 -2.56691098e+01  2.01655135e+01 
 6.05589334e+09 -2.56922349e+01  1.97441413e+01 
 6.19554061e+09 -2.57144450e+01  1.93300641e+01 
 6.33840810e+09 -2.57357718e+01  1.89232373e+01 
 6.48457008e+09 -2.57562465e+01  1.85236113e+01 
 6.63410251e+09 -2.57758993e+01  1.81311319e+01 
 6.78708313e+09 -2.57947597e+01  1.77457401e+01 
 6.94359143e+09 -2.58128564e+01  1.73673730e+01 
 7.10370877e+09 -2.58302174e+01  1.69959641e+01 
 7.26751838e+09 -2.58468698e+01  1.66314431e+01 
 7.43510539e+09 -2.58628399e+01  1.62737366e+01 
 7.60655691e+09 -2.58781535e+01  1.59227685e+01 
 7.78196206e+09 -2.58928352e+01  1.55784598e+01 
 7.96141200e+09 -2.59069093e+01  1.52407292e+01 
 8.14500001e+09 -2.59203989e+01  1.49094934e+01 
 8.33282151e+09 -2.59333267e+01  1.45846672e+01 
 8.52497412e+09 -2.59457146e+01  1.42661634e+01 
 8.72155772e+09 -2.59575836e+01  1.39538938e+01 
 8.92267449e+09 -2.59689542e+01  1.36477687e+01 
 9.12842895e+09 -2.59798460e+01  1.33476973e+01 
 9.33892805e+09 -2.59902783e+01  1.30535881e+01 
 9.55428121e+09 -2.60002692e+01  1.27653487e+01 
 9.77460036e+09 -2.60098366e+01  1.24828863e+01 
 1.00000000e+10 -2.60189975e+01  1.22061076e+01 
