 frequency       v(Aol_dB)       v(Aol_arg)     
 5.52807921e+03  3.13432813e+01  1.79889952e+02 
 5.65555523e+03  3.13432806e+01  1.79887414e+02 
 5.78597080e+03  3.13432798e+01  1.79884818e+02 
 5.91939372e+03  3.13432790e+01  1.79882162e+02 
 6.05589334e+03  3.13432781e+01  1.79879445e+02 
 6.19554061e+03  3.13432772e+01  1.79876665e+02 
 6.33840810e+03  3.13432763e+01  1.79873821e+02 
 6.48457008e+03  3.13432753e+01  1.79870911e+02 
 6.63410251e+03  3.13432743e+01  1.79867934e+02 
 6.78708313e+03  3.13432732e+01  1.79864889e+02 
 6.94359143e+03  3.13432721e+01  1.79861773e+02 
 7.10370877e+03  3.13432709e+01  1.79858586e+02 
 7.26751838e+03  3.13432697e+01  1.79855325e+02 
 7.43510539e+03  3.13432684e+01  1.79851989e+02 
 7.60655691e+03  3.13432670e+01  1.79848576e+02 
 7.78196206e+03  3.13432656e+01  1.79845084e+02 
 7.96141200e+03  3.13432641e+01  1.79841512e+02 
 8.14500001e+03  3.13432626e+01  1.79837857e+02 
 8.33282151e+03  3.13432610e+01  1.79834118e+02 
 8.52497412e+03  3.13432593e+01  1.79830293e+02 
 8.72155772e+03  3.13432575e+01  1.79826379e+02 
 8.92267449e+03  3.13432557e+01  1.79822376e+02 
 9.12842895e+03  3.13432537e+01  1.79818280e+02 
 9.33892805e+03  3.13432517e+01  1.79814089e+02 
 9.55428121e+03  3.13432496e+01  1.79809802e+02 
 9.77460036e+03  3.13432473e+01  1.79805417e+02 
 1.00000000e+04  3.13432450e+01  1.79800930e+02 
 1.02305973e+04  3.13432426e+01  1.79796339e+02 
 1.04665121e+04  3.13432400e+01  1.79791643e+02 
 1.07078670e+04  3.13432373e+01  1.79786838e+02 
 1.09547876e+04  3.13432345e+01  1.79781923e+02 
 1.12074020e+04  3.13432316e+01  1.79776894e+02 
 1.14658417e+04  3.13432285e+01  1.79771749e+02 
 1.17302409e+04  3.13432253e+01  1.79766486e+02 
 1.20007371e+04  3.13432220e+01  1.79761101e+02 
 1.22774708e+04  3.13432185e+01  1.79755592e+02 
 1.25605860e+04  3.13432148e+01  1.79749956e+02 
 1.28502297e+04  3.13432109e+01  1.79744191e+02 
 1.31465525e+04  3.13432069e+01  1.79738292e+02 
 1.34497085e+04  3.13432027e+01  1.79732257e+02 
 1.37598551e+04  3.13431983e+01  1.79726083e+02 
 1.40771537e+04  3.13431937e+01  1.79719767e+02 
 1.44017690e+04  3.13431888e+01  1.79713305e+02 
 1.47338699e+04  3.13431838e+01  1.79706694e+02 
 1.50736290e+04  3.13431785e+01  1.79699930e+02 
 1.54212228e+04  3.13431729e+01  1.79693011e+02 
 1.57768320e+04  3.13431671e+01  1.79685932e+02 
 1.61406415e+04  3.13431611e+01  1.79678690e+02 
 1.65128404e+04  3.13431547e+01  1.79671280e+02 
 1.68936220e+04  3.13431481e+01  1.79663700e+02 
 1.72831844e+04  3.13431411e+01  1.79655946e+02 
 1.76817299e+04  3.13431338e+01  1.79648012e+02 
 1.80894658e+04  3.13431262e+01  1.79639895e+02 
 1.85066040e+04  3.13431182e+01  1.79631592e+02 
 1.89333613e+04  3.13431099e+01  1.79623097e+02 
 1.93699595e+04  3.13431011e+01  1.79614406e+02 
 1.98166255e+04  3.13430920e+01  1.79605514e+02 
 2.02735916e+04  3.13430824e+01  1.79596418e+02 
 2.07410951e+04  3.13430724e+01  1.79587112e+02 
 2.12193792e+04  3.13430619e+01  1.79577591e+02 
 2.17086923e+04  3.13430509e+01  1.79567850e+02 
 2.22092889e+04  3.13430394e+01  1.79557886e+02 
 2.27214291e+04  3.13430273e+01  1.79547691e+02 
 2.32453791e+04  3.13430148e+01  1.79537261e+02 
 2.37814113e+04  3.13430016e+01  1.79526591e+02 
 2.43298042e+04  3.13429878e+01  1.79515675e+02 
 2.48908429e+04  3.13429733e+01  1.79504507e+02 
 2.54648190e+04  3.13429582e+01  1.79493082e+02 
 2.60520309e+04  3.13429424e+01  1.79481393e+02 
 2.66527837e+04  3.13429259e+01  1.79469435e+02 
 2.72673897e+04  3.13429085e+01  1.79457201e+02 
 2.78961683e+04  3.13428904e+01  1.79444685e+02 
 2.85394464e+04  3.13428714e+01  1.79431880e+02 
 2.91975583e+04  3.13428516e+01  1.79418780e+02 
 2.98708461e+04  3.13428308e+01  1.79405379e+02 
 3.05596598e+04  3.13428090e+01  1.79391668e+02 
 3.12643573e+04  3.13427862e+01  1.79377641e+02 
 3.19853049e+04  3.13427624e+01  1.79363291e+02 
 3.27228774e+04  3.13427374e+01  1.79348609e+02 
 3.34774581e+04  3.13427113e+01  1.79333590e+02 
 3.42494392e+04  3.13426840e+01  1.79318224e+02 
 3.50392221e+04  3.13426554e+01  1.79302504e+02 
 3.58472171e+04  3.13426254e+01  1.79286422e+02 
 3.66738442e+04  3.13425941e+01  1.79269968e+02 
 3.75195331e+04  3.13425613e+01  1.79253136e+02 
 3.83847234e+04  3.13425269e+01  1.79235916e+02 
 3.92698648e+04  3.13424910e+01  1.79218298e+02 
 4.01754173e+04  3.13424534e+01  1.79200275e+02 
 4.11018515e+04  3.13424140e+01  1.79181836e+02 
 4.20496491e+04  3.13423728e+01  1.79162972e+02 
 4.30193027e+04  3.13423297e+01  1.79143673e+02 
 4.40113162e+04  3.13422846e+01  1.79123929e+02 
 4.50262052e+04  3.13422373e+01  1.79103730e+02 
 4.60644974e+04  3.13421879e+01  1.79083066e+02 
 4.71267322e+04  3.13421362e+01  1.79061926e+02 
 4.82134619e+04  3.13420820e+01  1.79040298e+02 
 4.93252513e+04  3.13420253e+01  1.79018172e+02 
 5.04626783e+04  3.13419660e+01  1.78995536e+02 
 5.16263340e+04  3.13419039e+01  1.78972378e+02 
 5.28168234e+04  3.13418389e+01  1.78948686e+02 
 5.40347650e+04  3.13417709e+01  1.78924449e+02 
 5.52807921e+04  3.13416997e+01  1.78899653e+02 
 5.65555523e+04  3.13416251e+01  1.78874286e+02 
 5.78597080e+04  3.13415472e+01  1.78848334e+02 
 5.91939372e+04  3.13414655e+01  1.78821784e+02 
 6.05589334e+04  3.13413801e+01  1.78794623e+02 
 6.19554061e+04  3.13412907e+01  1.78766836e+02 
 6.33840810e+04  3.13411971e+01  1.78738408e+02 
 6.48457008e+04  3.13410991e+01  1.78709326e+02 
 6.63410251e+04  3.13409966e+01  1.78679574e+02 
 6.78708313e+04  3.13408893e+01  1.78649136e+02 
 6.94359143e+04  3.13407770e+01  1.78617997e+02 
 7.10370877e+04  3.13406595e+01  1.78586142e+02 
 7.26751838e+04  3.13405365e+01  1.78553552e+02 
 7.43510539e+04  3.13404077e+01  1.78520212e+02 
 7.60655691e+04  3.13402729e+01  1.78486104e+02 
 7.78196206e+04  3.13401319e+01  1.78451211e+02 
 7.96141200e+04  3.13399843e+01  1.78415514e+02 
 8.14500001e+04  3.13398298e+01  1.78378995e+02 
 8.33282151e+04  3.13396681e+01  1.78341636e+02 
 8.52497412e+04  3.13394989e+01  1.78303417e+02 
 8.72155772e+04  3.13393218e+01  1.78264317e+02 
 8.92267449e+04  3.13391364e+01  1.78224318e+02 
 9.12842895e+04  3.13389424e+01  1.78183399e+02 
 9.33892805e+04  3.13387393e+01  1.78141537e+02 
 9.55428121e+04  3.13385268e+01  1.78098713e+02 
 9.77460036e+04  3.13383044e+01  1.78054902e+02 
 1.00000000e+05  3.13380716e+01  1.78010085e+02 
 1.02305973e+05  3.13378280e+01  1.77964236e+02 
 1.04665121e+05  3.13375730e+01  1.77917332e+02 
 1.07078670e+05  3.13373061e+01  1.77869350e+02 
 1.09547876e+05  3.13370268e+01  1.77820265e+02 
 1.12074020e+05  3.13367345e+01  1.77770050e+02 
 1.14658417e+05  3.13364286e+01  1.77718682e+02 
 1.17302409e+05  3.13361084e+01  1.77666133e+02 
 1.20007371e+05  3.13357733e+01  1.77612376e+02 
 1.22774708e+05  3.13354227e+01  1.77557383e+02 
 1.25605860e+05  3.13350556e+01  1.77501128e+02 
 1.28502297e+05  3.13346715e+01  1.77443579e+02 
 1.31465525e+05  3.13342696e+01  1.77384710e+02 
 1.34497085e+05  3.13338489e+01  1.77324488e+02 
 1.37598551e+05  3.13334086e+01  1.77262884e+02 
 1.40771537e+05  3.13329478e+01  1.77199866e+02 
 1.44017690e+05  3.13324656e+01  1.77135401e+02 
 1.47338699e+05  3.13319610e+01  1.77069458e+02 
 1.50736290e+05  3.13314328e+01  1.77002002e+02 
 1.54212228e+05  3.13308801e+01  1.76932999e+02 
 1.57768320e+05  3.13303017e+01  1.76862414e+02 
 1.61406415e+05  3.13296964e+01  1.76790211e+02 
 1.65128404e+05  3.13290629e+01  1.76716353e+02 
 1.68936220e+05  3.13284000e+01  1.76640804e+02 
 1.72831844e+05  3.13277063e+01  1.76563525e+02 
 1.76817299e+05  3.13269803e+01  1.76484476e+02 
 1.80894658e+05  3.13262206e+01  1.76403619e+02 
 1.85066040e+05  3.13254256e+01  1.76320912e+02 
 1.89333613e+05  3.13245937e+01  1.76236313e+02 
 1.93699595e+05  3.13237231e+01  1.76149780e+02 
 1.98166255e+05  3.13228121e+01  1.76061271e+02 
 2.02735916e+05  3.13218588e+01  1.75970739e+02 
 2.07410951e+05  3.13208612e+01  1.75878141e+02 
 2.12193792e+05  3.13198174e+01  1.75783430e+02 
 2.17086923e+05  3.13187251e+01  1.75686558e+02 
 2.22092889e+05  3.13175821e+01  1.75587478e+02 
 2.27214291e+05  3.13163862e+01  1.75486141e+02 
 2.32453791e+05  3.13151348e+01  1.75382496e+02 
 2.37814113e+05  3.13138255e+01  1.75276492e+02 
 2.43298042e+05  3.13124555e+01  1.75168077e+02 
 2.48908429e+05  3.13110220e+01  1.75057198e+02 
 2.54648190e+05  3.13095221e+01  1.74943800e+02 
 2.60520309e+05  3.13079529e+01  1.74827828e+02 
 2.66527837e+05  3.13063110e+01  1.74709226e+02 
 2.72673897e+05  3.13045932e+01  1.74587936e+02 
 2.78961683e+05  3.13027960e+01  1.74463898e+02 
 2.85394464e+05  3.13009158e+01  1.74337055e+02 
 2.91975583e+05  3.12989487e+01  1.74207343e+02 
 2.98708461e+05  3.12968908e+01  1.74074702e+02 
 3.05596598e+05  3.12947379e+01  1.73939068e+02 
 3.12643573e+05  3.12924858e+01  1.73800377e+02 
 3.19853049e+05  3.12901298e+01  1.73658562e+02 
 3.27228774e+05  3.12876653e+01  1.73513558e+02 
 3.34774581e+05  3.12850873e+01  1.73365296e+02 
 3.42494392e+05  3.12823907e+01  1.73213707e+02 
 3.50392221e+05  3.12795701e+01  1.73058720e+02 
 3.58472171e+05  3.12766199e+01  1.72900265e+02 
 3.66738442e+05  3.12735342e+01  1.72738269e+02 
 3.75195331e+05  3.12703068e+01  1.72572657e+02 
 3.83847234e+05  3.12669315e+01  1.72403354e+02 
 3.92698648e+05  3.12634015e+01  1.72230285e+02 
 4.01754173e+05  3.12597099e+01  1.72053372e+02 
 4.11018515e+05  3.12558495e+01  1.71872537e+02 
 4.20496491e+05  3.12518126e+01  1.71687699e+02 
 4.30193027e+05  3.12475914e+01  1.71498779e+02 
 4.40113162e+05  3.12431777e+01  1.71305694e+02 
 4.50262052e+05  3.12385629e+01  1.71108361e+02 
 4.60644974e+05  3.12337380e+01  1.70906697e+02 
 4.71267322e+05  3.12286938e+01  1.70700616e+02 
 4.82134619e+05  3.12234205e+01  1.70490034e+02 
 4.93252513e+05  3.12179081e+01  1.70274862e+02 
 5.04626783e+05  3.12121460e+01  1.70055014e+02 
 5.16263340e+05  3.12061233e+01  1.69830400e+02 
 5.28168234e+05  3.11998285e+01  1.69600932e+02 
 5.40347650e+05  3.11932499e+01  1.69366520e+02 
 5.52807921e+05  3.11863750e+01  1.69127073e+02 
 5.65555523e+05  3.11791910e+01  1.68882500e+02 
 5.78597080e+05  3.11716846e+01  1.68632709e+02 
 5.91939372e+05  3.11638418e+01  1.68377609e+02 
 6.05589334e+05  3.11556483e+01  1.68117107e+02 
 6.19554061e+05  3.11470892e+01  1.67851111e+02 
 6.33840810e+05  3.11381487e+01  1.67579528e+02 
 6.48457008e+05  3.11288108e+01  1.67302265e+02 
 6.63410251e+05  3.11190588e+01  1.67019231e+02 
 6.78708313e+05  3.11088753e+01  1.66730332e+02 
 6.94359143e+05  3.10982421e+01  1.66435479e+02 
 7.10370877e+05  3.10871408e+01  1.66134578e+02 
 7.26751838e+05  3.10755518e+01  1.65827542e+02 
 7.43510539e+05  3.10634553e+01  1.65514279e+02 
 7.60655691e+05  3.10508304e+01  1.65194701e+02 
 7.78196206e+05  3.10376557e+01  1.64868723e+02 
 7.96141200e+05  3.10239091e+01  1.64536258e+02 
 8.14500001e+05  3.10095677e+01  1.64197223e+02 
 8.33282151e+05  3.09946077e+01  1.63851537e+02 
 8.52497412e+05  3.09790049e+01  1.63499119e+02 
 8.72155772e+05  3.09627340e+01  1.63139894e+02 
 8.92267449e+05  3.09457691e+01  1.62773786e+02 
 9.12842895e+05  3.09280834e+01  1.62400725e+02 
 9.33892805e+05  3.09096495e+01  1.62020642e+02 
 9.55428121e+05  3.08904391e+01  1.61633474e+02 
 9.77460036e+05  3.08704230e+01  1.61239160e+02 
 1.00000000e+06  3.08495716e+01  1.60837644e+02 
 1.02305973e+06  3.08278541e+01  1.60428875e+02 
 1.04665121e+06  3.08052392e+01  1.60012805e+02 
 1.07078670e+06  3.07816947e+01  1.59589393e+02 
 1.09547876e+06  3.07571878e+01  1.59158603e+02 
 1.12074020e+06  3.07316849e+01  1.58720406e+02 
 1.14658417e+06  3.07051517e+01  1.58274777e+02 
 1.17302409e+06  3.06775532e+01  1.57821701e+02 
 1.20007371e+06  3.06488538e+01  1.57361166e+02 
 1.22774708e+06  3.06190173e+01  1.56893171e+02 
 1.25605860e+06  3.05880070e+01  1.56417721e+02 
 1.28502297e+06  3.05557853e+01  1.55934830e+02 
 1.31465525e+06  3.05223147e+01  1.55444520e+02 
 1.34497085e+06  3.04875566e+01  1.54946822e+02 
 1.37598551e+06  3.04514726e+01  1.54441776e+02 
 1.40771537e+06  3.04140237e+01  1.53929432e+02 
 1.44017690e+06  3.03751705e+01  1.53409851e+02 
 1.47338699e+06  3.03348736e+01  1.52883102e+02 
 1.50736290e+06  3.02930936e+01  1.52349266e+02 
 1.54212228e+06  3.02497907e+01  1.51808434e+02 
 1.57768320e+06  3.02049254e+01  1.51260710e+02 
 1.61406415e+06  3.01584583e+01  1.50706206e+02 
 1.65128404e+06  3.01103502e+01  1.50145047e+02 
 1.68936220e+06  3.00605621e+01  1.49577372e+02 
 1.72831844e+06  3.00090556e+01  1.49003327e+02 
 1.76817299e+06  2.99557925e+01  1.48423074e+02 
 1.80894658e+06  2.99007357e+01  1.47836784e+02 
 1.85066040e+06  2.98438483e+01  1.47244640e+02 
 1.89333613e+06  2.97850945e+01  1.46646839e+02 
 1.93699595e+06  2.97244394e+01  1.46043587e+02 
 1.98166255e+06  2.96618492e+01  1.45435103e+02 
 2.02735916e+06  2.95972911e+01  1.44821616e+02 
 2.07410951e+06  2.95307336e+01  1.44203366e+02 
 2.12193792e+06  2.94621467e+01  1.43580606e+02 
 2.17086923e+06  2.93915017e+01  1.42953595e+02 
 2.22092889e+06  2.93187716e+01  1.42322606e+02 
 2.27214291e+06  2.92439310e+01  1.41687918e+02 
 2.32453791e+06  2.91669563e+01  1.41049821e+02 
 2.37814113e+06  2.90878257e+01  1.40408612e+02 
 2.43298042e+06  2.90065194e+01  1.39764596e+02 
 2.48908429e+06  2.89230196e+01  1.39118085e+02 
 2.54648190e+06  2.88373105e+01  1.38469397e+02 
 2.60520309e+06  2.87493787e+01  1.37818855e+02 
 2.66527837e+06  2.86592127e+01  1.37166787e+02 
 2.72673897e+06  2.85668034e+01  1.36513525e+02 
 2.78961683e+06  2.84721440e+01  1.35859404e+02 
 2.85394464e+06  2.83752300e+01  1.35204759e+02 
 2.91975583e+06  2.82760593e+01  1.34549931e+02 
 2.98708461e+06  2.81746319e+01  1.33895256e+02 
 3.05596598e+06  2.80709503e+01  1.33241073e+02 
 3.12643573e+06  2.79650196e+01  1.32587719e+02 
 3.19853049e+06  2.78568467e+01  1.31935527e+02 
 3.27228774e+06  2.77464411e+01  1.31284829e+02 
 3.34774581e+06  2.76338146e+01  1.30635952e+02 
 3.42494392e+06  2.75189810e+01  1.29989218e+02 
 3.50392221e+06  2.74019562e+01  1.29344944e+02 
 3.58472171e+06  2.72827585e+01  1.28703441e+02 
 3.66738442e+06  2.71614080e+01  1.28065011e+02 
 3.75195331e+06  2.70379266e+01  1.27429952e+02 
 3.83847234e+06  2.69123382e+01  1.26798550e+02 
 3.92698648e+06  2.67846685e+01  1.26171084e+02 
 4.01754173e+06  2.66549447e+01  1.25547823e+02 
 4.11018515e+06  2.65231957e+01  1.24929026e+02 
 4.20496491e+06  2.63894518e+01  1.24314943e+02 
 4.30193027e+06  2.62537447e+01  1.23705812e+02 
 4.40113162e+06  2.61161071e+01  1.23101859e+02 
 4.50262052e+06  2.59765733e+01  1.22503302e+02 
 4.60644974e+06  2.58351782e+01  1.21910344e+02 
 4.71267322e+06  2.56919577e+01  1.21323179e+02 
 4.82134619e+06  2.55469488e+01  1.20741987e+02 
 4.93252513e+06  2.54001888e+01  1.20166938e+02 
 5.04626783e+06  2.52517159e+01  1.19598189e+02 
 5.16263340e+06  2.51015686e+01  1.19035887e+02 
 5.28168234e+06  2.49497859e+01  1.18480164e+02 
 5.40347650e+06  2.47964070e+01  1.17931144e+02 
 5.52807921e+06  2.46414714e+01  1.17388938e+02 
 5.65555523e+06  2.44850188e+01  1.16853644e+02 
 5.78597080e+06  2.43270886e+01  1.16325352e+02 
 5.91939372e+06  2.41677205e+01  1.15804140e+02 
 6.05589334e+06  2.40069539e+01  1.15290075e+02 
 6.19554061e+06  2.38448279e+01  1.14783213e+02 
 6.33840810e+06  2.36813815e+01  1.14283602e+02 
 6.48457008e+06  2.35166534e+01  1.13791280e+02 
 6.63410251e+06  2.33506818e+01  1.13306274e+02 
 6.78708313e+06  2.31835043e+01  1.12828604e+02 
 6.94359143e+06  2.30151583e+01  1.12358280e+02 
 7.10370877e+06  2.28456805e+01  1.11895306e+02 
 7.26751838e+06  2.26751071e+01  1.11439675e+02 
 7.43510539e+06  2.25034735e+01  1.10991375e+02 
 7.60655691e+06  2.23308146e+01  1.10550387e+02 
 7.78196206e+06  2.21571647e+01  1.10116683e+02 
 7.96141200e+06  2.19825572e+01  1.09690231e+02 
 8.14500001e+06  2.18070249e+01  1.09270992e+02 
 8.33282151e+06  2.16305999e+01  1.08858922e+02 
 8.52497412e+06  2.14533133e+01  1.08453971e+02 
 8.72155772e+06  2.12751958e+01  1.08056084e+02 
 8.92267449e+06  2.10962770e+01  1.07665202e+02 
 9.12842895e+06  2.09165860e+01  1.07281262e+02 
 9.33892805e+06  2.07361508e+01  1.06904197e+02 
 9.55428121e+06  2.05549989e+01  1.06533935e+02 
 9.77460036e+06  2.03731569e+01  1.06170402e+02 
 1.00000000e+07  2.01906507e+01  1.05813520e+02 
 1.02305973e+07  2.00075053e+01  1.05463211e+02 
 1.04665121e+07  1.98237450e+01  1.05119390e+02 
 1.07078670e+07  1.96393935e+01  1.04781974e+02 
 1.09547876e+07  1.94544734e+01  1.04450875e+02 
 1.12074020e+07  1.92690068e+01  1.04126005e+02 
 1.14658417e+07  1.90830152e+01  1.03807272e+02 
 1.17302409e+07  1.88965191e+01  1.03494586e+02 
 1.20007371e+07  1.87095385e+01  1.03187854e+02 
 1.22774708e+07  1.85220927e+01  1.02886982e+02 
 1.25605860e+07  1.83342002e+01  1.02591875e+02 
 1.28502297e+07  1.81458789e+01  1.02302438e+02 
 1.31465525e+07  1.79571463e+01  1.02018574e+02 
 1.34497085e+07  1.77680189e+01  1.01740189e+02 
 1.37598551e+07  1.75785128e+01  1.01467184e+02 
 1.40771537e+07  1.73886436e+01  1.01199464e+02 
 1.44017690e+07  1.71984261e+01  1.00936932e+02 
 1.47338699e+07  1.70078747e+01  1.00679492e+02 
 1.50736290e+07  1.68170032e+01  1.00427046e+02 
 1.54212228e+07  1.66258250e+01  1.00179500e+02 
 1.57768320e+07  1.64343527e+01  9.99367575e+01 
 1.61406415e+07  1.62425987e+01  9.96987231e+01 
 1.65128404e+07  1.60505749e+01  9.94653024e+01 
 1.68936220e+07  1.58582925e+01  9.92364013e+01 
 1.72831844e+07  1.56657625e+01  9.90119264e+01 
 1.76817299e+07  1.54729954e+01  9.87917851e+01 
 1.80894658e+07  1.52800013e+01  9.85758853e+01 
 1.85066040e+07  1.50867898e+01  9.83641359e+01 
 1.89333613e+07  1.48933702e+01  9.81564466e+01 
 1.93699595e+07  1.46997514e+01  9.79527279e+01 
 1.98166255e+07  1.45059420e+01  9.77528913e+01 
 2.02735916e+07  1.43119502e+01  9.75568491e+01 
 2.07410951e+07  1.41177838e+01  9.73645146e+01 
 2.12193792e+07  1.39234505e+01  9.71758021e+01 
 2.17086923e+07  1.37289574e+01  9.69906268e+01 
 2.22092889e+07  1.35343115e+01  9.68089049e+01 
 2.27214291e+07  1.33395195e+01  9.66305537e+01 
 2.32453791e+07  1.31445878e+01  9.64554914e+01 
 2.37814113e+07  1.29495225e+01  9.62836373e+01 
 2.43298042e+07  1.27543294e+01  9.61149115e+01 
 2.48908429e+07  1.25590143e+01  9.59492354e+01 
 2.54648190e+07  1.23635824e+01  9.57865312e+01 
 2.60520309e+07  1.21680390e+01  9.56267222e+01 
 2.66527837e+07  1.19723891e+01  9.54697328e+01 
 2.72673897e+07  1.17766374e+01  9.53154881e+01 
 2.78961683e+07  1.15807884e+01  9.51639144e+01 
 2.85394464e+07  1.13848465e+01  9.50149389e+01 
 2.91975583e+07  1.11888160e+01  9.48684900e+01 
 2.98708461e+07  1.09927008e+01  9.47244965e+01 
 3.05596598e+07  1.07965047e+01  9.45828888e+01 
 3.12643573e+07  1.06002316e+01  9.44435977e+01 
 3.19853049e+07  1.04038848e+01  9.43065552e+01 
 3.27228774e+07  1.02074679e+01  9.41716941e+01 
 3.34774581e+07  1.00109841e+01  9.40389481e+01 
 3.42494392e+07  9.81443640e+00  9.39082516e+01 
 3.50392221e+07  9.61782793e+00  9.37795400e+01 
 3.58472171e+07  9.42116152e+00  9.36527496e+01 
 3.66738442e+07  9.22443994e+00  9.35278173e+01 
 3.75195331e+07  9.02766583e+00  9.34046809e+01 
 3.83847234e+07  8.83084175e+00  9.32832790e+01 
 3.92698648e+07  8.63397014e+00  9.31635507e+01 
 4.01754173e+07  8.43705335e+00  9.30454360e+01 
 4.11018515e+07  8.24009363e+00  9.29288758e+01 
 4.20496491e+07  8.04309317e+00  9.28138112e+01 
 4.30193027e+07  7.84605406e+00  9.27001844e+01 
 4.40113162e+07  7.64897830e+00  9.25879379e+01 
 4.50262052e+07  7.45186783e+00  9.24770151e+01 
 4.60644974e+07  7.25472453e+00  9.23673598e+01 
 4.71267322e+07  7.05755020e+00  9.22589164e+01 
 4.82134619e+07  6.86034658e+00  9.21516299e+01 
 4.93252513e+07  6.66311534e+00  9.20454457e+01 
 5.04626783e+07  6.46585812e+00  9.19403098e+01 
 5.16263340e+07  6.26857648e+00  9.18361687e+01 
 5.28168234e+07  6.07127195e+00  9.17329694e+01 
 5.40347650e+07  5.87394600e+00  9.16306590e+01 
 5.52807921e+07  5.67660006e+00  9.15291854e+01 
 5.65555523e+07  5.47923553e+00  9.14284968e+01 
 5.78597080e+07  5.28185375e+00  9.13285415e+01 
 5.91939372e+07  5.08445606e+00  9.12292685e+01 
 6.05589334e+07  4.88704372e+00  9.11306269e+01 
 6.19554061e+07  4.68961800e+00  9.10325661e+01 
 6.33840810e+07  4.49218013e+00  9.09350359e+01 
 6.48457008e+07  4.29473131e+00  9.08379862e+01 
 6.63410251e+07  4.09727272e+00  9.07413672e+01 
 6.78708313e+07  3.89980552e+00  9.06451293e+01 
 6.94359143e+07  3.70233086e+00  9.05492231e+01 
 7.10370877e+07  3.50484987e+00  9.04535992e+01 
 7.26751838e+07  3.30736365e+00  9.03582086e+01 
 7.43510539e+07  3.10987332e+00  9.02630021e+01 
 7.60655691e+07  2.91237998e+00  9.01679309e+01 
 7.78196206e+07  2.71488470e+00  9.00729461e+01 
 7.96141200e+07  2.51738858e+00  8.99779987e+01 
 8.14500001e+07  2.31989271e+00  8.98830401e+01 
 8.33282151e+07  2.12239816e+00  8.97880213e+01 
 8.52497412e+07  1.92490603e+00  8.96928935e+01 
 8.72155772e+07  1.72741741e+00  8.95976077e+01 
 8.92267449e+07  1.52993340e+00  8.95021151e+01 
 9.12842895e+07  1.33245510e+00  8.94063664e+01 
 9.33892805e+07  1.13498364e+00  8.93103125e+01 
 9.55428121e+07  9.37520162e-01  8.92139041e+01 
 9.77460036e+07  7.40065805e-01  8.91170916e+01 
 1.00000000e+08  5.42621743e-01  8.90198253e+01 
 1.02305973e+08  3.45189167e-01  8.89220553e+01 
 1.04665121e+08  1.47769293e-01  8.88237315e+01 
 1.07078670e+08 -4.96366405e-02  8.87248035e+01 
 1.09547876e+08 -2.47027364e-01  8.86252205e+01 
 1.12074020e+08 -4.44401577e-01  8.85249316e+01 
 1.14658417e+08 -6.41757946e-01  8.84238854e+01 
 1.17302409e+08 -8.39095102e-01  8.83220303e+01 
 1.20007371e+08 -1.03641163e+00  8.82193143e+01 
 1.22774708e+08 -1.23370609e+00  8.81156848e+01 
 1.25605860e+08 -1.43097698e+00  8.80110891e+01 
 1.28502297e+08 -1.62822276e+00  8.79054739e+01 
 1.31465525e+08 -1.82544183e+00  8.77987853e+01 
 1.34497085e+08 -2.02263253e+00  8.76909691e+01 
 1.37598551e+08 -2.21979318e+00  8.75819706e+01 
 1.40771537e+08 -2.41692199e+00  8.74717345e+01 
 1.44017690e+08 -2.61401714e+00  8.73602049e+01 
 1.47338699e+08 -2.81107673e+00  8.72473255e+01 
 1.50736290e+08 -3.00809877e+00  8.71330391e+01 
 1.54212228e+08 -3.20508124e+00  8.70172881e+01 
 1.57768320e+08 -3.40202199e+00  8.69000144e+01 
 1.61406415e+08 -3.59891883e+00  8.67811588e+01 
 1.65128404e+08 -3.79576944e+00  8.66606618e+01 
 1.68936220e+08 -3.99257143e+00  8.65384630e+01 
 1.72831844e+08 -4.18932232e+00  8.64145014e+01 
 1.76817299e+08 -4.38601951e+00  8.62887151e+01 
 1.80894658e+08 -4.58266031e+00  8.61610415e+01 
 1.85066040e+08 -4.77924190e+00  8.60314172e+01 
 1.89333613e+08 -4.97576135e+00  8.58997781e+01 
 1.93699595e+08 -5.17221561e+00  8.57660591e+01 
 1.98166255e+08 -5.36860149e+00  8.56301944e+01 
 2.02735916e+08 -5.56491568e+00  8.54921172e+01 
 2.07410951e+08 -5.76115472e+00  8.53517599e+01 
 2.12193792e+08 -5.95731500e+00  8.52090539e+01 
 2.17086923e+08 -6.15339276e+00  8.50639300e+01 
 2.22092889e+08 -6.34938407e+00  8.49163176e+01 
 2.27214291e+08 -6.54528485e+00  8.47661456e+01 
 2.32453791e+08 -6.74109081e+00  8.46133416e+01 
 2.37814113e+08 -6.93679751e+00  8.44578324e+01 
 2.43298042e+08 -7.13240030e+00  8.42995438e+01 
 2.48908429e+08 -7.32789433e+00  8.41384006e+01 
 2.54648190e+08 -7.52327454e+00  8.39743267e+01 
 2.60520309e+08 -7.71853567e+00  8.38072447e+01 
 2.66527837e+08 -7.91367221e+00  8.36370766e+01 
 2.72673897e+08 -8.10867841e+00  8.34637431e+01 
 2.78961683e+08 -8.30354830e+00  8.32871640e+01 
 2.85394464e+08 -8.49827562e+00  8.31072581e+01 
 2.91975583e+08 -8.69285386e+00  8.29239430e+01 
 2.98708461e+08 -8.88727624e+00  8.27371356e+01 
 3.05596598e+08 -9.08153567e+00  8.25467515e+01 
