 v-sweep         v(vin)          v(vout)        
 4.79000000e-01  4.79000000e-01  1.47072813e+00 
 4.80000000e-01  4.80000000e-01  1.47046193e+00 
 4.81000000e-01  4.81000000e-01  1.47019389e+00 
 4.82000000e-01  4.82000000e-01  1.46992399e+00 
 4.83000000e-01  4.83000000e-01  1.46965223e+00 
 4.84000000e-01  4.84000000e-01  1.46937859e+00 
 4.85000000e-01  4.85000000e-01  1.46910307e+00 
 4.86000000e-01  4.86000000e-01  1.46882564e+00 
 4.87000000e-01  4.87000000e-01  1.46854631e+00 
 4.88000000e-01  4.88000000e-01  1.46826505e+00 
 4.89000000e-01  4.89000000e-01  1.46798185e+00 
 4.90000000e-01  4.90000000e-01  1.46769671e+00 
 4.91000000e-01  4.91000000e-01  1.46740960e+00 
 4.92000000e-01  4.92000000e-01  1.46712053e+00 
 4.93000000e-01  4.93000000e-01  1.46682947e+00 
 4.94000000e-01  4.94000000e-01  1.46653640e+00 
 4.95000000e-01  4.95000000e-01  1.46624133e+00 
 4.96000000e-01  4.96000000e-01  1.46594424e+00 
 4.97000000e-01  4.97000000e-01  1.46564510e+00 
 4.98000000e-01  4.98000000e-01  1.46534392e+00 
 4.99000000e-01  4.99000000e-01  1.46504067e+00 
 5.00000000e-01  5.00000000e-01  1.46473535e+00 
 5.01000000e-01  5.01000000e-01  1.46442793e+00 
 5.02000000e-01  5.02000000e-01  1.46411840e+00 
 5.03000000e-01  5.03000000e-01  1.46380676e+00 
 5.04000000e-01  5.04000000e-01  1.46349298e+00 
 5.05000000e-01  5.05000000e-01  1.46317706e+00 
 5.06000000e-01  5.06000000e-01  1.46285897e+00 
 5.07000000e-01  5.07000000e-01  1.46253871e+00 
 5.08000000e-01  5.08000000e-01  1.46221625e+00 
 5.09000000e-01  5.09000000e-01  1.46189159e+00 
 5.10000000e-01  5.10000000e-01  1.46156470e+00 
 5.11000000e-01  5.11000000e-01  1.46123557e+00 
 5.12000000e-01  5.12000000e-01  1.46090420e+00 
 5.13000000e-01  5.13000000e-01  1.46057055e+00 
 5.14000000e-01  5.14000000e-01  1.46023462e+00 
 5.15000000e-01  5.15000000e-01  1.45989638e+00 
 5.16000000e-01  5.16000000e-01  1.45955583e+00 
 5.17000000e-01  5.17000000e-01  1.45921295e+00 
 5.18000000e-01  5.18000000e-01  1.45886771e+00 
 5.19000000e-01  5.19000000e-01  1.45852011e+00 
 5.20000000e-01  5.20000000e-01  1.45817012e+00 
 5.21000000e-01  5.21000000e-01  1.45781774e+00 
 5.22000000e-01  5.22000000e-01  1.45746293e+00 
 5.23000000e-01  5.23000000e-01  1.45710568e+00 
 5.24000000e-01  5.24000000e-01  1.45674599e+00 
 5.25000000e-01  5.25000000e-01  1.45638381e+00 
 5.26000000e-01  5.26000000e-01  1.45601915e+00 
 5.27000000e-01  5.27000000e-01  1.45565198e+00 
 5.28000000e-01  5.28000000e-01  1.45528228e+00 
 5.29000000e-01  5.29000000e-01  1.45491003e+00 
 5.30000000e-01  5.30000000e-01  1.45453521e+00 
 5.31000000e-01  5.31000000e-01  1.45415781e+00 
 5.32000000e-01  5.32000000e-01  1.45377780e+00 
 5.33000000e-01  5.33000000e-01  1.45339516e+00 
 5.34000000e-01  5.34000000e-01  1.45300988e+00 
 5.35000000e-01  5.35000000e-01  1.45262193e+00 
 5.36000000e-01  5.36000000e-01  1.45223130e+00 
 5.37000000e-01  5.37000000e-01  1.45183795e+00 
 5.38000000e-01  5.38000000e-01  1.45144187e+00 
 5.39000000e-01  5.39000000e-01  1.45104304e+00 
 5.40000000e-01  5.40000000e-01  1.45064144e+00 
 5.41000000e-01  5.41000000e-01  1.45023704e+00 
 5.42000000e-01  5.42000000e-01  1.44982983e+00 
 5.43000000e-01  5.43000000e-01  1.44941977e+00 
 5.44000000e-01  5.44000000e-01  1.44900684e+00 
 5.45000000e-01  5.45000000e-01  1.44859103e+00 
 5.46000000e-01  5.46000000e-01  1.44817231e+00 
 5.47000000e-01  5.47000000e-01  1.44775065e+00 
 5.48000000e-01  5.48000000e-01  1.44732602e+00 
 5.49000000e-01  5.49000000e-01  1.44689842e+00 
 5.50000000e-01  5.50000000e-01  1.44646780e+00 
 5.51000000e-01  5.51000000e-01  1.44603414e+00 
 5.52000000e-01  5.52000000e-01  1.44559743e+00 
 5.53000000e-01  5.53000000e-01  1.44515762e+00 
 5.54000000e-01  5.54000000e-01  1.44471470e+00 
 5.55000000e-01  5.55000000e-01  1.44426864e+00 
 5.56000000e-01  5.56000000e-01  1.44381941e+00 
 5.57000000e-01  5.57000000e-01  1.44336698e+00 
 5.58000000e-01  5.58000000e-01  1.44291133e+00 
 5.59000000e-01  5.59000000e-01  1.44245242e+00 
 5.60000000e-01  5.60000000e-01  1.44199023e+00 
 5.61000000e-01  5.61000000e-01  1.44152473e+00 
 5.62000000e-01  5.62000000e-01  1.44105588e+00 
 5.63000000e-01  5.63000000e-01  1.44058366e+00 
 5.64000000e-01  5.64000000e-01  1.44010803e+00 
 5.65000000e-01  5.65000000e-01  1.43962897e+00 
 5.66000000e-01  5.66000000e-01  1.43914645e+00 
 5.67000000e-01  5.67000000e-01  1.43866042e+00 
 5.68000000e-01  5.68000000e-01  1.43817086e+00 
 5.69000000e-01  5.69000000e-01  1.43767773e+00 
 5.70000000e-01  5.70000000e-01  1.43718101e+00 
 5.71000000e-01  5.71000000e-01  1.43668065e+00 
 5.72000000e-01  5.72000000e-01  1.43617662e+00 
 5.73000000e-01  5.73000000e-01  1.43566889e+00 
 5.74000000e-01  5.74000000e-01  1.43515741e+00 
 5.75000000e-01  5.75000000e-01  1.43464216e+00 
 5.76000000e-01  5.76000000e-01  1.43412309e+00 
 5.77000000e-01  5.77000000e-01  1.43360017e+00 
 5.78000000e-01  5.78000000e-01  1.43307335e+00 
 5.79000000e-01  5.79000000e-01  1.43254261e+00 
 5.80000000e-01  5.80000000e-01  1.43200789e+00 
 5.81000000e-01  5.81000000e-01  1.43146916e+00 
 5.82000000e-01  5.82000000e-01  1.43092638e+00 
 5.83000000e-01  5.83000000e-01  1.43037951e+00 
 5.84000000e-01  5.84000000e-01  1.42982849e+00 
 5.85000000e-01  5.85000000e-01  1.42927330e+00 
 5.86000000e-01  5.86000000e-01  1.42871387e+00 
 5.87000000e-01  5.87000000e-01  1.42815018e+00 
 5.88000000e-01  5.88000000e-01  1.42758217e+00 
 5.89000000e-01  5.89000000e-01  1.42700980e+00 
 5.90000000e-01  5.90000000e-01  1.42643302e+00 
 5.91000000e-01  5.91000000e-01  1.42585177e+00 
 5.92000000e-01  5.92000000e-01  1.42526602e+00 
 5.93000000e-01  5.93000000e-01  1.42467571e+00 
 5.94000000e-01  5.94000000e-01  1.42408079e+00 
 5.95000000e-01  5.95000000e-01  1.42348121e+00 
 5.96000000e-01  5.96000000e-01  1.42287691e+00 
 5.97000000e-01  5.97000000e-01  1.42226784e+00 
 5.98000000e-01  5.98000000e-01  1.42165395e+00 
 5.99000000e-01  5.99000000e-01  1.42103517e+00 
 6.00000000e-01  6.00000000e-01  1.42041146e+00 
 6.01000000e-01  6.01000000e-01  1.41978275e+00 
 6.02000000e-01  6.02000000e-01  1.41914898e+00 
 6.03000000e-01  6.03000000e-01  1.41851010e+00 
 6.04000000e-01  6.04000000e-01  1.41786603e+00 
 6.05000000e-01  6.05000000e-01  1.41721673e+00 
 6.06000000e-01  6.06000000e-01  1.41656211e+00 
 6.07000000e-01  6.07000000e-01  1.41590212e+00 
 6.08000000e-01  6.08000000e-01  1.41523669e+00 
 6.09000000e-01  6.09000000e-01  1.41456576e+00 
 6.10000000e-01  6.10000000e-01  1.41388924e+00 
 6.11000000e-01  6.11000000e-01  1.41320707e+00 
 6.12000000e-01  6.12000000e-01  1.41251917e+00 
 6.13000000e-01  6.13000000e-01  1.41182548e+00 
 6.14000000e-01  6.14000000e-01  1.41112591e+00 
 6.15000000e-01  6.15000000e-01  1.41042038e+00 
 6.16000000e-01  6.16000000e-01  1.40970882e+00 
 6.17000000e-01  6.17000000e-01  1.40899115e+00 
 6.18000000e-01  6.18000000e-01  1.40826727e+00 
 6.19000000e-01  6.19000000e-01  1.40753711e+00 
 6.20000000e-01  6.20000000e-01  1.40680058e+00 
 6.21000000e-01  6.21000000e-01  1.40605759e+00 
 6.22000000e-01  6.22000000e-01  1.40530804e+00 
 6.23000000e-01  6.23000000e-01  1.40455185e+00 
 6.24000000e-01  6.24000000e-01  1.40378891e+00 
 6.25000000e-01  6.25000000e-01  1.40301913e+00 
 6.26000000e-01  6.26000000e-01  1.40224241e+00 
 6.27000000e-01  6.27000000e-01  1.40145865e+00 
 6.28000000e-01  6.28000000e-01  1.40066773e+00 
 6.29000000e-01  6.29000000e-01  1.39986956e+00 
 6.30000000e-01  6.30000000e-01  1.39906401e+00 
 6.31000000e-01  6.31000000e-01  1.39825099e+00 
 6.32000000e-01  6.32000000e-01  1.39743036e+00 
 6.33000000e-01  6.33000000e-01  1.39660200e+00 
 6.34000000e-01  6.34000000e-01  1.39576581e+00 
 6.35000000e-01  6.35000000e-01  1.39492165e+00 
 6.36000000e-01  6.36000000e-01  1.39406938e+00 
 6.37000000e-01  6.37000000e-01  1.39320888e+00 
 6.38000000e-01  6.38000000e-01  1.39234001e+00 
 6.39000000e-01  6.39000000e-01  1.39146263e+00 
 6.40000000e-01  6.40000000e-01  1.39057659e+00 
 6.41000000e-01  6.41000000e-01  1.38968175e+00 
 6.42000000e-01  6.42000000e-01  1.38877795e+00 
 6.43000000e-01  6.43000000e-01  1.38786503e+00 
 6.44000000e-01  6.44000000e-01  1.38694284e+00 
 6.45000000e-01  6.45000000e-01  1.38601120e+00 
 6.46000000e-01  6.46000000e-01  1.38506994e+00 
 6.47000000e-01  6.47000000e-01  1.38411889e+00 
 6.48000000e-01  6.48000000e-01  1.38315786e+00 
 6.49000000e-01  6.49000000e-01  1.38218666e+00 
 6.50000000e-01  6.50000000e-01  1.38120511e+00 
 6.51000000e-01  6.51000000e-01  1.38021299e+00 
 6.52000000e-01  6.52000000e-01  1.37921010e+00 
 6.53000000e-01  6.53000000e-01  1.37819622e+00 
 6.54000000e-01  6.54000000e-01  1.37717114e+00 
 6.55000000e-01  6.55000000e-01  1.37613463e+00 
 6.56000000e-01  6.56000000e-01  1.37508645e+00 
 6.57000000e-01  6.57000000e-01  1.37402635e+00 
 6.58000000e-01  6.58000000e-01  1.37295408e+00 
 6.59000000e-01  6.59000000e-01  1.37186939e+00 
 6.60000000e-01  6.60000000e-01  1.37077198e+00 
 6.61000000e-01  6.61000000e-01  1.36966160e+00 
 6.62000000e-01  6.62000000e-01  1.36853793e+00 
 6.63000000e-01  6.63000000e-01  1.36740068e+00 
 6.64000000e-01  6.64000000e-01  1.36624954e+00 
 6.65000000e-01  6.65000000e-01  1.36508416e+00 
 6.66000000e-01  6.66000000e-01  1.36390423e+00 
 6.67000000e-01  6.67000000e-01  1.36270937e+00 
 6.68000000e-01  6.68000000e-01  1.36149923e+00 
 6.69000000e-01  6.69000000e-01  1.36027341e+00 
 6.70000000e-01  6.70000000e-01  1.35903152e+00 
 6.71000000e-01  6.71000000e-01  1.35777314e+00 
 6.72000000e-01  6.72000000e-01  1.35649784e+00 
 6.73000000e-01  6.73000000e-01  1.35520515e+00 
 6.74000000e-01  6.74000000e-01  1.35389461e+00 
 6.75000000e-01  6.75000000e-01  1.35256571e+00 
 6.76000000e-01  6.76000000e-01  1.35121794e+00 
 6.77000000e-01  6.77000000e-01  1.34985075e+00 
 6.78000000e-01  6.78000000e-01  1.34846357e+00 
 6.79000000e-01  6.79000000e-01  1.34705580e+00 
 6.80000000e-01  6.80000000e-01  1.34562681e+00 
 6.81000000e-01  6.81000000e-01  1.34417593e+00 
 6.82000000e-01  6.82000000e-01  1.34270247e+00 
 6.83000000e-01  6.83000000e-01  1.34120570e+00 
 6.84000000e-01  6.84000000e-01  1.33968484e+00 
 6.85000000e-01  6.85000000e-01  1.33813907e+00 
 6.86000000e-01  6.86000000e-01  1.33656753e+00 
 6.87000000e-01  6.87000000e-01  1.33496931e+00 
 6.88000000e-01  6.88000000e-01  1.33334343e+00 
 6.89000000e-01  6.89000000e-01  1.33168888e+00 
 6.90000000e-01  6.90000000e-01  1.33000456e+00 
 6.91000000e-01  6.91000000e-01  1.32828932e+00 
 6.92000000e-01  6.92000000e-01  1.32654191e+00 
 6.93000000e-01  6.93000000e-01  1.32476102e+00 
 6.94000000e-01  6.94000000e-01  1.32294526e+00 
 6.95000000e-01  6.95000000e-01  1.32109311e+00 
 6.96000000e-01  6.96000000e-01  1.31920296e+00 
 6.97000000e-01  6.97000000e-01  1.31727309e+00 
 6.98000000e-01  6.98000000e-01  1.31530164e+00 
 6.99000000e-01  6.99000000e-01  1.31328661e+00 
 7.00000000e-01  7.00000000e-01  1.31122583e+00 
 7.01000000e-01  7.01000000e-01  1.30911697e+00 
 7.02000000e-01  7.02000000e-01  1.30695749e+00 
 7.03000000e-01  7.03000000e-01  1.30474465e+00 
 7.04000000e-01  7.04000000e-01  1.30247545e+00 
 7.05000000e-01  7.05000000e-01  1.30014660e+00 
 7.06000000e-01  7.06000000e-01  1.29775454e+00 
 7.07000000e-01  7.07000000e-01  1.29529532e+00 
 7.08000000e-01  7.08000000e-01  1.29276462e+00 
 7.09000000e-01  7.09000000e-01  1.29015765e+00 
 7.10000000e-01  7.10000000e-01  1.28746910e+00 
 7.11000000e-01  7.11000000e-01  1.28469309e+00 
 7.12000000e-01  7.12000000e-01  1.28182301e+00 
 7.13000000e-01  7.13000000e-01  1.27885149e+00 
 7.14000000e-01  7.14000000e-01  1.27577021e+00 
 7.15000000e-01  7.15000000e-01  1.27256976e+00 
 7.16000000e-01  7.16000000e-01  1.26923947e+00 
 7.17000000e-01  7.17000000e-01  1.26576709e+00 
 7.18000000e-01  7.18000000e-01  1.26213860e+00 
 7.19000000e-01  7.19000000e-01  1.25833774e+00 
 7.20000000e-01  7.20000000e-01  1.25434561e+00 
 7.21000000e-01  7.21000000e-01  1.25014004e+00 
 7.22000000e-01  7.22000000e-01  1.24569484e+00 
 7.23000000e-01  7.23000000e-01  1.24097878e+00 
 7.24000000e-01  7.24000000e-01  1.23595433e+00 
 7.25000000e-01  7.25000000e-01  1.23057591e+00 
 7.26000000e-01  7.26000000e-01  1.22478760e+00 
 7.27000000e-01  7.27000000e-01  1.21851998e+00 
 7.28000000e-01  7.28000000e-01  1.21168585e+00 
 7.29000000e-01  7.29000000e-01  1.20417429e+00 
 7.30000000e-01  7.30000000e-01  1.19584235e+00 
 7.31000000e-01  7.31000000e-01  1.18650359e+00 
 7.32000000e-01  7.32000000e-01  1.17591209e+00 
 7.33000000e-01  7.33000000e-01  1.16374136e+00 
 7.34000000e-01  7.34000000e-01  1.14829085e+00 
 7.35000000e-01  7.35000000e-01  1.13115921e+00 
 7.36000000e-01  7.36000000e-01  1.11067508e+00 
 7.37000000e-01  7.37000000e-01  1.08610293e+00 
 7.38000000e-01  7.38000000e-01  1.05684971e+00 
 7.39000000e-01  7.39000000e-01  1.02270356e+00 
 7.40000000e-01  7.40000000e-01  9.83982120e-01 
 7.41000000e-01  7.41000000e-01  9.41466589e-01 
 7.42000000e-01  7.42000000e-01  8.96184056e-01 
 7.43000000e-01  7.43000000e-01  8.49876615e-01 
 7.44000000e-01  7.44000000e-01  8.01692039e-01 
 7.45000000e-01  7.45000000e-01  7.53636000e-01 
 7.46000000e-01  7.46000000e-01  7.06424453e-01 
 7.47000000e-01  7.47000000e-01  6.61366307e-01 
 7.48000000e-01  7.48000000e-01  6.17682541e-01 
 7.49000000e-01  7.49000000e-01  5.76342911e-01 
 7.50000000e-01  7.50000000e-01  5.37840454e-01 
 7.51000000e-01  7.51000000e-01  5.02687010e-01 
 7.52000000e-01  7.52000000e-01  4.71355075e-01 
 7.53000000e-01  7.53000000e-01  4.44128019e-01 
 7.54000000e-01  7.54000000e-01  4.20944457e-01 
 7.55000000e-01  7.55000000e-01  4.01393631e-01 
 7.56000000e-01  7.56000000e-01  3.84876343e-01 
 7.57000000e-01  7.57000000e-01  3.70785046e-01 
 7.58000000e-01  7.58000000e-01  3.58601006e-01 
 7.59000000e-01  7.59000000e-01  3.47916151e-01 
 7.60000000e-01  7.60000000e-01  3.38420234e-01 
 7.61000000e-01  7.61000000e-01  3.29879513e-01 
 7.62000000e-01  7.62000000e-01  3.22117240e-01 
 7.63000000e-01  7.63000000e-01  3.14696748e-01 
 7.64000000e-01  7.64000000e-01  3.08185338e-01 
 7.65000000e-01  7.65000000e-01  3.02094398e-01 
 7.66000000e-01  7.66000000e-01  2.96391167e-01 
 7.67000000e-01  7.67000000e-01  2.91022837e-01 
 7.68000000e-01  7.68000000e-01  2.85948033e-01 
 7.69000000e-01  7.69000000e-01  2.81132495e-01 
 7.70000000e-01  7.70000000e-01  2.76547665e-01 
 7.71000000e-01  7.71000000e-01  2.72169505e-01 
 7.72000000e-01  7.72000000e-01  2.67977612e-01 
 7.73000000e-01  7.73000000e-01  2.63954535e-01 
 7.74000000e-01  7.74000000e-01  2.60085231e-01 
 7.75000000e-01  7.75000000e-01  2.56356653e-01 
 7.76000000e-01  7.76000000e-01  2.52757413e-01 
 7.77000000e-01  7.77000000e-01  2.49334250e-01 
 7.78000000e-01  7.78000000e-01  2.45906671e-01 
 7.79000000e-01  7.79000000e-01  2.42641449e-01 
 7.80000000e-01  7.80000000e-01  2.39470413e-01 
 7.81000000e-01  7.81000000e-01  2.36388876e-01 
 7.82000000e-01  7.82000000e-01  2.33391187e-01 
 7.83000000e-01  7.83000000e-01  2.30472285e-01 
 7.84000000e-01  7.84000000e-01  2.27627585e-01 
 7.85000000e-01  7.85000000e-01  2.24852924e-01 
 7.86000000e-01  7.86000000e-01  2.22144507e-01 
 7.87000000e-01  7.87000000e-01  2.19498865e-01 
 7.88000000e-01  7.88000000e-01  2.16941660e-01 
 7.89000000e-01  7.89000000e-01  2.14382975e-01 
 7.90000000e-01  7.90000000e-01  2.11934228e-01 
 7.91000000e-01  7.91000000e-01  2.09483752e-01 
 7.92000000e-01  7.92000000e-01  2.07109448e-01 
 7.93000000e-01  7.93000000e-01  2.04781787e-01 
 7.94000000e-01  7.94000000e-01  2.02499201e-01 
 7.95000000e-01  7.95000000e-01  2.00259833e-01 
 7.96000000e-01  7.96000000e-01  1.98061958e-01 
 7.97000000e-01  7.97000000e-01  1.95903960e-01 
 7.98000000e-01  7.98000000e-01  1.93784329e-01 
 7.99000000e-01  7.99000000e-01  1.91701645e-01 
 8.00000000e-01  8.00000000e-01  1.89654578e-01 
 8.01000000e-01  8.01000000e-01  1.87641873e-01 
 8.02000000e-01  8.02000000e-01  1.85662350e-01 
 8.03000000e-01  8.03000000e-01  1.83714893e-01 
 8.04000000e-01  8.04000000e-01  1.81798451e-01 
 8.05000000e-01  8.05000000e-01  1.79912027e-01 
 8.06000000e-01  8.06000000e-01  1.78054678e-01 
 8.07000000e-01  8.07000000e-01  1.76225509e-01 
 8.08000000e-01  8.08000000e-01  1.74423672e-01 
 8.09000000e-01  8.09000000e-01  1.72648360e-01 
 8.10000000e-01  8.10000000e-01  1.70898806e-01 
 8.11000000e-01  8.11000000e-01  1.69174279e-01 
 8.12000000e-01  8.12000000e-01  1.67474082e-01 
 8.13000000e-01  8.13000000e-01  1.65797552e-01 
 8.14000000e-01  8.14000000e-01  1.64144054e-01 
 8.15000000e-01  8.15000000e-01  1.62512983e-01 
 8.16000000e-01  8.16000000e-01  1.60903757e-01 
 8.17000000e-01  8.17000000e-01  1.59315823e-01 
 8.18000000e-01  8.18000000e-01  1.57748650e-01 
 8.19000000e-01  8.19000000e-01  1.56201727e-01 
 8.20000000e-01  8.20000000e-01  1.54674566e-01 
 8.21000000e-01  8.21000000e-01  1.53166699e-01 
 8.22000000e-01  8.22000000e-01  1.51677673e-01 
 8.23000000e-01  8.23000000e-01  1.50207057e-01 
 8.24000000e-01  8.24000000e-01  1.48754434e-01 
 8.25000000e-01  8.25000000e-01  1.47319403e-01 
 8.26000000e-01  8.26000000e-01  1.45901577e-01 
 8.27000000e-01  8.27000000e-01  1.44500585e-01 
 8.28000000e-01  8.28000000e-01  1.43116069e-01 
 8.29000000e-01  8.29000000e-01  1.41747681e-01 
 8.30000000e-01  8.30000000e-01  1.40395090e-01 
 8.31000000e-01  8.31000000e-01  1.39057971e-01 
 8.32000000e-01  8.32000000e-01  1.37736015e-01 
 8.33000000e-01  8.33000000e-01  1.36428919e-01 
 8.34000000e-01  8.34000000e-01  1.35136394e-01 
 8.35000000e-01  8.35000000e-01  1.33858157e-01 
 8.36000000e-01  8.36000000e-01  1.32593936e-01 
 8.37000000e-01  8.37000000e-01  1.31343468e-01 
 8.38000000e-01  8.38000000e-01  1.30106497e-01 
 8.39000000e-01  8.39000000e-01  1.28882775e-01 
 8.40000000e-01  8.40000000e-01  1.27672063e-01 
 8.41000000e-01  8.41000000e-01  1.26474128e-01 
 8.42000000e-01  8.42000000e-01  1.25288744e-01 
 8.43000000e-01  8.43000000e-01  1.24115692e-01 
 8.44000000e-01  8.44000000e-01  1.22954760e-01 
 8.45000000e-01  8.45000000e-01  1.21805740e-01 
 8.46000000e-01  8.46000000e-01  1.20668432e-01 
 8.47000000e-01  8.47000000e-01  1.19542642e-01 
 8.48000000e-01  8.48000000e-01  1.18428179e-01 
 8.49000000e-01  8.49000000e-01  1.17324860e-01 
 8.50000000e-01  8.50000000e-01  1.16232504e-01 
 8.51000000e-01  8.51000000e-01  1.15150938e-01 
 8.52000000e-01  8.52000000e-01  1.14079992e-01 
 8.53000000e-01  8.53000000e-01  1.13019500e-01 
 8.54000000e-01  8.54000000e-01  1.11969302e-01 
 8.55000000e-01  8.55000000e-01  1.10929241e-01 
 8.56000000e-01  8.56000000e-01  1.09899163e-01 
 8.57000000e-01  8.57000000e-01  1.08878920e-01 
 8.58000000e-01  8.58000000e-01  1.07868367e-01 
 8.59000000e-01  8.59000000e-01  1.06867362e-01 
 8.60000000e-01  8.60000000e-01  1.05875767e-01 
 8.61000000e-01  8.61000000e-01  1.04893447e-01 
 8.62000000e-01  8.62000000e-01  1.03920271e-01 
 8.63000000e-01  8.63000000e-01  1.02956111e-01 
 8.64000000e-01  8.64000000e-01  1.02000840e-01 
 8.65000000e-01  8.65000000e-01  1.01054338e-01 
 8.66000000e-01  8.66000000e-01  1.00116484e-01 
 8.67000000e-01  8.67000000e-01  9.91871617e-02 
 8.68000000e-01  8.68000000e-01  9.82662569e-02 
 8.69000000e-01  8.69000000e-01  9.73536583e-02 
 8.70000000e-01  8.70000000e-01  9.64492568e-02 
 8.71000000e-01  8.71000000e-01  9.55529458e-02 
 8.72000000e-01  8.72000000e-01  9.46646211e-02 
 8.73000000e-01  8.73000000e-01  9.37841809e-02 
 8.74000000e-01  8.74000000e-01  9.29115254e-02 
 8.75000000e-01  8.75000000e-01  9.20465570e-02 
 8.76000000e-01  8.76000000e-01  9.11891802e-02 
 8.77000000e-01  8.77000000e-01  9.03393016e-02 
 8.78000000e-01  8.78000000e-01  8.94968297e-02 
 8.79000000e-01  8.79000000e-01  8.86616749e-02 
 8.80000000e-01  8.80000000e-01  8.78337494e-02 
 8.81000000e-01  8.81000000e-01  8.70129672e-02 
 8.82000000e-01  8.82000000e-01  8.61992442e-02 
 8.83000000e-01  8.83000000e-01  8.53924978e-02 
 8.84000000e-01  8.84000000e-01  8.45926471e-02 
 8.85000000e-01  8.85000000e-01  8.37996130e-02 
 8.86000000e-01  8.86000000e-01  8.30133176e-02 
 8.87000000e-01  8.87000000e-01  8.22336849e-02 
 8.88000000e-01  8.88000000e-01  8.14606401e-02 
 8.89000000e-01  8.89000000e-01  8.06941100e-02 
 8.90000000e-01  8.90000000e-01  7.99340226e-02 
 8.91000000e-01  8.91000000e-01  7.91803075e-02 
 8.92000000e-01  8.92000000e-01  7.84328955e-02 
 8.93000000e-01  8.93000000e-01  7.76917187e-02 
 8.94000000e-01  8.94000000e-01  7.69567105e-02 
 8.95000000e-01  8.95000000e-01  7.62278054e-02 
 8.96000000e-01  8.96000000e-01  7.55049393e-02 
 8.97000000e-01  8.97000000e-01  7.47880492e-02 
 8.98000000e-01  8.98000000e-01  7.40770730e-02 
 8.99000000e-01  8.99000000e-01  7.33719501e-02 
 9.00000000e-01  9.00000000e-01  7.26726206e-02 
 9.01000000e-01  9.01000000e-01  7.19790260e-02 
 9.02000000e-01  9.02000000e-01  7.12911085e-02 
 9.03000000e-01  9.03000000e-01  7.06088116e-02 
 9.04000000e-01  9.04000000e-01  6.99320795e-02 
 9.05000000e-01  9.05000000e-01  6.92608576e-02 
 9.06000000e-01  9.06000000e-01  6.85950921e-02 
 9.07000000e-01  9.07000000e-01  6.79347301e-02 
 9.08000000e-01  9.08000000e-01  6.72797197e-02 
 9.09000000e-01  9.09000000e-01  6.66300097e-02 
 9.10000000e-01  9.10000000e-01  6.59855499e-02 
 9.11000000e-01  9.11000000e-01  6.53462908e-02 
 9.12000000e-01  9.12000000e-01  6.47121837e-02 
 9.13000000e-01  9.13000000e-01  6.40831810e-02 
 9.14000000e-01  9.14000000e-01  6.34592354e-02 
 9.15000000e-01  9.15000000e-01  6.28403008e-02 
 9.16000000e-01  9.16000000e-01  6.22263314e-02 
 9.17000000e-01  9.17000000e-01  6.16172825e-02 
 9.18000000e-01  9.18000000e-01  6.10131098e-02 
 9.19000000e-01  9.19000000e-01  6.04137700e-02 
 9.20000000e-01  9.20000000e-01  5.98192203e-02 
 9.21000000e-01  9.21000000e-01  5.92294185e-02 
 9.22000000e-01  9.22000000e-01  5.86443231e-02 
 9.23000000e-01  9.23000000e-01  5.80638933e-02 
 9.24000000e-01  9.24000000e-01  5.74880888e-02 
 9.25000000e-01  9.25000000e-01  5.69168701e-02 
 9.26000000e-01  9.26000000e-01  5.63501980e-02 
 9.27000000e-01  9.27000000e-01  5.57880342e-02 
 9.28000000e-01  9.28000000e-01  5.52303407e-02 
 9.29000000e-01  9.29000000e-01  5.46770802e-02 
 9.30000000e-01  9.30000000e-01  5.41282159e-02 
 9.31000000e-01  9.31000000e-01  5.35837115e-02 
 9.32000000e-01  9.32000000e-01  5.30435312e-02 
 9.33000000e-01  9.33000000e-01  5.25076400e-02 
 9.34000000e-01  9.34000000e-01  5.19760029e-02 
 9.35000000e-01  9.35000000e-01  5.14485858e-02 
 9.36000000e-01  9.36000000e-01  5.09253549e-02 
 9.37000000e-01  9.37000000e-01  5.04062769e-02 
 9.38000000e-01  9.38000000e-01  4.98913190e-02 
 9.39000000e-01  9.39000000e-01  4.93804487e-02 
 9.40000000e-01  9.40000000e-01  4.88736342e-02 
 9.41000000e-01  9.41000000e-01  4.83708439e-02 
 9.42000000e-01  9.42000000e-01  4.78720468e-02 
 9.43000000e-01  9.43000000e-01  4.73772121e-02 
 9.44000000e-01  9.44000000e-01  4.68863096e-02 
 9.45000000e-01  9.45000000e-01  4.63993095e-02 
 9.46000000e-01  9.46000000e-01  4.59161823e-02 
 9.47000000e-01  9.47000000e-01  4.54368989e-02 
 9.48000000e-01  9.48000000e-01  4.49614305e-02 
 9.49000000e-01  9.49000000e-01  4.44897489e-02 
 9.50000000e-01  9.50000000e-01  4.40218261e-02 
 9.51000000e-01  9.51000000e-01  4.35576344e-02 
 9.52000000e-01  9.52000000e-01  4.30971467e-02 
 9.53000000e-01  9.53000000e-01  4.26403359e-02 
 9.54000000e-01  9.54000000e-01  4.21871754e-02 
 9.55000000e-01  9.55000000e-01  4.17376391e-02 
 9.56000000e-01  9.56000000e-01  4.12917010e-02 
 9.57000000e-01  9.57000000e-01  4.08493354e-02 
 9.58000000e-01  9.58000000e-01  4.04105170e-02 
 9.59000000e-01  9.59000000e-01  3.99752210e-02 
 9.60000000e-01  9.60000000e-01  3.95434224e-02 
