 v-sweep         v(vin)          v(vout)        
 9.61000000e-01  9.61000000e-01  3.91150970e-02 
 9.62000000e-01  9.62000000e-01  3.86902206e-02 
 9.63000000e-01  9.63000000e-01  3.82687694e-02 
 9.64000000e-01  9.64000000e-01  3.78507198e-02 
 9.65000000e-01  9.65000000e-01  3.74360486e-02 
 9.66000000e-01  9.66000000e-01  3.70247327e-02 
 9.67000000e-01  9.67000000e-01  3.66167494e-02 
 9.68000000e-01  9.68000000e-01  3.62120762e-02 
 9.69000000e-01  9.69000000e-01  3.58106909e-02 
 9.70000000e-01  9.70000000e-01  3.54125714e-02 
 9.71000000e-01  9.71000000e-01  3.50176961e-02 
 9.72000000e-01  9.72000000e-01  3.46260434e-02 
 9.73000000e-01  9.73000000e-01  3.42375920e-02 
 9.74000000e-01  9.74000000e-01  3.38523210e-02 
 9.75000000e-01  9.75000000e-01  3.34702095e-02 
 9.76000000e-01  9.76000000e-01  3.30912370e-02 
 9.77000000e-01  9.77000000e-01  3.27153831e-02 
 9.78000000e-01  9.78000000e-01  3.23426276e-02 
 9.79000000e-01  9.79000000e-01  3.19729507e-02 
 9.80000000e-01  9.80000000e-01  3.16063325e-02 
 9.81000000e-01  9.81000000e-01  3.12427537e-02 
 9.82000000e-01  9.82000000e-01  3.08821948e-02 
 9.83000000e-01  9.83000000e-01  3.05246367e-02 
 9.84000000e-01  9.84000000e-01  3.01700606e-02 
 9.85000000e-01  9.85000000e-01  2.98184477e-02 
 9.86000000e-01  9.86000000e-01  2.94697794e-02 
 9.87000000e-01  9.87000000e-01  2.91240374e-02 
 9.88000000e-01  9.88000000e-01  2.87812035e-02 
 9.89000000e-01  9.89000000e-01  2.84412597e-02 
 9.90000000e-01  9.90000000e-01  2.81041882e-02 
 9.91000000e-01  9.91000000e-01  2.77699714e-02 
 9.92000000e-01  9.92000000e-01  2.74385916e-02 
 9.93000000e-01  9.93000000e-01  2.71100317e-02 
 9.94000000e-01  9.94000000e-01  2.67842745e-02 
 9.95000000e-01  9.95000000e-01  2.64613029e-02 
 9.96000000e-01  9.96000000e-01  2.61411001e-02 
 9.97000000e-01  9.97000000e-01  2.58236495e-02 
 9.98000000e-01  9.98000000e-01  2.55089345e-02 
 9.99000000e-01  9.99000000e-01  2.51969387e-02 
 1.00000000e+00  1.00000000e+00  2.48876458e-02 
 1.00100000e+00  1.00100000e+00  2.45810399e-02 
 1.00200000e+00  1.00200000e+00  2.42771049e-02 
 1.00300000e+00  1.00300000e+00  2.39758250e-02 
 1.00400000e+00  1.00400000e+00  2.36771846e-02 
 1.00500000e+00  1.00500000e+00  2.33811681e-02 
 1.00600000e+00  1.00600000e+00  2.30877600e-02 
 1.00700000e+00  1.00700000e+00  2.27969452e-02 
 1.00800000e+00  1.00800000e+00  2.25087084e-02 
 1.00900000e+00  1.00900000e+00  2.22230346e-02 
 1.01000000e+00  1.01000000e+00  2.19399090e-02 
 1.01100000e+00  1.01100000e+00  2.16593167e-02 
 1.01200000e+00  1.01200000e+00  2.13812430e-02 
 1.01300000e+00  1.01300000e+00  2.11056735e-02 
 1.01400000e+00  1.01400000e+00  2.08325936e-02 
 1.01500000e+00  1.01500000e+00  2.05619891e-02 
 1.01600000e+00  1.01600000e+00  2.02938457e-02 
 1.01700000e+00  1.01700000e+00  2.00281493e-02 
 1.01800000e+00  1.01800000e+00  1.97648860e-02 
 1.01900000e+00  1.01900000e+00  1.95040417e-02 
 1.02000000e+00  1.02000000e+00  1.92456028e-02 
 1.02100000e+00  1.02100000e+00  1.89895555e-02 
 1.02200000e+00  1.02200000e+00  1.87358863e-02 
 1.02300000e+00  1.02300000e+00  1.84845816e-02 
 1.02400000e+00  1.02400000e+00  1.82356280e-02 
 1.02500000e+00  1.02500000e+00  1.79890122e-02 
 1.02600000e+00  1.02600000e+00  1.77447210e-02 
 1.02700000e+00  1.02700000e+00  1.75027413e-02 
 1.02800000e+00  1.02800000e+00  1.72630600e-02 
 1.02900000e+00  1.02900000e+00  1.70256641e-02 
 1.03000000e+00  1.03000000e+00  1.67905408e-02 
 1.03100000e+00  1.03100000e+00  1.65576773e-02 
 1.03200000e+00  1.03200000e+00  1.63270609e-02 
 1.03300000e+00  1.03300000e+00  1.60986789e-02 
 1.03400000e+00  1.03400000e+00  1.58725188e-02 
 1.03500000e+00  1.03500000e+00  1.56485681e-02 
 1.03600000e+00  1.03600000e+00  1.54268144e-02 
 1.03700000e+00  1.03700000e+00  1.52072453e-02 
 1.03800000e+00  1.03800000e+00  1.49898487e-02 
 1.03900000e+00  1.03900000e+00  1.47746123e-02 
 1.04000000e+00  1.04000000e+00  1.45615240e-02 
 1.04100000e+00  1.04100000e+00  1.43505718e-02 
 1.04200000e+00  1.04200000e+00  1.41417435e-02 
 1.04300000e+00  1.04300000e+00  1.39350275e-02 
 1.04400000e+00  1.04400000e+00  1.37304116e-02 
 1.04500000e+00  1.04500000e+00  1.35278842e-02 
 1.04600000e+00  1.04600000e+00  1.33274335e-02 
 1.04700000e+00  1.04700000e+00  1.31290479e-02 
 1.04800000e+00  1.04800000e+00  1.29327156e-02 
 1.04900000e+00  1.04900000e+00  1.27384251e-02 
 1.05000000e+00  1.05000000e+00  1.25461649e-02 
 1.05100000e+00  1.05100000e+00  1.23559236e-02 
 1.05200000e+00  1.05200000e+00  1.21676896e-02 
 1.05300000e+00  1.05300000e+00  1.19814517e-02 
 1.05400000e+00  1.05400000e+00  1.17971984e-02 
 1.05500000e+00  1.05500000e+00  1.16149186e-02 
 1.05600000e+00  1.05600000e+00  1.14346010e-02 
 1.05700000e+00  1.05700000e+00  1.12562343e-02 
 1.05800000e+00  1.05800000e+00  1.10798076e-02 
 1.05900000e+00  1.05900000e+00  1.09053095e-02 
 1.06000000e+00  1.06000000e+00  1.07327292e-02 
 1.06100000e+00  1.06100000e+00  1.05620555e-02 
 1.06200000e+00  1.06200000e+00  1.03932775e-02 
 1.06300000e+00  1.06300000e+00  1.02263842e-02 
 1.06400000e+00  1.06400000e+00  1.00613648e-02 
 1.06500000e+00  1.06500000e+00  9.89820817e-03 
 1.06600000e+00  1.06600000e+00  9.73690363e-03 
 1.06700000e+00  1.06700000e+00  9.57744033e-03 
 1.06800000e+00  1.06800000e+00  9.41980745e-03 
 1.06900000e+00  1.06900000e+00  9.26399423e-03 
 1.07000000e+00  1.07000000e+00  9.10998992e-03 
 1.07100000e+00  1.07100000e+00  8.95778382e-03 
 1.07200000e+00  1.07200000e+00  8.80736521e-03 
 1.07300000e+00  1.07300000e+00  8.65872344e-03 
 1.07400000e+00  1.07400000e+00  8.51184784e-03 
 1.07500000e+00  1.07500000e+00  8.36672779e-03 
 1.07600000e+00  1.07600000e+00  8.22335267e-03 
 1.07700000e+00  1.07700000e+00  8.08171188e-03 
 1.07800000e+00  1.07800000e+00  7.94179485e-03 
 1.07900000e+00  1.07900000e+00  7.80359100e-03 
 1.08000000e+00  1.08000000e+00  7.66708978e-03 
 1.08100000e+00  1.08100000e+00  7.53228065e-03 
 1.08200000e+00  1.08200000e+00  7.39915307e-03 
 1.08300000e+00  1.08300000e+00  7.26769652e-03 
 1.08400000e+00  1.08400000e+00  7.13790049e-03 
 1.08500000e+00  1.08500000e+00  7.00975446e-03 
 1.08600000e+00  1.08600000e+00  6.88324792e-03 
 1.08700000e+00  1.08700000e+00  6.75837038e-03 
 1.08800000e+00  1.08800000e+00  6.63511134e-03 
 1.08900000e+00  1.08900000e+00  6.51346030e-03 
 1.09000000e+00  1.09000000e+00  6.39340675e-03 
 1.09100000e+00  1.09100000e+00  6.27494020e-03 
 1.09200000e+00  1.09200000e+00  6.15805014e-03 
 1.09300000e+00  1.09300000e+00  6.04272607e-03 
 1.09400000e+00  1.09400000e+00  5.92895747e-03 
 1.09500000e+00  1.09500000e+00  5.81673382e-03 
 1.09600000e+00  1.09600000e+00  5.70604459e-03 
 1.09700000e+00  1.09700000e+00  5.59687924e-03 
 1.09800000e+00  1.09800000e+00  5.48922722e-03 
 1.09900000e+00  1.09900000e+00  5.38307797e-03 
 1.10000000e+00  1.10000000e+00  5.27842091e-03 
 1.10100000e+00  1.10100000e+00  5.17524545e-03 
 1.10200000e+00  1.10200000e+00  5.07354099e-03 
 1.10300000e+00  1.10300000e+00  4.97329690e-03 
 1.10400000e+00  1.10400000e+00  4.87450254e-03 
 1.10500000e+00  1.10500000e+00  4.77714724e-03 
 1.10600000e+00  1.10600000e+00  4.68122033e-03 
 1.10700000e+00  1.10700000e+00  4.58671110e-03 
 1.10800000e+00  1.10800000e+00  4.49360881e-03 
 1.10900000e+00  1.10900000e+00  4.40190273e-03 
 1.11000000e+00  1.11000000e+00  4.31158206e-03 
 1.11100000e+00  1.11100000e+00  4.22263600e-03 
 1.11200000e+00  1.11200000e+00  4.13505372e-03 
 1.11300000e+00  1.11300000e+00  4.04882436e-03 
 1.11400000e+00  1.11400000e+00  3.96393703e-03 
 1.11500000e+00  1.11500000e+00  3.88038080e-03 
 1.11600000e+00  1.11600000e+00  3.79814472e-03 
 1.11700000e+00  1.11700000e+00  3.71721780e-03 
 1.11800000e+00  1.11800000e+00  3.63758903e-03 
 1.11900000e+00  1.11900000e+00  3.55924735e-03 
 1.12000000e+00  1.12000000e+00  3.48218167e-03 
 1.12100000e+00  1.12100000e+00  3.40638086e-03 
 1.12200000e+00  1.12200000e+00  3.33183377e-03 
 1.12300000e+00  1.12300000e+00  3.25852920e-03 
 1.12400000e+00  1.12400000e+00  3.18645591e-03 
 1.12500000e+00  1.12500000e+00  3.11560263e-03 
 1.12600000e+00  1.12600000e+00  3.04595804e-03 
 1.12700000e+00  1.12700000e+00  2.97751081e-03 
 1.12800000e+00  1.12800000e+00  2.91024953e-03 
 1.12900000e+00  1.12900000e+00  2.84416278e-03 
 1.13000000e+00  1.13000000e+00  2.77923909e-03 
 1.13100000e+00  1.13100000e+00  2.71546696e-03 
 1.13200000e+00  1.13200000e+00  2.65283484e-03 
 1.13300000e+00  1.13300000e+00  2.59133115e-03 
 1.13400000e+00  1.13400000e+00  2.53094425e-03 
 1.13500000e+00  1.13500000e+00  2.47166250e-03 
 1.13600000e+00  1.13600000e+00  2.41347419e-03 
 1.13700000e+00  1.13700000e+00  2.35636758e-03 
 1.13800000e+00  1.13800000e+00  2.30033089e-03 
 1.13900000e+00  1.13900000e+00  2.24535233e-03 
 1.14000000e+00  1.14000000e+00  2.19142004e-03 
 1.14100000e+00  1.14100000e+00  2.13852215e-03 
 1.14200000e+00  1.14200000e+00  2.08664674e-03 
 1.14300000e+00  1.14300000e+00  2.03578187e-03 
 1.14400000e+00  1.14400000e+00  1.98591556e-03 
 1.14500000e+00  1.14500000e+00  1.93703582e-03 
 1.14600000e+00  1.14600000e+00  1.88913061e-03 
 1.14700000e+00  1.14700000e+00  1.84218787e-03 
 1.14800000e+00  1.14800000e+00  1.79619553e-03 
 1.14900000e+00  1.14900000e+00  1.75114149e-03 
 1.15000000e+00  1.15000000e+00  1.70701361e-03 
 1.15100000e+00  1.15100000e+00  1.66379977e-03 
 1.15200000e+00  1.15200000e+00  1.62148781e-03 
 1.15300000e+00  1.15300000e+00  1.58006556e-03 
 1.15400000e+00  1.15400000e+00  1.53952085e-03 
 1.15500000e+00  1.15500000e+00  1.49984149e-03 
 1.15600000e+00  1.15600000e+00  1.46101529e-03 
 1.15700000e+00  1.15700000e+00  1.42303006e-03 
 1.15800000e+00  1.15800000e+00  1.38587361e-03 
 1.15900000e+00  1.15900000e+00  1.34953376e-03 
 1.16000000e+00  1.16000000e+00  1.31399832e-03 
 1.16100000e+00  1.16100000e+00  1.27925513e-03 
 1.16200000e+00  1.16200000e+00  1.24529205e-03 
 1.16300000e+00  1.16300000e+00  1.21209692e-03 
 1.16400000e+00  1.16400000e+00  1.17965765e-03 
 1.16500000e+00  1.16500000e+00  1.14796214e-03 
 1.16600000e+00  1.16600000e+00  1.11699834e-03 
 1.16700000e+00  1.16700000e+00  1.08675421e-03 
 1.16800000e+00  1.16800000e+00  1.05721778e-03 
 1.16900000e+00  1.16900000e+00  1.02837709e-03 
 1.17000000e+00  1.17000000e+00  1.00022023e-03 
 1.17100000e+00  1.17100000e+00  9.72735354e-04 
 1.17200000e+00  1.17200000e+00  9.45910655e-04 
 1.17300000e+00  1.17300000e+00  9.19734384e-04 
 1.17400000e+00  1.17400000e+00  8.94194856e-04 
 1.17500000e+00  1.17500000e+00  8.69280448e-04 
 1.17600000e+00  1.17600000e+00  8.44979604e-04 
 1.17700000e+00  1.17700000e+00  8.21280844e-04 
 1.17800000e+00  1.17800000e+00  7.98172760e-04 
 1.17900000e+00  1.17900000e+00  7.75644027e-04 
 1.18000000e+00  1.18000000e+00  7.53683402e-04 
 1.18100000e+00  1.18100000e+00  7.32279732e-04 
 1.18200000e+00  1.18200000e+00  7.11421952e-04 
 1.18300000e+00  1.18300000e+00  6.91099094e-04 
 1.18400000e+00  1.18400000e+00  6.71300289e-04 
 1.18500000e+00  1.18500000e+00  6.52014768e-04 
 1.18600000e+00  1.18600000e+00  6.33231868e-04 
 1.18700000e+00  1.18700000e+00  6.14941036e-04 
 1.18800000e+00  1.18800000e+00  5.97131828e-04 
 1.18900000e+00  1.18900000e+00  5.79793916e-04 
 1.19000000e+00  1.19000000e+00  5.62917088e-04 
 1.19100000e+00  1.19100000e+00  5.46491256e-04 
 1.19200000e+00  1.19200000e+00  5.30506450e-04 
 1.19300000e+00  1.19300000e+00  5.14952827e-04 
 1.19400000e+00  1.19400000e+00  4.99820674e-04 
 1.19500000e+00  1.19500000e+00  4.85100404e-04 
 1.19600000e+00  1.19600000e+00  4.70782563e-04 
 1.19700000e+00  1.19700000e+00  4.56857832e-04 
 1.19800000e+00  1.19800000e+00  4.43317026e-04 
 1.19900000e+00  1.19900000e+00  4.30151097e-04 
 1.20000000e+00  1.20000000e+00  4.17351136e-04 
 1.20100000e+00  1.20100000e+00  4.04908372e-04 
 1.20200000e+00  1.20200000e+00  3.92814177e-04 
 1.20300000e+00  1.20300000e+00  3.81060062e-04 
 1.20400000e+00  1.20400000e+00  3.69637682e-04 
 1.20500000e+00  1.20500000e+00  3.58538835e-04 
 1.20600000e+00  1.20600000e+00  3.47755461e-04 
 1.20700000e+00  1.20700000e+00  3.37279646e-04 
 1.20800000e+00  1.20800000e+00  3.27103618e-04 
 1.20900000e+00  1.20900000e+00  3.17219750e-04 
 1.21000000e+00  1.21000000e+00  3.07620559e-04 
 1.21100000e+00  1.21100000e+00  2.98298705e-04 
 1.21200000e+00  1.21200000e+00  2.89246992e-04 
 1.21300000e+00  1.21300000e+00  2.80458368e-04 
 1.21400000e+00  1.21400000e+00  2.71925920e-04 
 1.21500000e+00  1.21500000e+00  2.63642880e-04 
 1.21600000e+00  1.21600000e+00  2.55602620e-04 
 1.21700000e+00  1.21700000e+00  2.47798649e-04 
 1.21800000e+00  1.21800000e+00  2.40224619e-04 
 1.21900000e+00  1.21900000e+00  2.32874317e-04 
 1.22000000e+00  1.22000000e+00  2.25741667e-04 
 1.22100000e+00  1.22100000e+00  2.18820728e-04 
 1.22200000e+00  1.22200000e+00  2.12105694e-04 
 1.22300000e+00  1.22300000e+00  2.05590889e-04 
 1.22400000e+00  1.22400000e+00  1.99270770e-04 
 1.22500000e+00  1.22500000e+00  1.93139921e-04 
 1.22600000e+00  1.22600000e+00  1.87193056e-04 
 1.22700000e+00  1.22700000e+00  1.81425012e-04 
 1.22800000e+00  1.22800000e+00  1.75830753e-04 
 1.22900000e+00  1.22900000e+00  1.70405363e-04 
 1.23000000e+00  1.23000000e+00  1.65144046e-04 
 1.23100000e+00  1.23100000e+00  1.60042127e-04 
 1.23200000e+00  1.23200000e+00  1.55095046e-04 
 1.23300000e+00  1.23300000e+00  1.50298357e-04 
 1.23400000e+00  1.23400000e+00  1.45647728e-04 
 1.23500000e+00  1.23500000e+00  1.41138936e-04 
 1.23600000e+00  1.23600000e+00  1.36767869e-04 
 1.23700000e+00  1.23700000e+00  1.32530520e-04 
 1.23800000e+00  1.23800000e+00  1.28422987e-04 
 1.23900000e+00  1.23900000e+00  1.24441471e-04 
 1.24000000e+00  1.24000000e+00  1.20582272e-04 
 1.24100000e+00  1.24100000e+00  1.16841791e-04 
 1.24200000e+00  1.24200000e+00  1.13216524e-04 
 1.24300000e+00  1.24300000e+00  1.09703062e-04 
 1.24400000e+00  1.24400000e+00  1.06298087e-04 
 1.24500000e+00  1.24500000e+00  1.02998374e-04 
 1.24600000e+00  1.24600000e+00  9.98007858e-05 
 1.24700000e+00  1.24700000e+00  9.67022700e-05 
 1.24800000e+00  1.24800000e+00  9.36998604e-05 
 1.24900000e+00  1.24900000e+00  9.07906729e-05 
 1.25000000e+00  1.25000000e+00  8.79719043e-05 
 1.25100000e+00  1.25100000e+00  8.52408300e-05 
 1.25200000e+00  1.25200000e+00  8.25948026e-05 
 1.25300000e+00  1.25300000e+00  8.00312494e-05 
 1.25400000e+00  1.25400000e+00  7.75476712e-05 
 1.25500000e+00  1.25500000e+00  7.51416403e-05 
 1.25600000e+00  1.25600000e+00  7.28107986e-05 
 1.25700000e+00  1.25700000e+00  7.05528558e-05 
 1.25800000e+00  1.25800000e+00  6.83655880e-05 
 1.25900000e+00  1.25900000e+00  6.62468357e-05 
 1.26000000e+00  1.26000000e+00  6.41945024e-05 
 1.26100000e+00  1.26100000e+00  6.22065526e-05 
 1.26200000e+00  1.26200000e+00  6.02810107e-05 
 1.26300000e+00  1.26300000e+00  5.84159588e-05 
 1.26400000e+00  1.26400000e+00  5.66095360e-05 
 1.26500000e+00  1.26500000e+00  5.48599360e-05 
 1.26600000e+00  1.26600000e+00  5.31654061e-05 
 1.26700000e+00  1.26700000e+00  5.15242458e-05 
 1.26800000e+00  1.26800000e+00  4.99348052e-05 
 1.26900000e+00  1.26900000e+00  4.83954836e-05 
 1.27000000e+00  1.27000000e+00  4.69047284e-05 
 1.27100000e+00  1.27100000e+00  4.54610332e-05 
 1.27200000e+00  1.27200000e+00  4.40629374e-05 
 1.27300000e+00  1.27300000e+00  4.27090240e-05 
 1.27400000e+00  1.27400000e+00  4.13979191e-05 
 1.27500000e+00  1.27500000e+00  4.01282900e-05 
 1.27600000e+00  1.27600000e+00  3.88988447e-05 
 1.27700000e+00  1.27700000e+00  3.77083303e-05 
 1.27800000e+00  1.27800000e+00  3.65555322e-05 
 1.27900000e+00  1.27900000e+00  3.54392725e-05 
 1.28000000e+00  1.28000000e+00  3.43584095e-05 
 1.28100000e+00  1.28100000e+00  3.33118364e-05 
 1.28200000e+00  1.28200000e+00  3.22984801e-05 
 1.28300000e+00  1.28300000e+00  3.13173007e-05 
 1.28400000e+00  1.28400000e+00  3.03672900e-05 
 1.28500000e+00  1.28500000e+00  2.94474709e-05 
 1.28600000e+00  1.28600000e+00  2.85568965e-05 
 1.28700000e+00  1.28700000e+00  2.76946488e-05 
 1.28800000e+00  1.28800000e+00  2.68598385e-05 
 1.28900000e+00  1.28900000e+00  2.60516036e-05 
 1.29000000e+00  1.29000000e+00  2.52691088e-05 
 1.29100000e+00  1.29100000e+00  2.45115448e-05 
 1.29200000e+00  1.29200000e+00  2.37781271e-05 
 1.29300000e+00  1.29300000e+00  2.30680960e-05 
 1.29400000e+00  1.29400000e+00  2.23807150e-05 
 1.29500000e+00  1.29500000e+00  2.17152707e-05 
 1.29600000e+00  1.29600000e+00  2.10710721e-05 
 1.29700000e+00  1.29700000e+00  2.04474494e-05 
 1.29800000e+00  1.29800000e+00  1.98437539e-05 
 1.29900000e+00  1.29900000e+00  1.92593571e-05 
 1.30000000e+00  1.30000000e+00  1.86936502e-05 
 1.30100000e+00  1.30100000e+00  1.81460433e-05 
 1.30200000e+00  1.30200000e+00  1.76159651e-05 
 1.30300000e+00  1.30300000e+00  1.71028623e-05 
 1.30400000e+00  1.30400000e+00  1.66061986e-05 
 1.30500000e+00  1.30500000e+00  1.61254547e-05 
 1.30600000e+00  1.30600000e+00  1.56601278e-05 
 1.30700000e+00  1.30700000e+00  1.52097306e-05 
 1.30800000e+00  1.30800000e+00  1.47737912e-05 
 1.30900000e+00  1.30900000e+00  1.43518526e-05 
 1.31000000e+00  1.31000000e+00  1.39434721e-05 
 1.31100000e+00  1.31100000e+00  1.35482210e-05 
 1.31200000e+00  1.31200000e+00  1.31656840e-05 
 1.31300000e+00  1.31300000e+00  1.27954590e-05 
 1.31400000e+00  1.31400000e+00  1.24371566e-05 
 1.31500000e+00  1.31500000e+00  1.20903995e-05 
 1.31600000e+00  1.31600000e+00  1.17548225e-05 
 1.31700000e+00  1.31700000e+00  1.14300718e-05 
 1.31800000e+00  1.31800000e+00  1.11158048e-05 
 1.31900000e+00  1.31900000e+00  1.08116898e-05 
 1.32000000e+00  1.32000000e+00  1.05174055e-05 
 1.32100000e+00  1.32100000e+00  1.02326407e-05 
 1.32200000e+00  1.32200000e+00  9.95709414e-06 
 1.32300000e+00  1.32300000e+00  9.69047413e-06 
 1.32400000e+00  1.32400000e+00  9.43249811e-06 
 1.32500000e+00  1.32500000e+00  9.18289251e-06 
 1.32600000e+00  1.32600000e+00  8.94139241e-06 
 1.32700000e+00  1.32700000e+00  8.70774128e-06 
 1.32800000e+00  1.32800000e+00  8.48169073e-06 
 1.32900000e+00  1.32900000e+00  8.26300022e-06 
 1.33000000e+00  1.33000000e+00  8.05143684e-06 
 1.33100000e+00  1.33100000e+00  7.84677509e-06 
 1.33200000e+00  1.33200000e+00  7.64879658e-06 
 1.33300000e+00  1.33300000e+00  7.45728987e-06 
 1.33400000e+00  1.33400000e+00  7.27205023e-06 
 1.33500000e+00  1.33500000e+00  7.09287940e-06 
 1.33600000e+00  1.33600000e+00  6.91958545e-06 
 1.33700000e+00  1.33700000e+00  6.75198252e-06 
 1.33800000e+00  1.33800000e+00  6.58989064e-06 
 1.33900000e+00  1.33900000e+00  6.43313557e-06 
 1.34000000e+00  1.34000000e+00  6.28154860e-06 
 1.34100000e+00  1.34100000e+00  6.13496637e-06 
 1.34200000e+00  1.34200000e+00  5.99323073e-06 
 1.34300000e+00  1.34300000e+00  5.85618852e-06 
 1.34400000e+00  1.34400000e+00  5.72369148e-06 
 1.34500000e+00  1.34500000e+00  5.59559604e-06 
 1.34600000e+00  1.34600000e+00  5.47176319e-06 
 1.34700000e+00  1.34700000e+00  5.35205836e-06 
 1.34800000e+00  1.34800000e+00  5.23635123e-06 
 1.34900000e+00  1.34900000e+00  5.12451565e-06 
 1.35000000e+00  1.35000000e+00  5.01642945e-06 
 1.35100000e+00  1.35100000e+00  4.91197436e-06 
 1.35200000e+00  1.35200000e+00  4.81103589e-06 
 1.35300000e+00  1.35300000e+00  4.71350314e-06 
 1.35400000e+00  1.35400000e+00  4.61926879e-06 
 1.35500000e+00  1.35500000e+00  4.52822890e-06 
 1.35600000e+00  1.35600000e+00  4.44028284e-06 
 1.35700000e+00  1.35700000e+00  4.35533320e-06 
 1.35800000e+00  1.35800000e+00  4.27328563e-06 
 1.35900000e+00  1.35900000e+00  4.19404882e-06 
 1.36000000e+00  1.36000000e+00  4.11753434e-06 
 1.36100000e+00  1.36100000e+00  4.04365659e-06 
 1.36200000e+00  1.36200000e+00  3.97233268e-06 
 1.36300000e+00  1.36300000e+00  3.90348235e-06 
 1.36400000e+00  1.36400000e+00  3.83702792e-06 
 1.36500000e+00  1.36500000e+00  3.77289415e-06 
 1.36600000e+00  1.36600000e+00  3.71100822e-06 
 1.36700000e+00  1.36700000e+00  3.65129961e-06 
 1.36800000e+00  1.36800000e+00  3.59370004e-06 
 1.36900000e+00  1.36900000e+00  3.53814343e-06 
 1.37000000e+00  1.37000000e+00  3.48456576e-06 
 1.37100000e+00  1.37100000e+00  3.43290509e-06 
 1.37200000e+00  1.37200000e+00  3.38310142e-06 
 1.37300000e+00  1.37300000e+00  3.33509667e-06 
 1.37400000e+00  1.37400000e+00  3.28883461e-06 
 1.37500000e+00  1.37500000e+00  3.24426079e-06 
 1.37600000e+00  1.37600000e+00  3.20132251e-06 
 1.37700000e+00  1.37700000e+00  3.15996872e-06 
 1.37800000e+00  1.37800000e+00  3.12015003e-06 
 1.37900000e+00  1.37900000e+00  3.08181858e-06 
 1.38000000e+00  1.38000000e+00  3.04492806e-06 
 1.38100000e+00  1.38100000e+00  3.00943363e-06 
 1.38200000e+00  1.38200000e+00  2.97529188e-06 
 1.38300000e+00  1.38300000e+00  2.94246076e-06 
 1.38400000e+00  1.38400000e+00  2.91089958e-06 
 1.38500000e+00  1.38500000e+00  2.88056895e-06 
 1.38600000e+00  1.38600000e+00  2.85143069e-06 
 1.38700000e+00  1.38700000e+00  2.82344789e-06 
 1.38800000e+00  1.38800000e+00  2.79658479e-06 
 1.38900000e+00  1.38900000e+00  2.77080675e-06 
 1.39000000e+00  1.39000000e+00  2.74608027e-06 
 1.39100000e+00  1.39100000e+00  2.72237287e-06 
 1.39200000e+00  1.39200000e+00  2.69965315e-06 
 1.39300000e+00  1.39300000e+00  2.67789069e-06 
 1.39400000e+00  1.39400000e+00  2.65705601e-06 
 1.39500000e+00  1.39500000e+00  2.63712062e-06 
 1.39600000e+00  1.39600000e+00  2.61805690e-06 
 1.39700000e+00  1.39700000e+00  2.59983812e-06 
 1.39800000e+00  1.39800000e+00  2.58243839e-06 
 1.39900000e+00  1.39900000e+00  2.56583267e-06 
 1.40000000e+00  1.40000000e+00  2.54999668e-06 
 1.40100000e+00  1.40100000e+00  2.53490695e-06 
 1.40200000e+00  1.40200000e+00  2.52054073e-06 
 1.40300000e+00  1.40300000e+00  2.50687601e-06 
 1.40400000e+00  1.40400000e+00  2.49389147e-06 
 1.40500000e+00  1.40500000e+00  2.48156647e-06 
 1.40600000e+00  1.40600000e+00  2.46988103e-06 
 1.40700000e+00  1.40700000e+00  2.45881580e-06 
 1.40800000e+00  1.40800000e+00  2.44835206e-06 
 1.40900000e+00  1.40900000e+00  2.43847167e-06 
 1.41000000e+00  1.41000000e+00  2.42915707e-06 
 1.41100000e+00  1.41100000e+00  2.42039128e-06 
 1.41200000e+00  1.41200000e+00  2.41215783e-06 
 1.41300000e+00  1.41300000e+00  2.40444078e-06 
 1.41400000e+00  1.41400000e+00  2.39722472e-06 
 1.41500000e+00  1.41500000e+00  2.39049471e-06 
 1.41600000e+00  1.41600000e+00  2.38423629e-06 
 1.41700000e+00  1.41700000e+00  2.37843546e-06 
 1.41800000e+00  1.41800000e+00  2.37307868e-06 
 1.41900000e+00  1.41900000e+00  2.36815281e-06 
 1.42000000e+00  1.42000000e+00  2.36364516e-06 
 1.42100000e+00  1.42100000e+00  2.35954343e-06 
 1.42200000e+00  1.42200000e+00  2.35583572e-06 
 1.42300000e+00  1.42300000e+00  2.35251048e-06 
 1.42400000e+00  1.42400000e+00  2.34955658e-06 
 1.42500000e+00  1.42500000e+00  2.34696320e-06 
 1.42600000e+00  1.42600000e+00  2.34471987e-06 
 1.42700000e+00  1.42700000e+00  2.34281649e-06 
 1.42800000e+00  1.42800000e+00  2.34124324e-06 
 1.42900000e+00  1.42900000e+00  2.33999063e-06 
 1.43000000e+00  1.43000000e+00  2.33904947e-06 
 1.43100000e+00  1.43100000e+00  2.33841087e-06 
 1.43200000e+00  1.43200000e+00  2.33806623e-06 
 1.43300000e+00  1.43300000e+00  2.33800719e-06 
 1.43400000e+00  1.43400000e+00  2.33822570e-06 
 1.43500000e+00  1.43500000e+00  2.33871394e-06 
 1.43600000e+00  1.43600000e+00  2.33946434e-06 
 1.43700000e+00  1.43700000e+00  2.34046959e-06 
 1.43800000e+00  1.43800000e+00  2.34172260e-06 
 1.43900000e+00  1.43900000e+00  2.34321650e-06 
 1.44000000e+00  1.44000000e+00  2.34494466e-06 
 1.44100000e+00  1.44100000e+00  2.34690065e-06 
 1.44200000e+00  1.44200000e+00  2.34907824e-06 
