 time            v(vin)          v(vout)        
 2.44152609e-03  7.53591924e-01  4.29904014e-01 
 2.44252609e-03  7.53533215e-01  4.31248671e-01 
 2.44352609e-03  7.53474366e-01  4.32609928e-01 
 2.44452609e-03  7.53415380e-01  4.33987917e-01 
 2.44552609e-03  7.53356260e-01  4.35382762e-01 
 2.44652609e-03  7.53297006e-01  4.36794586e-01 
 2.44752609e-03  7.53237623e-01  4.38223504e-01 
 2.44852609e-03  7.53178112e-01  4.39669627e-01 
 2.44952609e-03  7.53118475e-01  4.41133061e-01 
 2.45052609e-03  7.53058716e-01  4.42613906e-01 
 2.45152609e-03  7.52998835e-01  4.44112256e-01 
 2.45252609e-03  7.52938836e-01  4.45628197e-01 
 2.45352609e-03  7.52878721e-01  4.47161811e-01 
 2.45452609e-03  7.52818493e-01  4.48713173e-01 
 2.45552609e-03  7.52758153e-01  4.50282349e-01 
 2.45652609e-03  7.52697704e-01  4.51869401e-01 
 2.45752609e-03  7.52637149e-01  4.53474380e-01 
 2.45852609e-03  7.52576490e-01  4.55097333e-01 
 2.45952609e-03  7.52515729e-01  4.56738298e-01 
 2.46052609e-03  7.52454868e-01  4.58397304e-01 
 2.46152609e-03  7.52393911e-01  4.60074375e-01 
 2.46252609e-03  7.52332859e-01  4.61769525e-01 
 2.46352609e-03  7.52271716e-01  4.63482759e-01 
 2.46452609e-03  7.52210482e-01  4.65214077e-01 
 2.46552609e-03  7.52149161e-01  4.66963468e-01 
 2.46652609e-03  7.52087756e-01  4.68730914e-01 
 2.46752609e-03  7.52026267e-01  4.70516389e-01 
 2.46852609e-03  7.51964699e-01  4.72319858e-01 
 2.46952609e-03  7.51903054e-01  4.74141280e-01 
 2.47052609e-03  7.51841333e-01  4.75980601e-01 
 2.47152609e-03  7.51779540e-01  4.77837765e-01 
 2.47252609e-03  7.51717676e-01  4.79712704e-01 
 2.47352609e-03  7.51655744e-01  4.81605344e-01 
 2.47452609e-03  7.51593747e-01  4.83515601e-01 
 2.47552609e-03  7.51531688e-01  4.85443387e-01 
 2.47652609e-03  7.51469567e-01  4.87388602e-01 
 2.47752609e-03  7.51407389e-01  4.89351143e-01 
 2.47852609e-03  7.51345155e-01  4.91330898e-01 
 2.47865109e-03  7.51337372e-01  4.91579610e-01 
 2.47890109e-03  7.51321804e-01  4.92077738e-01 
 2.47940109e-03  7.51290657e-01  4.93077211e-01 
 2.48040109e-03  7.51228326e-01  4.95088912e-01 
 2.48140109e-03  7.51165946e-01  4.97117468e-01 
 2.48240109e-03  7.51103520e-01  4.99162738e-01 
 2.48340109e-03  7.51041050e-01  5.01224579e-01 
 2.48440109e-03  7.50978540e-01  5.03302839e-01 
 2.48540109e-03  7.50915991e-01  5.05397364e-01 
 2.48640109e-03  7.50853405e-01  5.07507990e-01 
 2.48740109e-03  7.50790786e-01  5.09634552e-01 
 2.48840109e-03  7.50728136e-01  5.11776876e-01 
 2.48940109e-03  7.50665457e-01  5.13934787e-01 
 2.49040109e-03  7.50602751e-01  5.16108102e-01 
 2.49140109e-03  7.50540022e-01  5.18296634e-01 
 2.49240109e-03  7.50477272e-01  5.20500195e-01 
 2.49340109e-03  7.50414503e-01  5.22718588e-01 
 2.49440109e-03  7.50351717e-01  5.24951617e-01 
 2.49540109e-03  7.50288918e-01  5.27199078e-01 
 2.49640109e-03  7.50226107e-01  5.29460767e-01 
 2.49740109e-03  7.50163287e-01  5.31736475e-01 
 2.49840109e-03  7.50100461e-01  5.34025991e-01 
 2.49940109e-03  7.50037630e-01  5.36329100e-01 
 2.50040109e-03  7.49974799e-01  5.38645585e-01 
 2.50140109e-03  7.49911968e-01  5.40975226e-01 
 2.50240109e-03  7.49849141e-01  5.43317802e-01 
 2.50340109e-03  7.49786319e-01  5.45673088e-01 
 2.50440109e-03  7.49723506e-01  5.48040858e-01 
 2.50540109e-03  7.49660704e-01  5.50420884e-01 
 2.50640109e-03  7.49597916e-01  5.52812936e-01 
 2.50740109e-03  7.49535143e-01  5.55216782e-01 
 2.50840109e-03  7.49472389e-01  5.57632190e-01 
 2.50940109e-03  7.49409655e-01  5.60058923e-01 
 2.51040109e-03  7.49346945e-01  5.62496747e-01 
 2.51140109e-03  7.49284261e-01  5.64945424e-01 
 2.51240109e-03  7.49221604e-01  5.67404716e-01 
 2.51340109e-03  7.49158979e-01  5.69874383e-01 
 2.51440109e-03  7.49096387e-01  5.72354185e-01 
 2.51540109e-03  7.49033830e-01  5.74843881e-01 
 2.51640109e-03  7.48971312e-01  5.77343227e-01 
 2.51740109e-03  7.48908834e-01  5.79851983e-01 
 2.51840109e-03  7.48846399e-01  5.82369902e-01 
 2.51940109e-03  7.48784010e-01  5.84896743e-01 
 2.52040109e-03  7.48721669e-01  5.87432258e-01 
 2.52140109e-03  7.48659378e-01  5.89976203e-01 
 2.52240109e-03  7.48597140e-01  5.92528331e-01 
 2.52340109e-03  7.48534958e-01  5.95088396e-01 
 2.52440109e-03  7.48472833e-01  5.97656152e-01 
 2.52540109e-03  7.48410769e-01  6.00231349e-01 
 2.52640109e-03  7.48348768e-01  6.02813742e-01 
 2.52740109e-03  7.48286831e-01  6.05403080e-01 
 2.52840109e-03  7.48224963e-01  6.07999117e-01 
 2.52940109e-03  7.48163164e-01  6.10601603e-01 
 2.53040109e-03  7.48101438e-01  6.13210289e-01 
 2.53140109e-03  7.48039787e-01  6.15824925e-01 
 2.53240109e-03  7.47978213e-01  6.18445263e-01 
 2.53340109e-03  7.47916719e-01  6.21071052e-01 
 2.53440109e-03  7.47855307e-01  6.23702043e-01 
 2.53540109e-03  7.47793980e-01  6.26337985e-01 
 2.53640109e-03  7.47732740e-01  6.28978629e-01 
 2.53740109e-03  7.47671590e-01  6.31623723e-01 
 2.53840109e-03  7.47610531e-01  6.34273018e-01 
 2.53940109e-03  7.47549567e-01  6.36926262e-01 
 2.54040109e-03  7.47488699e-01  6.39583206e-01 
 2.54140109e-03  7.47427931e-01  6.42243598e-01 
 2.54240109e-03  7.47367264e-01  6.44907187e-01 
 2.54340109e-03  7.47306701e-01  6.47573724e-01 
 2.54440109e-03  7.47246245e-01  6.50242957e-01 
 2.54540109e-03  7.47185897e-01  6.52914636e-01 
 2.54640109e-03  7.47125660e-01  6.55588509e-01 
 2.54740109e-03  7.47065537e-01  6.58264327e-01 
 2.54840109e-03  7.47005530e-01  6.60941838e-01 
 2.54940109e-03  7.46945640e-01  6.63620792e-01 
 2.55040109e-03  7.46885872e-01  6.66300939e-01 
 2.55140109e-03  7.46826226e-01  6.68982029e-01 
 2.55240109e-03  7.46766706e-01  6.71663811e-01 
 2.55340109e-03  7.46707313e-01  6.74346037e-01 
 2.55440109e-03  7.46648050e-01  6.77028455e-01 
 2.55540109e-03  7.46588920e-01  6.79710817e-01 
 2.55640109e-03  7.46529924e-01  6.82392873e-01 
 2.55740109e-03  7.46471066e-01  6.85074375e-01 
 2.55840109e-03  7.46412346e-01  6.87755074e-01 
 2.55940109e-03  7.46353768e-01  6.90434722e-01 
 2.56040109e-03  7.46295334e-01  6.93113072e-01 
 2.56140109e-03  7.46237047e-01  6.95789874e-01 
 2.56240109e-03  7.46178908e-01  6.98464884e-01 
 2.56340109e-03  7.46120920e-01  7.01137853e-01 
 2.56440109e-03  7.46063085e-01  7.03808536e-01 
 2.56540109e-03  7.46005405e-01  7.06476688e-01 
 2.56640109e-03  7.45947883e-01  7.09142063e-01 
 2.56740109e-03  7.45890521e-01  7.11804417e-01 
 2.56840109e-03  7.45833321e-01  7.14463507e-01 
 2.56940109e-03  7.45776286e-01  7.17119089e-01 
 2.57040109e-03  7.45719418e-01  7.19770920e-01 
 2.57140109e-03  7.45662718e-01  7.22418760e-01 
 2.57240109e-03  7.45606190e-01  7.25062367e-01 
 2.57340109e-03  7.45549835e-01  7.27701501e-01 
 2.57440109e-03  7.45493656e-01  7.30335923e-01 
 2.57540109e-03  7.45437655e-01  7.32965395e-01 
 2.57640109e-03  7.45381834e-01  7.35589680e-01 
 2.57740109e-03  7.45326195e-01  7.38208540e-01 
 2.57840109e-03  7.45270741e-01  7.40821741e-01 
 2.57940109e-03  7.45215473e-01  7.43429048e-01 
 2.58040109e-03  7.45160394e-01  7.46030229e-01 
 2.58140109e-03  7.45105507e-01  7.48625051e-01 
 2.58240109e-03  7.45050812e-01  7.51213283e-01 
 2.58340109e-03  7.44996313e-01  7.53794695e-01 
 2.58440109e-03  7.44942012e-01  7.56369060e-01 
 2.58540109e-03  7.44887910e-01  7.58936151e-01 
 2.58640109e-03  7.44834010e-01  7.61495742e-01 
 2.58740109e-03  7.44780314e-01  7.64047608e-01 
 2.58840109e-03  7.44726824e-01  7.66591528e-01 
 2.58940109e-03  7.44673542e-01  7.69127280e-01 
 2.59040109e-03  7.44620471e-01  7.71654644e-01 
 2.59140109e-03  7.44567612e-01  7.74173403e-01 
 2.59240109e-03  7.44514967e-01  7.76683340e-01 
 2.59340109e-03  7.44462539e-01  7.79184241e-01 
 2.59440109e-03  7.44410329e-01  7.81675893e-01 
 2.59540109e-03  7.44358340e-01  7.84158084e-01 
 2.59640109e-03  7.44306574e-01  7.86630607e-01 
 2.59740109e-03  7.44255033e-01  7.89093253e-01 
 2.59840109e-03  7.44203718e-01  7.91545817e-01 
 2.59940109e-03  7.44152633e-01  7.93988097e-01 
 2.60040109e-03  7.44101778e-01  7.96419890e-01 
 2.60140109e-03  7.44051156e-01  7.98840997e-01 
 2.60240109e-03  7.44000769e-01  8.01251223e-01 
 2.60340109e-03  7.43950618e-01  8.03650371e-01 
 2.60440109e-03  7.43900707e-01  8.06038202e-01 
 2.60540109e-03  7.43851036e-01  8.08414657e-01 
 2.60640109e-03  7.43801608e-01  8.10779437e-01 
 2.60740109e-03  7.43752425e-01  8.13132453e-01 
 2.60840109e-03  7.43703488e-01  8.15473422e-01 
 2.60940109e-03  7.43654800e-01  8.17802027e-01 
 2.61040109e-03  7.43606362e-01  8.20118555e-01 
 2.61140109e-03  7.43558177e-01  8.22422414e-01 
 2.61240109e-03  7.43510246e-01  8.24713522e-01 
 2.61340109e-03  7.43462572e-01  8.26991733e-01 
 2.61440109e-03  7.43415155e-01  8.29256881e-01 
 2.61540109e-03  7.43367998e-01  8.31508799e-01 
 2.61640109e-03  7.43321104e-01  8.33747324e-01 
 2.61740109e-03  7.43274473e-01  8.35971840e-01 
 2.61840109e-03  7.43228107e-01  8.38183011e-01 
 2.61940109e-03  7.43182009e-01  8.40380902e-01 
 2.62040109e-03  7.43136180e-01  8.42564350e-01 
 2.62140109e-03  7.43090621e-01  8.44733562e-01 
 2.62240109e-03  7.43045336e-01  8.46888468e-01 
 2.62340109e-03  7.43000325e-01  8.49028924e-01 
 2.62440109e-03  7.42955591e-01  8.51154788e-01 
 2.62540109e-03  7.42911135e-01  8.53265923e-01 
 2.62640109e-03  7.42866958e-01  8.55362195e-01 
 2.62740109e-03  7.42823063e-01  8.57443472e-01 
 2.62840109e-03  7.42779452e-01  8.59509628e-01 
 2.62940109e-03  7.42736125e-01  8.61560538e-01 
 2.63040109e-03  7.42693085e-01  8.63596079e-01 
 2.63140109e-03  7.42650334e-01  8.65616134e-01 
 2.63240109e-03  7.42607873e-01  8.67620586e-01 
 2.63340109e-03  7.42565704e-01  8.69609324e-01 
 2.63440109e-03  7.42523828e-01  8.71582238e-01 
 2.63540109e-03  7.42482247e-01  8.73539222e-01 
 2.63640109e-03  7.42440963e-01  8.75480172e-01 
 2.63740109e-03  7.42399978e-01  8.77404989e-01 
 2.63840109e-03  7.42359292e-01  8.79313577e-01 
 2.63940109e-03  7.42318909e-01  8.81205841e-01 
 2.64040109e-03  7.42278828e-01  8.83081690e-01 
 2.64140109e-03  7.42239052e-01  8.84941039e-01 
 2.64240109e-03  7.42199583e-01  8.86783801e-01 
 2.64340109e-03  7.42160422e-01  8.88609896e-01 
 2.64440109e-03  7.42121570e-01  8.90419246e-01 
 2.64540109e-03  7.42083029e-01  8.92211776e-01 
 2.64640109e-03  7.42044801e-01  8.93986335e-01 
 2.64740109e-03  7.42006886e-01  8.95745957e-01 
 2.64840109e-03  7.41969288e-01  8.97487756e-01 
 2.64940109e-03  7.41932006e-01  8.99212304e-01 
 2.65040109e-03  7.41895043e-01  9.00918603e-01 
 2.65140109e-03  7.41858400e-01  9.02609775e-01 
 2.65240109e-03  7.41822078e-01  9.04282870e-01 
 2.65340109e-03  7.41786079e-01  9.05938490e-01 
 2.65440109e-03  7.41750404e-01  9.07576755e-01 
 2.65540109e-03  7.41715055e-01  9.09197620e-01 
 2.65640109e-03  7.41680033e-01  9.10801038e-01 
 2.65740109e-03  7.41645340e-01  9.12385850e-01 
 2.65840109e-03  7.41610976e-01  9.13955240e-01 
 2.65940109e-03  7.41576944e-01  9.15506242e-01 
 2.66040109e-03  7.41543244e-01  9.17039488e-01 
 2.66140109e-03  7.41509878e-01  9.18554013e-01 
 2.66240109e-03  7.41476847e-01  9.20051876e-01 
 2.66340109e-03  7.41444153e-01  9.21533326e-01 
 2.66440109e-03  7.41411796e-01  9.22996100e-01 
 2.66540109e-03  7.41379778e-01  9.24441009e-01 
 2.66640109e-03  7.41348101e-01  9.25868204e-01 
 2.66740109e-03  7.41316766e-01  9.27276593e-01 
 2.66840109e-03  7.41285773e-01  9.28668184e-01 
 2.66940109e-03  7.41255124e-01  9.30043218e-01 
 2.67040109e-03  7.41224820e-01  9.31398488e-01 
 2.67140109e-03  7.41194863e-01  9.32737804e-01 
 2.67240109e-03  7.41165253e-01  9.34057549e-01 
 2.67340109e-03  7.41135993e-01  9.35360286e-01 
 2.67440109e-03  7.41107082e-01  9.36646397e-01 
 2.67540109e-03  7.41078522e-01  9.37913833e-01 
 2.67640109e-03  7.41050314e-01  9.39163362e-01 
 2.67740109e-03  7.41022460e-01  9.40394177e-01 
 2.67840109e-03  7.40994960e-01  9.41609059e-01 
 2.67940109e-03  7.40967816e-01  9.42805477e-01 
 2.68040109e-03  7.40941028e-01  9.43984027e-01 
 2.68140109e-03  7.40914598e-01  9.45144866e-01 
 2.68240109e-03  7.40888526e-01  9.46287117e-01 
 2.68340109e-03  7.40862815e-01  9.47413361e-01 
 2.68440109e-03  7.40837464e-01  9.48521268e-01 
 2.68540109e-03  7.40812474e-01  9.49611400e-01 
 2.68640109e-03  7.40787848e-01  9.50683909e-01 
 2.68740109e-03  7.40763585e-01  9.51738008e-01 
 2.68840109e-03  7.40739686e-01  9.52775256e-01 
 2.68940109e-03  7.40716154e-01  9.53795828e-01 
 2.69040109e-03  7.40692987e-01  9.54798153e-01 
 2.69140109e-03  7.40670189e-01  9.55782124e-01 
 2.69240109e-03  7.40647758e-01  9.56749293e-01 
 2.69340109e-03  7.40625697e-01  9.57699110e-01 
 2.69440109e-03  7.40604006e-01  9.58632180e-01 
 2.69540109e-03  7.40582686e-01  9.59547224e-01 
 2.69640109e-03  7.40561737e-01  9.60444810e-01 
 2.69740109e-03  7.40541161e-01  9.61325068e-01 
 2.69840109e-03  7.40520959e-01  9.62188023e-01 
 2.69940109e-03  7.40501131e-01  9.63033705e-01 
 2.70040109e-03  7.40481677e-01  9.63862145e-01 
 2.70140109e-03  7.40462600e-01  9.64673376e-01 
 2.70240109e-03  7.40443899e-01  9.65467429e-01 
 2.70340109e-03  7.40425575e-01  9.66244338e-01 
 2.70440109e-03  7.40407630e-01  9.67004137e-01 
 2.70540109e-03  7.40390063e-01  9.67746857e-01 
 2.70640109e-03  7.40372875e-01  9.68472533e-01 
 2.70740109e-03  7.40356068e-01  9.69180752e-01 
 2.70840109e-03  7.40339641e-01  9.69872835e-01 
 2.70940109e-03  7.40323595e-01  9.70547224e-01 
 2.71040109e-03  7.40307932e-01  9.71205416e-01 
 2.71140109e-03  7.40292651e-01  9.71846420e-01 
 2.71240109e-03  7.40277753e-01  9.72470524e-01 
 2.71340109e-03  7.40263240e-01  9.73077818e-01 
 2.71440109e-03  7.40249110e-01  9.73668334e-01 
 2.71540109e-03  7.40235366e-01  9.74242102e-01 
 2.71640109e-03  7.40222007e-01  9.74799154e-01 
 2.71740109e-03  7.40209034e-01  9.75339520e-01 
 2.71840109e-03  7.40196448e-01  9.75862969e-01 
 2.71940109e-03  7.40184248e-01  9.76370043e-01 
 2.72040109e-03  7.40172436e-01  9.76860790e-01 
 2.72140109e-03  7.40161013e-01  9.77334528e-01 
 2.72240109e-03  7.40149977e-01  9.77792110e-01 
 2.72340109e-03  7.40139331e-01  9.78233020e-01 
 2.72440109e-03  7.40129073e-01  9.78657419e-01 
 2.72540109e-03  7.40119206e-01  9.79065365e-01 
 2.72640109e-03  7.40109728e-01  9.79456882e-01 
 2.72740109e-03  7.40100641e-01  9.79831995e-01 
 2.72840109e-03  7.40091945e-01  9.80190728e-01 
 2.72940109e-03  7.40083640e-01  9.80533104e-01 
 2.72952609e-03  7.40082629e-01  9.80574684e-01 
 2.72977609e-03  7.40080626e-01  9.80657164e-01 
 2.73027609e-03  7.40076694e-01  9.80819157e-01 
 2.73127609e-03  7.40069123e-01  9.81131038e-01 
 2.73227609e-03  7.40061944e-01  9.81426525e-01 
 2.73327609e-03  7.40055158e-01  9.81705722e-01 
 2.73427609e-03  7.40048764e-01  9.81968664e-01 
 2.73527609e-03  7.40042763e-01  9.82215369e-01 
 2.73627609e-03  7.40037155e-01  9.82445853e-01 
 2.73727609e-03  7.40031940e-01  9.82660131e-01 
 2.73827609e-03  7.40027119e-01  9.82858220e-01 
 2.73927609e-03  7.40022692e-01  9.83040133e-01 
 2.74027609e-03  7.40018658e-01  9.83205882e-01 
 2.74127609e-03  7.40015019e-01  9.83355480e-01 
 2.74227609e-03  7.40011774e-01  9.83488936e-01 
 2.74327609e-03  7.40008923e-01  9.83606261e-01 
 2.74427609e-03  7.40006466e-01  9.83707463e-01 
 2.74527609e-03  7.40004405e-01  9.83792541e-01 
 2.74627609e-03  7.40002737e-01  9.83861524e-01 
 2.74727609e-03  7.40001465e-01  9.83914396e-01 
 2.74827609e-03  7.40000587e-01  9.83951166e-01 
 2.74927609e-03  7.40000103e-01  9.83971838e-01 
 2.75027609e-03  7.40000015e-01  9.83976414e-01 
 2.75127609e-03  7.40000321e-01  9.83964893e-01 
 2.75227609e-03  7.40001023e-01  9.83937276e-01 
 2.75327609e-03  7.40002118e-01  9.83893559e-01 
 2.75427609e-03  7.40003609e-01  9.83833738e-01 
 2.75527609e-03  7.40005494e-01  9.83757817e-01 
 2.75627609e-03  7.40007774e-01  9.83665782e-01 
 2.75727609e-03  7.40010448e-01  9.83557629e-01 
 2.75827609e-03  7.40013517e-01  9.83433351e-01 
 2.75927609e-03  7.40016980e-01  9.83292940e-01 
 2.76027609e-03  7.40020837e-01  9.83136384e-01 
 2.76127609e-03  7.40025088e-01  9.82963674e-01 
 2.76227609e-03  7.40029733e-01  9.82774798e-01 
 2.76327609e-03  7.40034771e-01  9.82569742e-01 
 2.76427609e-03  7.40040203e-01  9.82348492e-01 
 2.76527609e-03  7.40046028e-01  9.82111034e-01 
 2.76627609e-03  7.40052246e-01  9.81857351e-01 
 2.76727609e-03  7.40058856e-01  9.81587426e-01 
 2.76827609e-03  7.40065860e-01  9.81301241e-01 
 2.76927609e-03  7.40073255e-01  9.80998776e-01 
 2.77027609e-03  7.40081042e-01  9.80680012e-01 
 2.77127609e-03  7.40089221e-01  9.80344928e-01 
 2.77227609e-03  7.40097791e-01  9.79993501e-01 
 2.77327609e-03  7.40106752e-01  9.79625709e-01 
 2.77427609e-03  7.40116103e-01  9.79241529e-01 
 2.77527609e-03  7.40125845e-01  9.78840935e-01 
 2.77627609e-03  7.40135977e-01  9.78423903e-01 
 2.77727609e-03  7.40146498e-01  9.77990407e-01 
 2.77827609e-03  7.40157408e-01  9.77540419e-01 
 2.77927609e-03  7.40168706e-01  9.77073913e-01 
 2.78027609e-03  7.40180393e-01  9.76590860e-01 
 2.78127609e-03  7.40192467e-01  9.76091232e-01 
 2.78227609e-03  7.40204929e-01  9.75574999e-01 
 2.78327609e-03  7.40217777e-01  9.75042132e-01 
 2.78427609e-03  7.40231011e-01  9.74492600e-01 
 2.78527609e-03  7.40244631e-01  9.73926372e-01 
 2.78627609e-03  7.40258636e-01  9.73343416e-01 
 2.78727609e-03  7.40273026e-01  9.72743702e-01 
 2.78827609e-03  7.40287800e-01  9.72127197e-01 
 2.78927609e-03  7.40302957e-01  9.71493869e-01 
 2.79027609e-03  7.40318497e-01  9.70843297e-01 
 2.79127609e-03  7.40334419e-01  9.70176566e-01 
 2.79227609e-03  7.40350723e-01  9.69492621e-01 
 2.79327609e-03  7.40367408e-01  9.68791667e-01 
 2.79427609e-03  7.40384473e-01  9.68073268e-01 
 2.79527609e-03  7.40401917e-01  9.67338713e-01 
 2.79627609e-03  7.40419741e-01  9.66586758e-01 
 2.79727609e-03  7.40437943e-01  9.65817650e-01 
 2.79827609e-03  7.40456522e-01  9.65031423e-01 
 2.79927609e-03  7.40475478e-01  9.64228044e-01 
 2.80027609e-03  7.40494810e-01  9.63406911e-01 
 2.80127609e-03  7.40514517e-01  9.62569629e-01 
 2.80227609e-03  7.40534599e-01  9.61714669e-01 
 2.80327609e-03  7.40555054e-01  9.60842346e-01 
 2.80427609e-03  7.40575882e-01  9.59952711e-01 
 2.80527609e-03  7.40597083e-01  9.59045735e-01 
 2.80627609e-03  7.40618654e-01  9.58120706e-01 
 2.80727609e-03  7.40640596e-01  9.57179552e-01 
 2.80827609e-03  7.40662907e-01  9.56219739e-01 
 2.80927609e-03  7.40685587e-01  9.55243717e-01 
 2.81027609e-03  7.40708635e-01  9.54248921e-01 
 2.81127609e-03  7.40732050e-01  9.53237159e-01 
 2.81227609e-03  7.40755830e-01  9.52207959e-01 
 2.81327609e-03  7.40779975e-01  9.51161192e-01 
 2.81427609e-03  7.40804485e-01  9.50097655e-01 
 2.81527609e-03  7.40829357e-01  9.49014963e-01 
 2.81627609e-03  7.40854591e-01  9.47915257e-01 
 2.81727609e-03  7.40880187e-01  9.46798018e-01 
 2.81827609e-03  7.40906142e-01  9.45663108e-01 
 2.81927609e-03  7.40932457e-01  9.44511410e-01 
 2.81940109e-03  7.40935771e-01  9.44365450e-01 
 2.81965109e-03  7.40942417e-01  9.44073688e-01 
 2.82015109e-03  7.40955776e-01  9.43487623e-01 
 2.82115109e-03  7.40982760e-01  9.42301692e-01 
 2.82215109e-03  7.41010101e-01  9.41098133e-01 
 2.82315109e-03  7.41037797e-01  9.39876868e-01 
 2.82415109e-03  7.41065847e-01  9.38637858e-01 
 2.82515109e-03  7.41094249e-01  9.37381091e-01 
 2.82615109e-03  7.41123003e-01  9.36106563e-01 
 2.82715109e-03  7.41152107e-01  9.34814271e-01 
 2.82815109e-03  7.41181560e-01  9.33504210e-01 
 2.82915109e-03  7.41211362e-01  9.32176382e-01 
 2.83015109e-03  7.41241511e-01  9.30830787e-01 
 2.83115109e-03  7.41272005e-01  9.29467430e-01 
 2.83215109e-03  7.41302844e-01  9.28086316e-01 
 2.83315109e-03  7.41334026e-01  9.26687453e-01 
 2.83415109e-03  7.41365551e-01  9.25270851e-01 
 2.83515109e-03  7.41397416e-01  9.23836523e-01 
 2.83615109e-03  7.41429621e-01  9.22384483e-01 
 2.83715109e-03  7.41462164e-01  9.20914749e-01 
 2.83815109e-03  7.41495045e-01  9.19427341e-01 
 2.83915109e-03  7.41528261e-01  9.17922280e-01 
 2.84015109e-03  7.41561811e-01  9.16399591e-01 
 2.84115109e-03  7.41595695e-01  9.14859301e-01 
 2.84215109e-03  7.41629911e-01  9.13301439e-01 
 2.84315109e-03  7.41664456e-01  9.11726039e-01 
 2.84415109e-03  7.41699331e-01  9.10133136e-01 
 2.84515109e-03  7.41734534e-01  9.08522766e-01 
 2.84615109e-03  7.41770063e-01  9.06894971e-01 
 2.84715109e-03  7.41805917e-01  9.05249794e-01 
 2.84815109e-03  7.41842094e-01  9.03587282e-01 
 2.84915109e-03  7.41878594e-01  9.01907483e-01 
 2.85015109e-03  7.41915414e-01  9.00211565e-01 
 2.85115109e-03  7.41952553e-01  8.98497486e-01 
 2.85215109e-03  7.41990010e-01  8.96765020e-01 
 2.85315109e-03  7.42027783e-01  8.95017578e-01 
 2.85415109e-03  7.42065871e-01  8.93251237e-01 
 2.85515109e-03  7.42104272e-01  8.91468765e-01 
 2.85615109e-03  7.42142985e-01  8.89669590e-01 
 2.85715109e-03  7.42182008e-01  8.87853622e-01 
 2.85815109e-03  7.42221339e-01  8.86021991e-01 
 2.85915109e-03  7.42260978e-01  8.84171749e-01 
 2.86015109e-03  7.42300922e-01  8.82306761e-01 
 2.86115109e-03  7.42341171e-01  8.80423536e-01 
 2.86215109e-03  7.42381721e-01  8.78524685e-01 
 2.86315109e-03  7.42422572e-01  8.76609697e-01 
 2.86415109e-03  7.42463723e-01  8.74678514e-01 
 2.86515109e-03  7.42505171e-01  8.72732184e-01 
 2.86615109e-03  7.42546915e-01  8.70768076e-01 
 2.86715109e-03  7.42588953e-01  8.68788778e-01 
 2.86815109e-03  7.42631283e-01  8.66793842e-01 
 2.86915109e-03  7.42673905e-01  8.64783231e-01 
 2.87015109e-03  7.42716816e-01  8.62757909e-01 
 2.87115109e-03  7.42760014e-01  8.60716378e-01 
 2.87215109e-03  7.42803498e-01  8.58658594e-01 
 2.87315109e-03  7.42847266e-01  8.56586347e-01 
 2.87415109e-03  7.42891317e-01  8.54499904e-01 
 2.87515109e-03  7.42935648e-01  8.52397092e-01 
 2.87615109e-03  7.42980258e-01  8.50280717e-01 
 2.87715109e-03  7.43025146e-01  8.48149136e-01 
 2.87815109e-03  7.43070308e-01  8.46002906e-01 
 2.87915109e-03  7.43115745e-01  8.43841662e-01 
 2.88015109e-03  7.43161452e-01  8.41666732e-01 
 2.88115109e-03  7.43207430e-01  8.39478338e-01 
 2.88215109e-03  7.43253677e-01  8.37274939e-01 
 2.88315109e-03  7.43300189e-01  8.35058132e-01 
 2.88415109e-03  7.43346966e-01  8.32828211e-01 
 2.88515109e-03  7.43394006e-01  8.30583939e-01 
 2.88615109e-03  7.43441306e-01  8.28327047e-01 
 2.88715109e-03  7.43488865e-01  8.26056331e-01 
 2.88815109e-03  7.43536682e-01  8.23773201e-01 
 2.88915109e-03  7.43584753e-01  8.21476706e-01 
 2.89015109e-03  7.43633078e-01  8.19168008e-01 
 2.89115109e-03  7.43681654e-01  8.16846422e-01 
 2.89215109e-03  7.43730480e-01  8.14512850e-01 
 2.89315109e-03  7.43779553e-01  8.12166881e-01 
 2.89415109e-03  7.43828871e-01  8.09809071e-01 
 2.89515109e-03  7.43878434e-01  8.07439515e-01 
 2.89615109e-03  7.43928238e-01  8.05058374e-01 
 2.89715109e-03  7.43978281e-01  8.02665837e-01 
 2.89815109e-03  7.44028563e-01  8.00262096e-01 
 2.89915109e-03  7.44079080e-01  7.97847345e-01 
 2.90015109e-03  7.44129831e-01  7.95421777e-01 
 2.90115109e-03  7.44180813e-01  7.92985593e-01 
 2.90215109e-03  7.44232025e-01  7.90538990e-01 
 2.90315109e-03  7.44283466e-01  7.88082172e-01 
 2.90415109e-03  7.44335131e-01  7.85615341e-01 
 2.90515109e-03  7.44387021e-01  7.83138705e-01 
 2.90615109e-03  7.44439132e-01  7.80652470e-01 
 2.90627609e-03  7.44445661e-01  7.80340997e-01 
 2.90652609e-03  7.44458730e-01  7.79717680e-01 
 2.90702609e-03  7.44484909e-01  7.78469300e-01 
 2.90802609e-03  7.44537430e-01  7.75965640e-01 
 2.90902609e-03  7.44590166e-01  7.73452986e-01 
 2.91002609e-03  7.44643116e-01  7.70931555e-01 
 2.91102609e-03  7.44696278e-01  7.68401566e-01 
 2.91115109e-03  7.44702938e-01  7.68084700e-01 
 2.91140109e-03  7.44716268e-01  7.67450639e-01 
 2.91190109e-03  7.44742966e-01  7.66180970e-01 
