 time            v(vin)          v(vout)        
 9.82061250e-04  7.48875260e-01  5.81507974e-01 
 9.83061250e-04  7.48937715e-01  5.78991920e-01 
 9.84061250e-04  7.49000212e-01  5.76485108e-01 
 9.85061250e-04  7.49062748e-01  5.73987783e-01 
 9.86061250e-04  7.49125322e-01  5.71500186e-01 
 9.87061250e-04  7.49187930e-01  5.69022561e-01 
 9.88061250e-04  7.49250570e-01  5.66555149e-01 
 9.89061250e-04  7.49313239e-01  5.64098192e-01 
 9.90061250e-04  7.49375936e-01  5.61651927e-01 
 9.91061250e-04  7.49438657e-01  5.59216595e-01 
 9.92061250e-04  7.49501400e-01  5.56792432e-01 
 9.93061250e-04  7.49564164e-01  5.54379675e-01 
 9.94061250e-04  7.49626944e-01  5.51978559e-01 
 9.95061250e-04  7.49689739e-01  5.49589316e-01 
 9.96061250e-04  7.49752546e-01  5.47212178e-01 
 9.97061250e-04  7.49815363e-01  5.44847376e-01 
 9.98061250e-04  7.49878188e-01  5.42495137e-01 
 9.99061250e-04  7.49941017e-01  5.40155688e-01 
 1.00006125e-03  7.50003848e-01  5.37829253e-01 
 1.00106125e-03  7.50066680e-01  5.35516054e-01 
 1.00206125e-03  7.50129509e-01  5.33216310e-01 
 1.00306125e-03  7.50192332e-01  5.30930238e-01 
 1.00406125e-03  7.50255148e-01  5.28658053e-01 
 1.00506125e-03  7.50317954e-01  5.26399965e-01 
 1.00606125e-03  7.50380748e-01  5.24156183e-01 
 1.00706125e-03  7.50443526e-01  5.21926912e-01 
 1.00806125e-03  7.50506287e-01  5.19712353e-01 
 1.00906125e-03  7.50569028e-01  5.17512705e-01 
 1.01006125e-03  7.50631746e-01  5.15328160e-01 
 1.01106125e-03  7.50694439e-01  5.13158908e-01 
 1.01206125e-03  7.50757106e-01  5.11005136e-01 
 1.01306125e-03  7.50819742e-01  5.08867023e-01 
 1.01406125e-03  7.50882345e-01  5.06744747e-01 
 1.01506125e-03  7.50944914e-01  5.04638479e-01 
 1.01606125e-03  7.51007446e-01  5.02548383e-01 
 1.01706125e-03  7.51069938e-01  5.00474622e-01 
 1.01806125e-03  7.51132388e-01  4.98417350e-01 
 1.01906125e-03  7.51194793e-01  4.96376716e-01 
 1.02006125e-03  7.51257150e-01  4.94352863e-01 
 1.02106125e-03  7.51319458e-01  4.92345927e-01 
 1.02206125e-03  7.51381715e-01  4.90356040e-01 
 1.02306125e-03  7.51443916e-01  4.88383323e-01 
 1.02406125e-03  7.51506061e-01  4.86427895e-01 
 1.02506125e-03  7.51568146e-01  4.84489864e-01 
 1.02606125e-03  7.51630169e-01  4.82569332e-01 
 1.02706125e-03  7.51692128e-01  4.80666394e-01 
 1.02806125e-03  7.51754020e-01  4.78781138e-01 
 1.02906125e-03  7.51815842e-01  4.76913643e-01 
 1.03006125e-03  7.51877593e-01  4.75063980e-01 
 1.03106125e-03  7.51939270e-01  4.73232213e-01 
 1.03206125e-03  7.52000871e-01  4.71418397e-01 
 1.03218625e-03  7.52008565e-01  4.71192971e-01 
 1.03243625e-03  7.52023950e-01  4.70742869e-01 
 1.03293625e-03  7.52054706e-01  4.69846071e-01 
 1.03393625e-03  7.52116156e-01  4.68066036e-01 
 1.03406125e-03  7.52123832e-01  4.67844838e-01 
 1.03431125e-03  7.52139179e-01  4.67403195e-01 
 1.03481125e-03  7.52169857e-01  4.66523325e-01 
 1.03581125e-03  7.52231149e-01  4.64777183e-01 
 1.03593625e-03  7.52238804e-01  4.64560224e-01 
 1.03618625e-03  7.52254110e-01  4.64127062e-01 
 1.03668625e-03  7.52284707e-01  4.63264160e-01 
 1.03768625e-03  7.52345831e-01  4.61551969e-01 
 1.03868625e-03  7.52406863e-01  4.59857893e-01 
 1.03968625e-03  7.52467800e-01  4.58181922e-01 
 1.04068625e-03  7.52528639e-01  4.56524041e-01 
 1.04168625e-03  7.52589379e-01  4.54884228e-01 
 1.04268625e-03  7.52650016e-01  4.53262452e-01 
 1.04368625e-03  7.52710549e-01  4.51658674e-01 
 1.04468625e-03  7.52770975e-01  4.50072848e-01 
 1.04568625e-03  7.52831291e-01  4.48504919e-01 
 1.04668625e-03  7.52891496e-01  4.46954828e-01 
 1.04768625e-03  7.52951586e-01  4.45422505e-01 
 1.04868625e-03  7.53011560e-01  4.43907875e-01 
 1.04968625e-03  7.53071415e-01  4.42410856e-01 
 1.05068625e-03  7.53131149e-01  4.40931361e-01 
 1.05168625e-03  7.53190759e-01  4.39469294e-01 
 1.05268625e-03  7.53250243e-01  4.38024554e-01 
 1.05368625e-03  7.53309599e-01  4.36597036e-01 
 1.05468625e-03  7.53368825e-01  4.35186627e-01 
 1.05568625e-03  7.53427917e-01  4.33793210e-01 
 1.05668625e-03  7.53486874e-01  4.32416663e-01 
 1.05768625e-03  7.53545693e-01  4.31056859e-01 
 1.05868625e-03  7.53604372e-01  4.29713667e-01 
 1.05968625e-03  7.53662909e-01  4.28386952e-01 
 1.05981125e-03  7.53670216e-01  4.28222293e-01 
 1.06006125e-03  7.53684823e-01  4.27893664e-01 
 1.06056125e-03  7.53714011e-01  4.27239483e-01 
 1.06156125e-03  7.53772275e-01  4.25943282e-01 
 1.06256125e-03  7.53830390e-01  4.24663149e-01 
 1.06356125e-03  7.53888353e-01  4.23398933e-01 
 1.06456125e-03  7.53946164e-01  4.22150483e-01 
 1.06556125e-03  7.54003818e-01  4.20917645e-01 
 1.06656125e-03  7.54061315e-01  4.19700262e-01 
 1.06756125e-03  7.54118651e-01  4.18498175e-01 
 1.06856125e-03  7.54175824e-01  4.17311224e-01 
 1.06956125e-03  7.54232833e-01  4.16139247e-01 
 1.07056125e-03  7.54289675e-01  4.14982081e-01 
 1.07156125e-03  7.54346347e-01  4.13839560e-01 
 1.07256125e-03  7.54402847e-01  4.12711520e-01 
 1.07356125e-03  7.54459174e-01  4.11597795e-01 
 1.07368625e-03  7.54466203e-01  4.11459601e-01 
 1.07393625e-03  7.54480251e-01  4.11183813e-01 
 1.07443625e-03  7.54508316e-01  4.10634898e-01 
 1.07543625e-03  7.54564311e-01  4.09547563e-01 
 1.07643625e-03  7.54620125e-01  4.08474063e-01 
 1.07743625e-03  7.54675758e-01  4.07414231e-01 
 1.07843625e-03  7.54731206e-01  4.06367901e-01 
 1.07943625e-03  7.54786467e-01  4.05334905e-01 
 1.08043625e-03  7.54841539e-01  4.04315078e-01 
 1.08143625e-03  7.54896419e-01  4.03308255e-01 
 1.08243625e-03  7.54951107e-01  4.02314270e-01 
 1.08343625e-03  7.55005599e-01  4.01332962e-01 
 1.08443625e-03  7.55059894e-01  4.00364166e-01 
 1.08543625e-03  7.55113988e-01  3.99407721e-01 
 1.08643625e-03  7.55167881e-01  3.98463468e-01 
 1.08743625e-03  7.55221570e-01  3.97531247e-01 
 1.08843625e-03  7.55275053e-01  3.96610901e-01 
 1.08943625e-03  7.55328327e-01  3.95702273e-01 
 1.09043625e-03  7.55381391e-01  3.94805210e-01 
 1.09143625e-03  7.55434243e-01  3.93919558e-01 
 1.09243625e-03  7.55486880e-01  3.93045166e-01 
 1.09343625e-03  7.55539300e-01  3.92181885e-01 
 1.09443625e-03  7.55591502e-01  3.91329566e-01 
 1.09543625e-03  7.55643483e-01  3.90488065e-01 
 1.09643625e-03  7.55695242e-01  3.89657237e-01 
 1.09743625e-03  7.55746775e-01  3.88836940e-01 
 1.09843625e-03  7.55798081e-01  3.88027033e-01 
 1.09943625e-03  7.55849159e-01  3.87227379e-01 
 1.10043625e-03  7.55900006e-01  3.86437842e-01 
 1.10143625e-03  7.55950620e-01  3.85658286e-01 
 1.10243625e-03  7.56000999e-01  3.84888580e-01 
 1.10343625e-03  7.56051141e-01  3.84128593e-01 
 1.10443625e-03  7.56101044e-01  3.83378197e-01 
 1.10543625e-03  7.56150706e-01  3.82637266e-01 
 1.10643625e-03  7.56200125e-01  3.81905675e-01 
 1.10743625e-03  7.56249300e-01  3.81183303e-01 
 1.10843625e-03  7.56298228e-01  3.80470028e-01 
 1.10943625e-03  7.56346907e-01  3.79765733e-01 
 1.11043625e-03  7.56395336e-01  3.79070301e-01 
 1.11143625e-03  7.56443512e-01  3.78383618e-01 
 1.11243625e-03  7.56491434e-01  3.77705572e-01 
 1.11343625e-03  7.56539100e-01  3.77036052e-01 
 1.11356125e-03  7.56545040e-01  3.76952966e-01 
 1.11381125e-03  7.56556908e-01  3.76787030e-01 
 1.11431125e-03  7.56580595e-01  3.76457115e-01 
 1.11531125e-03  7.56627775e-01  3.75803309e-01 
 1.11631125e-03  7.56674694e-01  3.75157702e-01 
 1.11731125e-03  7.56721349e-01  3.74520214e-01 
 1.11831125e-03  7.56767738e-01  3.73890741e-01 
 1.11931125e-03  7.56813861e-01  3.73269185e-01 
 1.12031125e-03  7.56859714e-01  3.72655447e-01 
 1.12131125e-03  7.56905297e-01  3.72049432e-01 
 1.12231125e-03  7.56950606e-01  3.71451047e-01 
 1.12331125e-03  7.56995642e-01  3.70860198e-01 
 1.12431125e-03  7.57040401e-01  3.70276796e-01 
 1.12531125e-03  7.57084883e-01  3.69700751e-01 
 1.12631125e-03  7.57129084e-01  3.69131978e-01 
 1.12731125e-03  7.57173005e-01  3.68570389e-01 
 1.12831125e-03  7.57216642e-01  3.68015903e-01 
 1.12931125e-03  7.57259994e-01  3.67468436e-01 
 1.13031125e-03  7.57303060e-01  3.66927908e-01 
 1.13043625e-03  7.57308423e-01  3.66860834e-01 
 1.13068625e-03  7.57319135e-01  3.66726895e-01 
 1.13118625e-03  7.57340506e-01  3.66460566e-01 
 1.13218625e-03  7.57383029e-01  3.65932848e-01 
 1.13318625e-03  7.57425261e-01  3.65411834e-01 
 1.13418625e-03  7.57467200e-01  3.64897462e-01 
 1.13518625e-03  7.57508845e-01  3.64389658e-01 
 1.13618625e-03  7.57550192e-01  3.63888350e-01 
 1.13718625e-03  7.57591242e-01  3.63393469e-01 
 1.13818625e-03  7.57631992e-01  3.62904944e-01 
 1.13918625e-03  7.57672441e-01  3.62422709e-01 
 1.14018625e-03  7.57712587e-01  3.61946697e-01 
 1.14118625e-03  7.57752428e-01  3.61476842e-01 
 1.14131125e-03  7.57757387e-01  3.61418547e-01 
 1.14156125e-03  7.57767290e-01  3.61302223e-01 
 1.14206125e-03  7.57787038e-01  3.61070722e-01 
 1.14306125e-03  7.57826304e-01  3.60612243e-01 
 1.14406125e-03  7.57865262e-01  3.60159743e-01 
 1.14506125e-03  7.57903908e-01  3.59713162e-01 
 1.14606125e-03  7.57942243e-01  3.59272439e-01 
 1.14706125e-03  7.57980264e-01  3.58837519e-01 
 1.14806125e-03  7.58017970e-01  3.58408343e-01 
 1.14906125e-03  7.58055360e-01  3.57984857e-01 
 1.15006125e-03  7.58092431e-01  3.57567007e-01 
 1.15106125e-03  7.58129183e-01  3.57154739e-01 
 1.15206125e-03  7.58165615e-01  3.56748000e-01 
 1.15306125e-03  7.58201723e-01  3.56346741e-01 
 1.15406125e-03  7.58237508e-01  3.55950911e-01 
 1.15506125e-03  7.58272968e-01  3.55560460e-01 
 1.15606125e-03  7.58308101e-01  3.55175341e-01 
 1.15706125e-03  7.58342907e-01  3.54795507e-01 
 1.15806125e-03  7.58377383e-01  3.54420911e-01 
 1.15906125e-03  7.58411528e-01  3.54051509e-01 
 1.16006125e-03  7.58445341e-01  3.53687256e-01 
 1.16106125e-03  7.58478820e-01  3.53328109e-01 
 1.16206125e-03  7.58511965e-01  3.52974026e-01 
 1.16306125e-03  7.58544774e-01  3.52624964e-01 
 1.16406125e-03  7.58577246e-01  3.52280883e-01 
 1.16506125e-03  7.58609379e-01  3.51941743e-01 
 1.16606125e-03  7.58641172e-01  3.51607506e-01 
 1.16706125e-03  7.58672624e-01  3.51278132e-01 
 1.16806125e-03  7.58703733e-01  3.50953585e-01 
 1.16906125e-03  7.58734499e-01  3.50633828e-01 
 1.17006125e-03  7.58764920e-01  3.50318824e-01 
 1.17106125e-03  7.58794995e-01  3.50008539e-01 
 1.17206125e-03  7.58824723e-01  3.49702939e-01 
 1.17306125e-03  7.58854103e-01  3.49401471e-01 
 1.17406125e-03  7.58883133e-01  3.49105640e-01 
 1.17506125e-03  7.58911812e-01  3.48813913e-01 
 1.17606125e-03  7.58940139e-01  3.48526717e-01 
 1.17706125e-03  7.58968114e-01  3.48243589e-01 
 1.17806125e-03  7.58995734e-01  3.47965854e-01 
 1.17906125e-03  7.59022999e-01  3.47692157e-01 
 1.18006125e-03  7.59049908e-01  3.47422457e-01 
 1.18106125e-03  7.59076460e-01  3.47157984e-01 
 1.18206125e-03  7.59102654e-01  3.46897502e-01 
 1.18306125e-03  7.59128488e-01  3.46641353e-01 
 1.18406125e-03  7.59153962e-01  3.46389531e-01 
 1.18506125e-03  7.59179074e-01  3.46142006e-01 
 1.18606125e-03  7.59203824e-01  3.45898755e-01 
 1.18706125e-03  7.59228211e-01  3.45659752e-01 
 1.18806125e-03  7.59252233e-01  3.45424657e-01 
 1.18906125e-03  7.59275890e-01  3.45194080e-01 
 1.19006125e-03  7.59299181e-01  3.44967692e-01 
 1.19106125e-03  7.59322105e-01  3.44745455e-01 
 1.19206125e-03  7.59344660e-01  3.44527624e-01 
 1.19306125e-03  7.59366847e-01  3.44313365e-01 
 1.19406125e-03  7.59388664e-01  3.44103451e-01 
 1.19506125e-03  7.59410111e-01  3.43897618e-01 
 1.19606125e-03  7.59431186e-01  3.43696065e-01 
 1.19706125e-03  7.59451888e-01  3.43498305e-01 
 1.19718625e-03  7.59454450e-01  3.43473869e-01 
 1.19743625e-03  7.59459555e-01  3.43425164e-01 
 1.19793625e-03  7.59469697e-01  3.43328494e-01 
 1.19893625e-03  7.59489699e-01  3.43138283e-01 
 1.19993625e-03  7.59509327e-01  3.42951798e-01 
 1.20093625e-03  7.59528579e-01  3.42769662e-01 
 1.20193625e-03  7.59547455e-01  3.42591098e-01 
 1.20293625e-03  7.59565954e-01  3.42416634e-01 
 1.20393625e-03  7.59584075e-01  3.42246085e-01 
 1.20493625e-03  7.59601819e-01  3.42079426e-01 
 1.20593625e-03  7.59619183e-01  3.41916642e-01 
 1.20693625e-03  7.59636167e-01  3.41757719e-01 
 1.20793625e-03  7.59652771e-01  3.41602640e-01 
 1.20893625e-03  7.59668994e-01  3.41451393e-01 
 1.20993625e-03  7.59684835e-01  3.41303962e-01 
 1.21093625e-03  7.59700293e-01  3.41160335e-01 
 1.21193625e-03  7.59715369e-01  3.41020498e-01 
 1.21293625e-03  7.59730061e-01  3.40884439e-01 
 1.21393625e-03  7.59744370e-01  3.40752145e-01 
 1.21493625e-03  7.59758293e-01  3.40623603e-01 
 1.21593625e-03  7.59771831e-01  3.40498803e-01 
 1.21693625e-03  7.59784984e-01  3.40377734e-01 
 1.21793625e-03  7.59797750e-01  3.40260383e-01 
 1.21893625e-03  7.59810129e-01  3.40146741e-01 
 1.21993625e-03  7.59822121e-01  3.40036798e-01 
 1.22093625e-03  7.59833725e-01  3.39930543e-01 
 1.22193625e-03  7.59844941e-01  3.39827968e-01 
 1.22293625e-03  7.59855769e-01  3.39729062e-01 
 1.22393625e-03  7.59866207e-01  3.39633818e-01 
 1.22406125e-03  7.59867485e-01  3.39622187e-01 
 1.22431125e-03  7.59870021e-01  3.39599091e-01 
 1.22481125e-03  7.59875021e-01  3.39553516e-01 
 1.22581125e-03  7.59884729e-01  3.39465121e-01 
 1.22681125e-03  7.59894046e-01  3.39380312e-01 
 1.22781125e-03  7.59902973e-01  3.39299178e-01 
 1.22881125e-03  7.59911509e-01  3.39221669e-01 
 1.22981125e-03  7.59919654e-01  3.39147776e-01 
 1.23081125e-03  7.59927407e-01  3.39077493e-01 
 1.23181125e-03  7.59934768e-01  3.39010814e-01 
 1.23281125e-03  7.59941737e-01  3.38947756e-01 
 1.23381125e-03  7.59948313e-01  3.38888246e-01 
 1.23481125e-03  7.59954497e-01  3.38832345e-01 
 1.23581125e-03  7.59960287e-01  3.38780027e-01 
 1.23681125e-03  7.59965685e-01  3.38731287e-01 
 1.23781125e-03  7.59970689e-01  3.38686122e-01 
 1.23881125e-03  7.59975299e-01  3.38644526e-01 
 1.23981125e-03  7.59979516e-01  3.38606496e-01 
 1.24081125e-03  7.59983338e-01  3.38572030e-01 
 1.24181125e-03  7.59986767e-01  3.38541130e-01 
 1.24281125e-03  7.59989801e-01  3.38513776e-01 
 1.24381125e-03  7.59992441e-01  3.38489985e-01 
 1.24481125e-03  7.59994686e-01  3.38469742e-01 
 1.24581125e-03  7.59996537e-01  3.38453053e-01 
 1.24681125e-03  7.59997993e-01  3.38439913e-01 
 1.24781125e-03  7.59999054e-01  3.38430323e-01 
 1.24881125e-03  7.59999721e-01  3.38424280e-01 
 1.24981125e-03  7.59999993e-01  3.38421785e-01 
 1.25081125e-03  7.59999870e-01  3.38422837e-01 
 1.25181125e-03  7.59999352e-01  3.38427436e-01 
 1.25281125e-03  7.59998440e-01  3.38435583e-01 
 1.25381125e-03  7.59997133e-01  3.38447278e-01 
 1.25481125e-03  7.59995431e-01  3.38462523e-01 
 1.25581125e-03  7.59993335e-01  3.38481318e-01 
 1.25681125e-03  7.59990844e-01  3.38503665e-01 
 1.25781125e-03  7.59987958e-01  3.38529567e-01 
 1.25881125e-03  7.59984679e-01  3.38559025e-01 
 1.25981125e-03  7.59981005e-01  3.38592042e-01 
 1.26081125e-03  7.59976937e-01  3.38628620e-01 
 1.26181125e-03  7.59972475e-01  3.38668764e-01 
 1.26281125e-03  7.59967620e-01  3.38712476e-01 
 1.26381125e-03  7.59962371e-01  3.38759760e-01 
 1.26481125e-03  7.59956729e-01  3.38810620e-01 
 1.26581125e-03  7.59950693e-01  3.38865061e-01 
 1.26593625e-03  7.59949911e-01  3.38872123e-01 
 1.26618625e-03  7.59948329e-01  3.38886417e-01 
 1.26668625e-03  7.59945090e-01  3.38915653e-01 
 1.26768625e-03  7.59938319e-01  3.38976805e-01 
 1.26868625e-03  7.59931155e-01  3.39041592e-01 
 1.26968625e-03  7.59923598e-01  3.39109931e-01 
 1.27068625e-03  7.59915651e-01  3.39181900e-01 
 1.27081125e-03  7.59914630e-01  3.39191158e-01 
 1.27106125e-03  7.59912569e-01  3.39209848e-01 
 1.27156125e-03  7.59908375e-01  3.39247863e-01 
 1.27256125e-03  7.59899694e-01  3.39326587e-01 
 1.27356125e-03  7.59890621e-01  3.39409000e-01 
 1.27456125e-03  7.59881158e-01  3.39494970e-01 
 1.27556125e-03  7.59871305e-01  3.39584616e-01 
 1.27656125e-03  7.59861063e-01  3.39677913e-01 
 1.27756125e-03  7.59850431e-01  3.39774865e-01 
 1.27856125e-03  7.59839410e-01  3.39875483e-01 
 1.27956125e-03  7.59828001e-01  3.39979774e-01 
 1.28056125e-03  7.59816204e-01  3.40087749e-01 
 1.28156125e-03  7.59804019e-01  3.40199417e-01 
 1.28256125e-03  7.59791447e-01  3.40314787e-01 
 1.28356125e-03  7.59778489e-01  3.40433952e-01 
 1.28456125e-03  7.59765144e-01  3.40556680e-01 
 1.28556125e-03  7.59751414e-01  3.40683312e-01 
 1.28656125e-03  7.59737299e-01  3.40813511e-01 
 1.28756125e-03  7.59722800e-01  3.40947555e-01 
 1.28856125e-03  7.59707917e-01  3.41085372e-01 
 1.28956125e-03  7.59692651e-01  3.41226972e-01 
 1.29056125e-03  7.59677002e-01  3.41372368e-01 
 1.29156125e-03  7.59660970e-01  3.41521573e-01 
 1.29256125e-03  7.59644558e-01  3.41674735e-01 
 1.29356125e-03  7.59627765e-01  3.41831469e-01 
 1.29456125e-03  7.59610591e-01  3.41992180e-01 
 1.29556125e-03  7.59593039e-01  3.42156764e-01 
 1.29656125e-03  7.59575107e-01  3.42325392e-01 
 1.29756125e-03  7.59556798e-01  3.42497596e-01 
 1.29856125e-03  7.59538111e-01  3.42673866e-01 
 1.29956125e-03  7.59519048e-01  3.42854074e-01 
 1.30056125e-03  7.59499609e-01  3.43038229e-01 
 1.30156125e-03  7.59479795e-01  3.43226348e-01 
 1.30256125e-03  7.59459606e-01  3.43418451e-01 
 1.30356125e-03  7.59439045e-01  3.43614555e-01 
 1.30456125e-03  7.59418110e-01  3.43814910e-01 
 1.30556125e-03  7.59396804e-01  3.44018852e-01 
 1.30656125e-03  7.59375127e-01  3.44227068e-01 
 1.30756125e-03  7.59353079e-01  3.44439374e-01 
 1.30856125e-03  7.59330663e-01  3.44655779e-01 
 1.30956125e-03  7.59307878e-01  3.44876307e-01 
 1.31056125e-03  7.59284725e-01  3.45100979e-01 
 1.31156125e-03  7.59261206e-01  3.45329817e-01 
 1.31256125e-03  7.59237322e-01  3.45563157e-01 
 1.31356125e-03  7.59213073e-01  3.45800419e-01 
 1.31456125e-03  7.59188460e-01  3.46041572e-01 
 1.31556125e-03  7.59163484e-01  3.46287647e-01 
 1.31656125e-03  7.59138147e-01  3.46537339e-01 
 1.31756125e-03  7.59112448e-01  3.46792034e-01 
 1.31856125e-03  7.59086390e-01  3.47050353e-01 
 1.31956125e-03  7.59059974e-01  3.47313379e-01 
 1.32056125e-03  7.59033199e-01  3.47580815e-01 
 1.32156125e-03  7.59006069e-01  3.47853093e-01 
 1.32256125e-03  7.58978582e-01  3.48129424e-01 
 1.32356125e-03  7.58950741e-01  3.48410218e-01 
 1.32456125e-03  7.58922547e-01  3.48695058e-01 
 1.32556125e-03  7.58894000e-01  3.48985353e-01 
 1.32656125e-03  7.58865103e-01  3.49279787e-01 
 1.32756125e-03  7.58835855e-01  3.49578293e-01 
 1.32856125e-03  7.58806258e-01  3.49882440e-01 
 1.32956125e-03  7.58776314e-01  3.50190783e-01 
 1.33056125e-03  7.58746024e-01  3.50503805e-01 
 1.33156125e-03  7.58715388e-01  3.50821568e-01 
 1.33256125e-03  7.58684408e-01  3.51144104e-01 
 1.33268625e-03  7.58680511e-01  3.51184763e-01 
 1.33293625e-03  7.58672702e-01  3.51266259e-01 
 1.33343625e-03  7.58657019e-01  3.51430115e-01 
 1.33443625e-03  7.58625397e-01  3.51761845e-01 
 1.33543625e-03  7.58593435e-01  3.52098317e-01 
 1.33643625e-03  7.58561133e-01  3.52439698e-01 
 1.33743625e-03  7.58528494e-01  3.52786038e-01 
 1.33843625e-03  7.58495518e-01  3.53137375e-01 
 1.33943625e-03  7.58462206e-01  3.53493752e-01 
 1.34043625e-03  7.58428560e-01  3.53855209e-01 
 1.34143625e-03  7.58394582e-01  3.54221790e-01 
 1.34243625e-03  7.58360272e-01  3.54593538e-01 
 1.34343625e-03  7.58325632e-01  3.54970497e-01 
 1.34443625e-03  7.58290664e-01  3.55352715e-01 
 1.34543625e-03  7.58255368e-01  3.55740236e-01 
 1.34643625e-03  7.58219746e-01  3.56133108e-01 
 1.34743625e-03  7.58183800e-01  3.56531380e-01 
 1.34843625e-03  7.58147530e-01  3.56935101e-01 
 1.34943625e-03  7.58110939e-01  3.57344322e-01 
 1.35043625e-03  7.58074028e-01  3.57759094e-01 
 1.35143625e-03  7.58036798e-01  3.58179469e-01 
 1.35243625e-03  7.57999251e-01  3.58605502e-01 
 1.35343625e-03  7.57961388e-01  3.59037247e-01 
 1.35443625e-03  7.57923211e-01  3.59474759e-01 
 1.35543625e-03  7.57884720e-01  3.59918096e-01 
 1.35643625e-03  7.57845919e-01  3.60367317e-01 
 1.35743625e-03  7.57806808e-01  3.60822479e-01 
 1.35843625e-03  7.57767389e-01  3.61283645e-01 
 1.35943625e-03  7.57727663e-01  3.61750875e-01 
 1.36043625e-03  7.57687631e-01  3.62224233e-01 
 1.36143625e-03  7.57647297e-01  3.62703783e-01 
 1.36243625e-03  7.57606660e-01  3.63189591e-01 
 1.36343625e-03  7.57565724e-01  3.63681723e-01 
 1.36443625e-03  7.57524488e-01  3.64180248e-01 
 1.36543625e-03  7.57482956e-01  3.64685235e-01 
 1.36643625e-03  7.57441128e-01  3.65196756e-01 
 1.36743625e-03  7.57399006e-01  3.65714883e-01 
 1.36843625e-03  7.57356592e-01  3.66239690e-01 
 1.36943625e-03  7.57313888e-01  3.66771252e-01 
 1.37043625e-03  7.57270895e-01  3.67309646e-01 
 1.37143625e-03  7.57227615e-01  3.67854951e-01 
 1.37243625e-03  7.57184050e-01  3.68407246e-01 
 1.37343625e-03  7.57140201e-01  3.68966613e-01 
 1.37443625e-03  7.57096070e-01  3.69533135e-01 
 1.37543625e-03  7.57051659e-01  3.70106897e-01 
 1.37643625e-03  7.57006970e-01  3.70687985e-01 
 1.37743625e-03  7.56962004e-01  3.71276487e-01 
 1.37843625e-03  7.56916763e-01  3.71872493e-01 
 1.37943625e-03  7.56871249e-01  3.72476094e-01 
 1.38043625e-03  7.56825464e-01  3.73087383e-01 
 1.38143625e-03  7.56779409e-01  3.73706456e-01 
 1.38243625e-03  7.56733087e-01  3.74333409e-01 
 1.38343625e-03  7.56686499e-01  3.74968340e-01 
 1.38443625e-03  7.56639647e-01  3.75611351e-01 
 1.38543625e-03  7.56592533e-01  3.76262542e-01 
 1.38643625e-03  7.56545159e-01  3.76922018e-01 
 1.38743625e-03  7.56497526e-01  3.77589886e-01 
 1.38843625e-03  7.56449636e-01  3.78266253e-01 
 1.38943625e-03  7.56401493e-01  3.78951228e-01 
 1.39043625e-03  7.56353096e-01  3.79644923e-01 
 1.39143625e-03  7.56304448e-01  3.80347453e-01 
 1.39243625e-03  7.56255552e-01  3.81058933e-01 
 1.39343625e-03  7.56206409e-01  3.81779479e-01 
 1.39443625e-03  7.56157020e-01  3.82509213e-01 
 1.39543625e-03  7.56107389e-01  3.83248256e-01 
 1.39643625e-03  7.56057517e-01  3.83996730e-01 
 1.39743625e-03  7.56007405e-01  3.84754762e-01 
 1.39843625e-03  7.55957056e-01  3.85522480e-01 
 1.39943625e-03  7.55906472e-01  3.86300012e-01 
 1.40043625e-03  7.55855655e-01  3.87087491e-01 
 1.40143625e-03  7.55804607e-01  3.87885050e-01 
 1.40243625e-03  7.55753329e-01  3.88692825e-01 
 1.40343625e-03  7.55701825e-01  3.89510952e-01 
 1.40443625e-03  7.55650095e-01  3.90339572e-01 
 1.40543625e-03  7.55598142e-01  3.91178826e-01 
 1.40643625e-03  7.55545968e-01  3.92028857e-01 
 1.40743625e-03  7.55493576e-01  3.92889810e-01 
 1.40843625e-03  7.55440966e-01  3.93761832e-01 
 1.40943625e-03  7.55388142e-01  3.94645072e-01 
 1.40956125e-03  7.55381524e-01  3.94756288e-01 
 1.40981125e-03  7.55368277e-01  3.94979004e-01 
 1.41031125e-03  7.55341746e-01  3.95427196e-01 
 1.41131125e-03  7.55288524e-01  3.96331912e-01 
 1.41231125e-03  7.55235094e-01  3.97248243e-01 
 1.41331125e-03  7.55181457e-01  3.98176386e-01 
 1.41431125e-03  7.55127615e-01  3.99116497e-01 
 1.41531125e-03  7.55073571e-01  4.00068731e-01 
 1.41631125e-03  7.55019327e-01  4.01033250e-01 
 1.41731125e-03  7.54964885e-01  4.02010212e-01 
 1.41831125e-03  7.54910246e-01  4.02999780e-01 
 1.41931125e-03  7.54855414e-01  4.04002117e-01 
 1.42031125e-03  7.54800390e-01  4.05017386e-01 
 1.42131125e-03  7.54745177e-01  4.06045752e-01 
 1.42231125e-03  7.54689776e-01  4.07087380e-01 
 1.42331125e-03  7.54634190e-01  4.08142435e-01 
 1.42431125e-03  7.54578421e-01  4.09211085e-01 
 1.42531125e-03  7.54522471e-01  4.10293494e-01 
 1.42631125e-03  7.54466343e-01  4.11389830e-01 
 1.42731125e-03  7.54410039e-01  4.12500258e-01 
 1.42831125e-03  7.54353560e-01  4.13624946e-01 
 1.42931125e-03  7.54296910e-01  4.14764058e-01 
 1.43031125e-03  7.54240090e-01  4.15917760e-01 
 1.43131125e-03  7.54183102e-01  4.17086216e-01 
 1.43231125e-03  7.54125949e-01  4.18269588e-01 
 1.43331125e-03  7.54068634e-01  4.19468039e-01 
